exponent_loglog,a_var,b_var,r2,se_floor,dt_floor,exp_percell_mean,exp_percell_median,exp_percell_sd,placebo,redemean,seeds
-0.28857959345557954,2.5796298342507517e-05,0.001304628914192535,0.963763767844681,0.005079005645055685,0.015237016935167056,-0.341150108164962,-0.313337224387105,0.1491609018090299,none,True,40
