model,oos_r2,rmse,mae,ic,ic_ir,xs_oos_r2,accuracy,precision,recall,f1,long_only_accuracy,n_long_predictions,sharpe_ratio,max_drawdown,total_return,win_rate,win_loss_ratio,n_trades,final_equity,n_periods,window,feature_set,scheme,horizon,train_start,train_end,test_start,test_end,n_train,n_test
XGBoost,0.0004650321910302,0.0135374729687413,0.0090334270536034,0.0331780786050557,-0.026097670127685,0.000551032557475,0.5119047619047619,0.5281501340482574,0.2087970323264441,0.2992783896695784,0.5281501340482574,746,1.14956266121303,-0.0404336930968159,2.8127273418698584,0.5714285714285714,0.9059627497026316,442,10281.272734186983,63,28,C,rolling_9m_3m,1,2023-01-12,2023-10-19,2023-10-20,2024-01-22,11280,3780
XGBoost,-0.0003782520213422,0.0148800328216404,0.0096245001663033,-0.0173973478608459,-0.0248404881994516,-0.0003776507121704,0.4955026455026455,0.4894104178591871,0.4572192513368984,0.4727674868675698,0.4894104178591871,1747,-0.4422048946118248,-0.0288258579001213,-0.5795640215648157,0.5396825396825397,0.7967185919155877,1282,9942.043597843518,63,29,C,rolling_9m_3m,1,2023-04-21,2024-01-22,2024-01-23,2024-04-22,11280,3780
XGBoost,-4.765522455718596e-05,0.0161671988708647,0.0102615660553205,-0.0150341103405612,-0.1144512749181368,-4.748980411828363e-05,0.5116402116402117,0.4895104895104895,0.1143168209036472,0.1853486319505737,0.4895104895104895,429,-0.4559061731689091,-0.0897045134561382,-2.3555440456668797,0.5873015873015873,0.6476707671842536,182,9764.445595433312,63,30,C,rolling_9m_3m,1,2023-07-24,2024-04-22,2024-04-23,2024-07-23,11280,3780
XGBoost,-9.591068207370768e-05,0.0149005470692113,0.0099485192789992,-0.0204686015331765,-0.3245682803557617,-9.092437872371129e-05,0.4976190476190476,0.5060373216245884,0.2413612565445026,0.3268344558667139,0.5060373216245884,911,-0.864666562653044,-0.052103300865826,-1.8946574767673696,0.5714285714285714,0.637201299417996,720,9810.534252323265,63,31,C,rolling_9m_3m,1,2023-10-20,2024-07-23,2024-07-24,2024-10-21,11280,3780
OLS,-0.0034249929853198,0.0130160783619054,0.0089310681377229,0.026780717931333,-0.081698036936727,-0.0031641298706943,0.5192359429647565,0.5142219743446738,0.5016322089227421,0.507849077389149,0.5142219743446738,1793,1.8696398611874592,-0.0206574109515337,1.9740190638080968,0.5396825396825397,1.1541602870045422,726,10197.40190638081,63,0,candidate_6,expanding,1,2016-01-04,2018-01-02,2018-01-03,2018-04-04,29677,3717
OLS,0.0010510737040945,0.0124273339733715,0.0084750587348628,-0.0007088688931323,0.1318548513067466,0.0011653327385896,0.5084745762711864,0.5043914680050188,0.4367191743617599,0.468122270742358,0.5043914680050188,1594,-0.6491623818384971,-0.0336779376551663,-0.941928822252014,0.5555555555555556,0.71822063334148,644,9905.8071177748,63,1,candidate_6,expanding,1,2016-01-04,2018-04-04,2018-04-05,2018-07-03,33394,3717
OLS,0.0057592951763209,0.0133541238113257,0.0084606121392796,0.0208431481205637,0.0864851949639186,0.0058014822110514,0.5117029862792575,0.49763991908294,0.4081858407079646,0.4484958979033728,0.49763991908294,1483,2.4545651624100957,-0.011004763047111,2.9293975593934096,0.5238095238095238,1.37157033777803,540,10292.93975593934,63,2,candidate_6,expanding,1,2016-01-04,2018-07-03,2018-07-05,2018-10-02,37111,3717
OLS,-0.0080848343496136,0.0175858664472028,0.0120551343458783,-0.0443723189310093,0.1450741240326383,-0.0077112871539755,0.4735001345170836,0.4819163926726162,0.5457446808510639,0.5118483412322274,0.4819163926726162,2129,-2.585065705537143,-0.0504682466097984,-5.231058489954698,0.4285714285714285,0.8800462629211666,556,9476.89415100453,63,3,candidate_6,expanding,1,2016-01-04,2018-10-02,2018-10-03,2019-01-03,40828,3717
OLS,0.0020280756821129,0.0131306424737871,0.00825599948899,0.0332329523982517,-0.2207736328504778,0.002205192246119,0.5030938929244014,0.5087209302325582,0.4661694192860948,0.4865165415624131,0.5087209302325582,1720,1.5242017418282003,-0.0166203694988855,1.814683106411907,0.5238095238095238,1.1714954773373367,548,10181.46831064119,63,4,candidate_6,expanding,1,2016-01-04,2019-01-03,2019-01-04,2019-04-04,44545,3717
OLS,-0.0056398910270618,0.0125585707334424,0.0084318149501837,-0.0237402330798302,-0.022223783291089,-0.0055888447462919,0.4934086629001883,0.5149739583333334,0.4100570243649559,0.4565656565656565,0.5149739583333334,1536,-2.1293664372903214,-0.0508088618437826,-3.4769348701465974,0.492063492063492,0.7235442946672684,590,9652.30651298534,63,5,candidate_6,expanding,1,2016-01-04,2019-04-04,2019-04-05,2019-07-05,48262,3717
OLS,-0.0032705521945457,0.0126930716460257,0.00850650652668,-0.0248186005655357,0.1292414089606179,-0.0031257204044856,0.4947538337368846,0.4872122762148337,0.4145810663764961,0.4479717813051146,0.4872122762148337,1564,-2.1481411048411996,-0.0331659484566329,-2.3272687270324277,0.4603174603174603,0.8326321925395129,800,9767.273127296758,63,6,candidate_6,expanding,1,2016-01-04,2019-07-05,2019-07-08,2019-10-03,51979,3717
OLS,0.0019138720278165,0.0113254518072294,0.00740608538394,0.0409507175165849,0.121075482266786,0.0020979956226819,0.5203120796341135,0.499185667752443,0.3441886580572711,0.4074443336656697,0.499185667752443,1228,1.9624539884695025,-0.0130562968895884,2.360711696145934,0.4603174603174603,1.6448225280441535,744,10236.071169614594,63,7,candidate_6,expanding,1,2016-01-04,2019-10-03,2019-10-04,2020-01-03,55696,3717
OLS,-0.0013354752582228,0.0253224110381628,0.0157890829771051,0.0244185904687315,0.0927172360101414,-0.0001623245029604,0.5256927629808986,0.5135895032802249,0.6018671059857221,0.5542351453855878,0.5135895032802249,2134,0.5959915326145317,-0.0450328425832583,0.8717245128712525,0.4603174603174603,1.3099789315135388,1048,10087.172451287126,63,8,candidate_6,expanding,1,2016-01-04,2020-01-03,2020-01-06,2020-04-03,59413,3717
OLS,0.0005226762320871,0.0207076655562557,0.0147818970778444,0.0282597088801803,0.1037067454105447,0.0009384261132142,0.5125100887812752,0.5009641342074816,0.7149146945514584,0.5891156462585034,0.5009641342074816,2593,1.832808469032479,-0.0105696193456673,1.4978151151334274,0.5714285714285714,1.0154236692016043,848,10149.781511513344,63,9,candidate_6,expanding,1,2016-01-04,2020-04-03,2020-04-06,2020-07-06,63130,3717
OLS,0.001434436727445,0.0179990320406453,0.0118944647441913,0.0295543145523865,-0.0805669971240076,0.0015704859039267,0.5071294054344901,0.4878163074039363,0.5848314606741573,0.5319366377107818,0.4878163074039363,2134,2.105047967489883,-0.0193182843042556,2.766546271195658,0.5714285714285714,1.0591587618064582,744,10276.654627119566,63,10,candidate_6,expanding,1,2016-01-04,2020-07-06,2020-07-07,2020-10-02,66847,3717
OLS,-0.0020287395006666,0.0175449555169819,0.0114911949180046,-0.0040022387887706,0.0922368263074137,-0.0018642200265912,0.5006725854183481,0.4738805970149253,0.5825688073394495,0.522633744855967,0.4738805970149253,2144,-0.1900099180968215,-0.0197636110772851,-0.1757097103906146,0.4761904761904761,1.0655018891580248,847,9982.429028960938,63,11,candidate_6,expanding,1,2016-01-04,2020-10-02,2020-10-05,2021-01-04,70564,3717
OLS,-0.0018527600812141,0.0167808558318011,0.0119142624500833,-0.0044618937045379,0.0037191948596036,-0.0017436248969502,0.5009416195856874,0.485179407176287,0.5189098998887653,0.5014780972856759,0.485179407176287,1923,-2.3416133939956807,-0.047941075823735,-2.9750566281689816,0.4285714285714285,0.9162767870514856,868,9702.4943371831,63,12,candidate_6,expanding,1,2016-01-04,2021-01-04,2021-01-05,2021-04-06,74281,3717
OLS,-0.0002380173766733,0.0126114701354615,0.0088011266627448,0.0232110400196931,-0.0112002744261215,-0.0002163442450195,0.511003757380569,0.5042791310072416,0.4174386920980926,0.456768038163387,0.5042791310072416,1519,0.3901613299453411,-0.0541223128350297,0.6132746675427736,0.5238095238095238,0.9681752010163032,546,10061.327466754276,63,13,candidate_6,expanding,1,2016-01-04,2021-04-06,2021-04-07,2021-07-13,77998,3726
OLS,-0.0005528197762671,0.0118941353810832,0.0084991258380335,0.0001936341697052,0.0310054270548649,-0.0004999365765483,0.4984126984126984,0.4748309541697971,0.3455440131219245,0.4,0.4748309541697971,1331,-0.4288981994787726,-0.0278487562481114,-0.7310675275761458,0.5079365079365079,0.9032829725405722,348,9926.893247242386,63,14,candidate_6,expanding,1,2016-01-04,2021-07-13,2021-07-14,2021-10-11,81723,3780
OLS,0.0009588076363277,0.01619105711256,0.0108583610126545,0.0251480388121127,0.0705971035100212,0.0009827680607169,0.515079365079365,0.4982626824183461,0.3922319474835886,0.4389348025711662,0.4982626824183461,1439,1.7294756509684996,-0.0375960680876613,3.5902823014971164,0.5873015873015873,0.9189364707288392,326,10359.028230149712,63,15,candidate_6,expanding,1,2016-01-04,2021-10-11,2021-10-12,2022-01-10,85503,3780
OLS,-0.003737429338338,0.0180305102617046,0.012664216501888,-0.0392620475578646,0.0111775103044451,-0.0037154272207162,0.4882037533512064,0.4792761237594863,0.4466811751904244,0.4624049563503238,0.4792761237594863,1713,-0.3830978990234341,-0.0279512578643769,-0.993335493819436,0.4444444444444444,1.178160934193974,260,9900.666450618057,63,16,candidate_6,expanding,1,2016-01-04,2022-01-10,2022-01-11,2022-04-11,89283,3730
OLS,-0.0032835520819354,0.0187823930373585,0.0128314248582993,-0.0361553420532156,-0.1768956973813762,-0.0032413707079952,0.470855614973262,0.4777415852334419,0.4638903531892461,0.4707140946777213,0.4777415852334419,1842,-2.6904871324834976,-0.0732410605643086,-6.042294802973592,0.4603174603174603,0.7615505398727389,362,9395.77051970264,63,17,candidate_6,expanding,1,2016-01-04,2022-04-11,2022-04-12,2022-07-13,93014,3740
OLS,-0.0035041684388652,0.0151033996331566,0.0103071097187931,-0.0007463344081657,0.0706363138889623,-0.0034276156796679,0.4992063492063492,0.4973118279569892,0.4912373871481678,0.4942559444296019,0.4973118279569892,1860,-1.021475547192647,-0.0493466029476518,-1.7026833355698212,0.4761904761904761,0.9379341485358944,320,9829.731666443018,63,18,candidate_6,expanding,1,2016-01-04,2022-07-13,2022-07-14,2022-10-11,96753,3780
OLS,-0.0031543312855677,0.0167309723374822,0.0110361831812878,-0.0083583925424802,-0.0601685576124231,-0.0031141877653764,0.5042328042328043,0.5093567251461988,0.4569779643231899,0.4817477876106195,0.5093567251461988,1710,-1.3659248534266784,-0.0502376786495951,-2.9296647658617836,0.4126984126984127,1.1299606571992906,336,9707.033523413822,63,19,candidate_6,expanding,1,2016-01-04,2022-10-11,2022-10-12,2023-01-11,100533,3780
OLS,0.0004583012118665,0.0151921712513604,0.009977925444487,0.0150124659320016,0.1576205455324925,0.0004734197627173,0.5060846560846561,0.4975093399750934,0.4298009682625067,0.4611832611832612,0.4975093399750934,1606,1.46019788007458,-0.0220447663312498,2.2575224872472432,0.5079365079365079,1.2185441019861312,296,10225.752248724724,63,20,candidate_6,expanding,1,2016-01-04,2023-01-11,2023-01-12,2023-04-20,104313,3780
OLS,0.006596964974165,0.0146460731104334,0.0098087118987368,0.0748995766947516,0.1321358731834941,0.0066134126647189,0.524074074074074,0.50708024275118,0.4131868131868131,0.4553436270057523,0.50708024275118,1483,3.8927009464680102,-0.0183642290743903,7.472389786400235,0.6031746031746031,1.288686089528044,254,10747.238978640024,63,21,candidate_6,expanding,1,2016-01-04,2023-04-20,2023-04-21,2023-07-21,108093,3780
OLS,-0.0026964883203672,0.0134855040413789,0.0089135295458358,-0.0097039169016868,0.2105039888216845,-0.0026690823602701,0.5042328042328043,0.4979647218453188,0.3929336188436831,0.4392579293836026,0.4979647218453188,1474,-0.285396443923719,-0.0289255263055871,-0.5103912954311229,0.492063492063492,0.9875500275900492,304,9948.960870456887,63,22,candidate_6,expanding,1,2016-01-04,2023-07-21,2023-07-24,2023-10-19,111873,3780
OLS,0.0003946558372138,0.0135379495409718,0.0090464695209313,0.0220977270679516,0.0524169280607063,0.0004782333769104,0.5034391534391535,0.5040453074433657,0.3301536830948595,0.398975344220301,0.5040453074433657,1236,0.3485389029029154,-0.0376352405035176,0.4877401760571054,0.5238095238095238,0.9625608072010786,280,10048.77401760571,63,23,candidate_6,expanding,1,2016-01-04,2023-10-19,2023-10-20,2024-01-22,115653,3780
OLS,-0.0051077152222132,0.0149151653260373,0.0096365138558862,-0.0052253084539684,-0.0214779245057714,-0.005087925920733,0.5021164021164021,0.4960212201591512,0.4,0.4428656009473061,0.4960212201591512,1508,-0.7518203768670535,-0.028115616943193,-1.2399187760869568,0.4285714285714285,1.1807833377155013,262,9876.008122391304,63,24,candidate_6,expanding,1,2016-01-04,2024-01-22,2024-01-23,2024-04-22,119433,3780
OLS,0.0016665497735689,0.0161533366416937,0.0102583045661419,0.0275338229081128,0.1519027287049033,0.0017060666164752,0.5132275132275133,0.4988814317673378,0.3641807294501905,0.421019509125236,0.4988814317673378,1341,2.096783908669136,-0.0255727598473223,3.8729042006862446,0.6031746031746031,0.9138248050765914,262,10387.290420068624,63,25,candidate_6,expanding,1,2016-01-04,2024-04-22,2024-04-23,2024-07-23,123213,3780
OLS,-0.0027683742161452,0.0149204424618111,0.009962890630936,-0.0025149051520717,-0.0618867518905501,-0.0027213877928762,0.5015873015873016,0.5080147965474723,0.431413612565445,0.4665911664779162,0.5080147965474723,1622,-0.419891825732245,-0.0280488294000607,-0.7570854692925733,0.5238095238095238,0.8420425492797756,318,9924.291453070742,63,26,candidate_6,expanding,1,2016-01-04,2024-07-23,2024-07-24,2024-10-21,126993,3780
OLS,-0.0051333104506305,0.0143780894814813,0.0085351648021822,-0.0412162749001543,-0.0472105654849935,-0.0041039559091198,0.5076674737691687,0.4730538922155688,0.3129598189020939,0.3767029972752043,0.4730538922155688,1169,-1.2025128972349852,-0.0289362407494416,-1.8987084492309236,0.5555555555555556,0.6546480105459064,504,9810.129155076907,63,0,candidate_6,rolling_9m_3m,1,2016-01-04,2016-09-30,2016-10-03,2016-12-30,11092,3717
OLS,-0.0182972006758606,0.0107563746010964,0.00671389774781,-0.0297744524868734,-0.0655539350881572,-0.0166975394149033,0.5114339521119182,0.4841875681570338,0.2484611080022384,0.3284023668639053,0.4841875681570338,917,-0.5542777653190553,-0.0291417708345912,-1.273627095296448,0.5238095238095238,0.8168693672523437,566,9872.637290470357,63,1,candidate_6,rolling_9m_3m,1,2016-04-05,2016-12-30,2017-01-03,2017-04-03,11092,3717
OLS,-0.0073059866291147,0.0121563248137766,0.0071453821338717,0.0268145172901053,0.0942582721088177,-0.0070398744189654,0.5090126446058649,0.4784313725490196,0.3446327683615819,0.4006568144499179,0.4784313725490196,1275,1.4200338326338342,-0.0181704660019941,2.6865849722967905,0.5396825396825397,1.0914969658495828,210,10268.65849722968,63,2,candidate_6,rolling_9m_3m,1,2016-07-05,2017-04-03,2017-04-04,2017-07-03,11092,3717
OLS,-0.0028350893391946,0.0103086638623926,0.006839794868873,0.0225320252814268,0.1081891527614208,-0.0027795136109702,0.513317191283293,0.5141310883944679,0.4606681034482758,0.4859335038363171,0.5141310883944679,1663,0.7512881283815181,-0.018062991455473,0.682575721053591,0.5555555555555556,0.9071404420954916,360,10068.25757210536,63,3,candidate_6,rolling_9m_3m,1,2016-10-03,2017-07-03,2017-07-05,2017-10-02,11092,3717
OLS,0.0004780498569806,0.011648093815889,0.0074353421213724,0.0535650875709707,0.2391271662540465,0.0005887386750544,0.5235404896421846,0.5098493626882966,0.4875346260387811,0.4984423676012461,0.5098493626882966,1726,2.5822490673379868,-0.0262280885518145,3.383374633273828,0.6507936507936508,0.8621252956116943,398,10338.337463327383,63,4,candidate_6,rolling_9m_3m,1,2017-01-03,2017-10-02,2017-10-03,2018-01-02,11092,3717
OLS,0.0025926983367637,0.0129769899745608,0.0089139280076133,0.0714905381494714,-0.0259794069103455,0.0030547838971544,0.5286521388216303,0.5197792088316467,0.6147986942328618,0.5633100697906281,0.5197792088316467,2174,3.3297794561376337,-0.012251847171597,2.854893481306364,0.6031746031746031,1.1596151855567638,164,10285.489348130635,63,5,candidate_6,rolling_9m_3m,1,2017-04-04,2018-01-02,2018-01-03,2018-04-04,11092,3717
OLS,-0.0078740968010999,0.0124827269097452,0.0085263728863907,-0.0007594488248739,0.2706458687400659,-0.007548359493753,0.5057842345977939,0.5011848341232228,0.4595328625746877,0.479455936525928,0.5011848341232228,1688,-0.0848902732574962,-0.0311374525940668,-0.1368576977515245,0.4444444444444444,1.2326235796626963,320,9986.314230224849,63,6,candidate_6,rolling_9m_3m,1,2017-07-05,2018-04-04,2018-04-05,2018-07-03,11092,3717
OLS,-0.0053843679418923,0.0134287532207064,0.0084599730417391,0.045126932558203,-0.0081825711662749,-0.0052382431168025,0.521926284638149,0.5090168702734148,0.4839601769911504,0.4961723844627161,0.5090168702734148,1719,1.6221988994056058,-0.0189099205794945,1.988292349658627,0.6349206349206349,0.7528514869587591,270,10198.829234965862,63,7,candidate_6,rolling_9m_3m,1,2017-10-03,2018-07-03,2018-07-05,2018-10-02,11092,3717
OLS,-0.0099501178737364,0.0176021287031036,0.0120684968699142,-0.0366225358334524,0.1151582834895504,-0.0089224725003014,0.4804950228679042,0.4880562060889929,0.5542553191489362,0.5190535491905355,0.4880562060889929,2135,-2.5730533219879153,-0.0413716764243305,-4.544960403605858,0.4603174603174603,0.7822176610489561,224,9545.503959639414,63,8,candidate_6,rolling_9m_3m,1,2018-01-03,2018-10-02,2018-10-03,2019-01-03,11092,3717
OLS,-0.005559712664928,0.0131804654539484,0.008298501806439,-0.0053482301986786,0.0536078793038223,-0.0053979133663222,0.4947538337368846,0.4997355896351137,0.5034629728289824,0.5015923566878981,0.4997355896351137,1891,-1.6456736010654494,-0.0215383955985531,-1.561663953300907,0.4603174603174603,0.8825135780710981,741,9843.83360466991,63,9,candidate_6,rolling_9m_3m,1,2018-04-05,2019-01-03,2019-01-04,2019-04-04,11092,3717
OLS,-0.0040780239806124,0.0125488145374844,0.0084163033898679,0.0244145038052668,-0.1130096847763023,-0.0037134039813047,0.5092816787732042,0.5282409897794513,0.5090720580611716,0.518479408658923,0.5282409897794513,1859,0.7101789628290379,-0.0127214877221287,0.6306834649568271,0.5555555555555556,0.8943577676656546,660,10063.068346495682,63,10,candidate_6,rolling_9m_3m,1,2018-07-05,2019-04-04,2019-04-05,2019-07-05,11092,3717
OLS,-0.0050820478441062,0.0127045257219928,0.0084685750982071,0.0534413666847035,0.2890624284806606,-0.0045631441751754,0.5232714554748453,0.521484375,0.4357997823721436,0.4748073503260225,0.521484375,1536,1.5799973974940134,-0.0302819090227517,2.1068148494872485,0.5714285714285714,0.9490372954722632,470,10210.681484948724,63,11,candidate_6,rolling_9m_3m,1,2018-10-03,2019-07-05,2019-07-08,2019-10-03,11092,3717
OLS,-0.0165853262062598,0.0114299266907906,0.0074801691427325,-0.0286758826559575,0.1562467672377747,-0.0163383488275603,0.4987893462469733,0.4758823529411765,0.4542391914654688,0.4648089629416834,0.4758823529411765,1700,-2.7418383044679664,-0.0320181987590439,-2.414753990398344,0.4761904761904761,0.7045314634496535,374,9758.524600960163,63,12,candidate_6,rolling_9m_3m,1,2019-01-04,2019-10-03,2019-10-04,2020-01-03,11092,3717
OLS,-0.0023522192650478,0.0253352638122653,0.015818412919199,0.0177442230131583,0.1171714018436462,-0.0003415046136212,0.5160075329566854,0.5046025104602511,0.6622734761120264,0.5727855616243173,0.5046025104602511,2390,4.300959887890727,-0.0057552906436655,3.4378992084981963,0.5873015873015873,1.4737590326286096,409,10343.78992084982,63,13,candidate_6,rolling_9m_3m,1,2019-04-05,2020-01-03,2020-01-06,2020-04-03,11092,3717
OLS,0.0047749283543966,0.020663568472407,0.0147667688750429,0.0344322975506167,-0.2064094299835751,0.0051882875952106,0.5119720204465967,0.5008685581933989,0.4760594386351128,0.4881489841986456,0.5008685581933989,1727,2.520139528577898,-0.0209108518931246,5.742386636168595,0.5396825396825397,1.3809097183555974,974,10574.23866361686,63,14,candidate_6,rolling_9m_3m,1,2019-07-08,2020-04-03,2020-04-06,2020-07-06,11092,3717
OLS,0.0016656595893573,0.0179969480369495,0.01191812280882,0.0260245596481439,0.2336497666529644,0.0017984461486609,0.5082055421038472,0.4867986798679868,0.497191011235955,0.4919399666481378,0.4867986798679868,1818,1.448948459055135,-0.0295704303672236,3.817548363819956,0.5555555555555556,0.9993121326764086,140,10381.754836381995,63,15,candidate_6,rolling_9m_3m,1,2019-10-04,2020-07-06,2020-07-07,2020-10-02,11092,3717
OLS,-0.0190890845567448,0.0176936836230388,0.0115481774171074,0.0004708001734971,0.0849540528220336,-0.0189497812981136,0.5041700295937585,0.4729064039408867,0.4954128440366973,0.4838980677681321,0.4729064039408867,1827,-1.7896072049430494,-0.0718562073297059,-5.342836913455773,0.5396825396825397,0.5908286677916885,308,9465.716308654422,63,16,candidate_6,rolling_9m_3m,1,2020-01-06,2020-10-02,2020-10-05,2021-01-04,11092,3717
OLS,-0.0206725616415881,0.0169377366752341,0.0120175380984115,-0.0063985834090693,0.1146673599088675,-0.020500770043148,0.512241054613936,0.4952859836580767,0.4382647385984427,0.4650339333136618,0.4952859836580767,1591,-0.5624846040296134,-0.0648156184303631,-1.4815220496229964,0.5396825396825397,0.7746239643927705,268,9851.8477950377,63,17,candidate_6,rolling_9m_3m,1,2020-04-06,2021-01-04,2021-01-05,2021-04-06,11092,3717
OLS,-0.0220743912678045,0.0127483885203419,0.0089108251069574,-0.0210305029979916,0.1340131884433825,-0.0215747602075795,0.4951690821256038,0.4879328436516264,0.5068119891008175,0.4971932638331997,0.4879328436516264,1906,-0.8624945990803109,-0.0184813948708538,-1.131007107773896,0.492063492063492,0.9010654268145584,283,9886.89928922261,63,18,candidate_6,rolling_9m_3m,1,2020-07-07,2021-04-06,2021-04-07,2021-07-13,11092,3726
OLS,-0.0206190938847394,0.0120128128659277,0.008597132108053,-0.007670274338146,-0.3329204521610089,-0.0192070322987514,0.508994708994709,0.4917330067360685,0.4390377255330782,0.463893703061814,0.4917330067360685,1633,0.0739016803738486,-0.0307814582480716,0.0682318717858843,0.4444444444444444,1.2644597340549928,535,10006.823187178588,63,19,candidate_6,rolling_9m_3m,1,2020-10-05,2021-07-13,2021-07-14,2021-10-11,11100,3780
OLS,-0.0024249751821219,0.016218453734622,0.0108901424490205,0.0180861604651574,0.0851390557375641,-0.0022661552014298,0.5055555555555555,0.488385269121813,0.4715536105032822,0.4798218758697467,0.488385269121813,1765,0.7873719849781972,-0.020898671790895,0.7940148001123415,0.5238095238095238,1.0298910528249428,567,10079.401480011236,63,20,candidate_6,rolling_9m_3m,1,2021-01-05,2021-10-11,2021-10-12,2022-01-10,11163,3780
OLS,-0.0059024687235766,0.0180499454924856,0.0126603938593366,0.0236511525120041,-0.0130679208405543,-0.002379747744341,0.5150134048257373,0.519674355495251,0.2083786724700761,0.2974757281553398,0.519674355495251,737,1.842608545887577,-0.0219883925768854,3.9504135846769817,0.5555555555555556,1.0631503143217438,358,10395.0413584677,63,21,candidate_6,rolling_9m_3m,1,2021-04-07,2022-01-10,2022-01-11,2022-04-11,11226,3730
OLS,-0.0052714808614613,0.0188009917586629,0.0128276869919556,0.0316348722599306,0.0299409260606652,-0.0031942316192337,0.506951871657754,0.526686807653575,0.275698471270427,0.3619377162629758,0.526686807653575,993,-0.9527502875088892,-0.0647737636061397,-2.576900891272449,0.5238095238095238,0.7775366636319843,245,9742.309910872757,63,22,candidate_6,rolling_9m_3m,1,2021-07-14,2022-04-11,2022-04-12,2022-07-13,11231,3740
OLS,-0.0143256528350752,0.0151846165046923,0.0103555842374704,0.0350369615096629,0.0412205662059027,-0.0140307988158014,0.5026455026455027,0.5007533902561527,0.52947424322889,0.514713474445018,0.5007533902561527,1991,-0.2061915560661468,-0.0387818795908892,-0.3793001004756657,0.492063492063492,0.998051210995024,363,9962.069989952432,63,23,candidate_6,rolling_9m_3m,1,2021-10-12,2022-07-13,2022-07-14,2022-10-11,11190,3780
OLS,-0.012084929534752,0.0168052812008007,0.0110934888854684,-0.0293390925330822,0.1205626345448734,-0.0114188912027368,0.4886243386243386,0.4923425978445831,0.4554039874081846,0.4731534478059416,0.4923425978445831,1763,-2.455914887526465,-0.0418150988953651,-3.8504751202926624,0.4603174603174603,0.7701323553922655,309,9614.952487970731,63,24,candidate_6,rolling_9m_3m,1,2022-01-11,2022-10-11,2022-10-12,2023-01-11,11190,3780
OLS,-0.0152591369875163,0.0153111510953255,0.0100521421193768,-0.02000539127904,0.131704545162853,-0.0122707951799023,0.5,0.4822857142857142,0.2270037654653039,0.3087051938551572,0.4822857142857142,875,-2.3144584651858606,-0.0943059203198108,-6.021470497874326,0.4285714285714285,0.9091791430623816,235,9397.852950212568,63,25,candidate_6,rolling_9m_3m,1,2022-04-12,2023-01-11,2023-01-12,2023-04-20,11240,3780
OLS,-0.0201405899010211,0.0148418647750592,0.0099710013439426,-0.0208227055725036,-0.1417626719816197,-0.0115940120817812,0.5092592592592593,0.4728682170542636,0.1675824175824175,0.2474645030425963,0.4728682170542636,645,1.0879955738196627,-0.0362787175993308,2.1896638952252356,0.6031746031746031,0.7817099013240325,280,10218.966389522524,63,26,candidate_6,rolling_9m_3m,1,2022-07-14,2023-04-20,2023-04-21,2023-07-21,11280,3780
OLS,-0.0129492612850616,0.0135542746836413,0.0089332703339401,0.0240287478409833,-0.0724569101320038,-0.0106220708891586,0.5119047619047619,0.5119170984455959,0.2644539614561028,0.3487469114013413,0.5119170984455959,965,0.0243034428821775,-0.05318503256803,-0.0634524235283762,0.5238095238095238,0.9127212972209684,444,9993.654757647162,63,27,candidate_6,rolling_9m_3m,1,2022-10-12,2023-07-21,2023-07-24,2023-10-19,11280,3780
OLS,-0.0069506220098334,0.0135875981317054,0.00908549331171,0.040481470828432,-0.0803615063448052,-0.0052719078532219,0.5132275132275133,0.5197978096040438,0.3269740328563858,0.4014313597918022,0.5197978096040438,1187,0.7633640423532628,-0.0540697230013225,1.73542644311111,0.4761904761904761,1.2471042617924055,300,10173.542644311112,63,28,candidate_6,rolling_9m_3m,1,2023-01-12,2023-10-19,2023-10-20,2024-01-22,11280,3780
OLS,-0.0088673796570524,0.0149430348144046,0.0096847676921728,-0.007029692578493,-0.0779665089403765,-0.0087150335986239,0.4965608465608465,0.4898210980876002,0.4245989304812834,0.4548839873961615,0.4898210980876002,1621,-0.2305619335640083,-0.0357184106193254,-0.609825917301865,0.4444444444444444,1.2056360870777671,476,9939.017408269814,63,29,candidate_6,rolling_9m_3m,1,2023-04-21,2024-01-22,2024-01-23,2024-04-22,11280,3780
OLS,-0.0076123874307856,0.0162282310218397,0.0102897913267056,0.0225842796302367,0.2199470661120797,-0.0075153505098006,0.512962962962963,0.4988137603795967,0.4578116494284159,0.4774340051092818,0.4988137603795967,1686,-0.6908786835437344,-0.0286809868894336,-1.0897590390247958,0.5238095238095238,0.8109812832856939,196,9891.02409609752,63,30,candidate_6,rolling_9m_3m,1,2023-07-24,2024-04-22,2024-04-23,2024-07-23,11280,3780
OLS,-0.0060400476411712,0.0149447626661874,0.0099835438343614,0.0333016932831481,-0.0269233196409799,-0.0054465322411485,0.5121693121693122,0.5202952029520295,0.4429319371727748,0.4785067873303167,0.5202952029520295,1626,0.5289944268685609,-0.0244987165425663,0.8765248476127141,0.492063492063492,1.128330174172824,506,10087.65248476127,63,31,candidate_6,rolling_9m_3m,1,2023-10-20,2024-07-23,2024-07-24,2024-10-21,11280,3780
ElasticNet,-0.0029744139472729,0.0130131556568516,0.0089357689301466,0.0077259701051847,-0.1290180382684121,-0.0027927356594394,0.5036319612590799,0.4978001257071024,0.4309031556039173,0.4619422572178477,0.4978001257071024,1591,0.5485702680301259,-0.0272901263477169,0.5986044453221817,0.492063492063492,1.1260910305617593,834,10059.860444532218,63,0,candidate_6,expanding,1,2016-01-04,2018-01-02,2018-01-03,2018-04-04,29677,3717
