n_periods,mean_return,annualized_return,annualized_vol,sharpe,max_drawdown,total_return,win_rate,strategy,top_n,bottom_n,effective_spread_fraction,short_fee_bps_annual,horizon,rebalance_every,avg_turnover,avg_spread_cost,avg_short_fee_cost,model,feature_set,scheme,cost_scheme,hurdle_bps
1701,0.0006092537722908,0.1658905314007619,0.2661150914853947,0.6233788939770315,-0.3059082781194296,1.2216180159168024,0.5179306290417401,long_short_decile,6.0,6.0,0.25,50.0,1,1,2.024495394865765,0.0002530496766607,1.984126984126984e-05,XGBoost,repr_grid_raw,expanding,25pct_spread,
1701,0.0007474450684068,0.2071784768824633,0.3921298910900433,0.5283414541710867,-0.52253100733283,1.1163441229771291,0.1787184009406231,long_flat_hurdle,,,0.25,,1,1,0.3747384549771859,4.684230687214825e-05,,XGBoost,repr_grid_raw,expanding,25pct_spread,10.0
2016,0.0003837798445767,0.1015232200429219,0.2223521900644001,0.4565874526062352,-0.4034434512885361,0.7786328002711387,0.5257936507936508,long_short_decile,6.0,6.0,0.15,50.0,1,1,2.10896164021164,0.000158165922619,1.984126984126983e-05,XGBoost,repr_grid_raw,rolling_9m_3m,15pct_spread,
2016,0.0012611444554921,0.3738378448158592,0.3016048200726625,1.2394955913695092,-0.372098934159132,7.8847281674003025,0.214781746031746,long_flat_hurdle,,,0.15,,1,1,0.4597060787536978,3.446555511287654e-05,,XGBoost,repr_grid_raw,rolling_9m_3m,15pct_spread,10.0
2016,0.000278335896164,0.0726485670843983,0.2223467972405093,0.3267353880785406,-0.4355889046266909,0.4380778895875223,0.5233134920634921,long_short_decile,6.0,6.0,0.25,50.0,1,1,2.10896164021164,0.0002636098710317,1.984126984126983e-05,XGBoost,repr_grid_raw,rolling_9m_3m,25pct_spread,
2016,0.0012381674187502,0.3659158874485098,0.3015688563206589,1.2133742585787124,-0.3751121444519182,7.483488038019175,0.2142857142857142,long_flat_hurdle,,,0.25,,1,1,0.4597060787536978,5.744259185479424e-05,,XGBoost,repr_grid_raw,rolling_9m_3m,25pct_spread,10.0
1701,-0.0002661758769351,-0.0648845203018629,0.2484439719851756,-0.2611635926740639,-0.7237980046010791,-0.4839380818048647,0.4955908289241622,long_short_decile,6.0,6.0,0.15,50.0,1,1,0.7066431510875956,5.2990887713109936e-05,1.984126984126984e-05,OLS,repr_bkm,expanding,15pct_spread,
1701,-4.9030276308053955e-05,-0.0122799114310684,0.0433923696776699,-0.2829970228011714,-0.1807172207747208,-0.0858606962155603,0.0047031158142269,long_flat_hurdle,,,0.15,,1,1,0.0094062316284538,7.054673721340387e-07,,OLS,repr_bkm,expanding,15pct_spread,10.0
1701,-0.0003015031354105,-0.0731747535537532,0.248442546107244,-0.2945339061296138,-0.7319115620487204,-0.5140497725354971,0.4944150499706055,long_short_decile,6.0,6.0,0.25,50.0,1,1,0.7066431510875956,8.831814618851655e-05,1.984126984126984e-05,OLS,repr_bkm,expanding,25pct_spread,
1701,-4.950058788947665e-05,-0.0123969733826236,0.043401126164515,-0.2856371361340278,-0.1811714769820975,-0.0865943571318746,0.0047031158142269,long_flat_hurdle,,,0.25,,1,1,0.0094062316284538,1.1757789535567313e-06,,OLS,repr_bkm,expanding,25pct_spread,10.0
2016,0.0001780453869047,0.045885028023352,0.2389553057568945,0.1920234743397327,-0.371122338271811,0.139471388675664,0.5114087301587301,long_short_decile,6.0,6.0,0.15,50.0,1,1,1.031084656084656,7.733134920634922e-05,1.984126984126983e-05,OLS,repr_bkm,rolling_9m_3m,15pct_spread,
2016,0.000560746564191,0.1517338815114524,0.2301745150610823,0.6592123436045304,-0.2916700349482886,1.4913341286682256,0.2857142857142857,long_flat_hurdle,,,0.15,,1,1,0.2554992250507463,1.9162441878805973e-05,,OLS,repr_bkm,rolling_9m_3m,15pct_spread,10.0
2016,0.0001264911541005,0.0323871633622143,0.2389494623941346,0.1355398042653615,-0.3862593923356713,0.0269947297990278,0.5089285714285714,long_short_decile,6.0,6.0,0.25,50.0,1,1,1.031084656084656,0.0001288855820105,1.984126984126983e-05,OLS,repr_bkm,rolling_9m_3m,25pct_spread,
2016,0.0005479716029384,0.1480341253539729,0.2301716700025477,0.6431465929422783,-0.2919773326924776,1.4280234652524344,0.2857142857142857,long_flat_hurdle,,,0.25,,1,1,0.2554992250507463,3.1937403131343285e-05,,OLS,repr_bkm,rolling_9m_3m,25pct_spread,10.0
1701,0.000554281207133,0.1498599677778778,0.2402684820290981,0.623718793710649,-0.4156941091735816,1.114090815399218,0.5185185185185185,long_short_decile,6.0,6.0,0.15,50.0,1,1,0.5345874975504604,4.0094062316284544e-05,1.984126984126984e-05,ElasticNet,repr_bkm,expanding,15pct_spread,
1701,0.0005797340086915,0.1572547888135704,0.3422190419987664,0.4595150167422223,-0.5531713263252351,0.8040340497624898,0.2522045855379188,long_flat_hurdle,,,0.15,,1,1,0.168455002108084,1.26341251581063e-05,,ElasticNet,repr_bkm,expanding,15pct_spread,10.0
1701,0.0005275518322555,0.1421449240214944,0.2402560158801963,0.591639395586977,-0.425507525412129,1.020179471305417,0.5185185185185185,long_short_decile,6.0,6.0,0.25,50.0,1,1,0.5345874975504604,6.682343719380756e-05,1.984126984126984e-05,ElasticNet,repr_bkm,expanding,25pct_spread,
1701,0.0005713112585861,0.1548024921169122,0.3422117653886787,0.4523587666282893,-0.5546461127336376,0.7783867231471475,0.2522045855379188,long_flat_hurdle,,,0.25,,1,1,0.168455002108084,2.1056875263510503e-05,,ElasticNet,repr_bkm,expanding,25pct_spread,10.0
2016,0.0006293207671957,0.1717975679408094,0.1891171464552598,0.9084187825425564,-0.2227207010460737,2.0816378449648996,0.5362103174603174,long_short_decile,6.0,6.0,0.15,50.0,1,1,0.4828042328042328,3.621031746031747e-05,1.984126984126983e-05,ElasticNet,repr_bkm,rolling_9m_3m,15pct_spread,
2016,0.0015823778108465,0.4895052932848891,0.3247943425382129,1.5071238293730362,-0.3373542347387482,15.001746523194443,0.1577380952380952,long_flat_hurdle,,,0.15,,1,1,0.0240575396825396,1.804315476190476e-06,,ElasticNet,repr_bkm,rolling_9m_3m,15pct_spread,10.0
2016,0.0006051805555555,0.1646951418152786,0.1891294486211283,0.8708064398009353,-0.2285738841923472,1.9352577267645936,0.5342261904761905,long_short_decile,6.0,6.0,0.25,50.0,1,1,0.4828042328042328,6.0350529100529106e-05,1.984126984126983e-05,ElasticNet,repr_bkm,rolling_9m_3m,25pct_spread,
2016,0.0015811749338624,0.4890545682554794,0.3247919417433975,1.505747235077211,-0.3373542347387483,14.963128539400566,0.1577380952380952,long_flat_hurdle,,,0.25,,1,1,0.0240575396825396,3.0071924603174603e-06,,ElasticNet,repr_bkm,rolling_9m_3m,25pct_spread,10.0
1701,-1.600117577895334e-05,-0.0040242096369634,0.2213580929337713,-0.0181796363694165,-0.37484615030769,-0.1750800722151693,0.5026455026455027,long_short_decile,6.0,6.0,0.15,50.0,1,1,1.8512639623750733,0.0001388447971781,1.984126984126984e-05,XGBoost,repr_bkm,expanding,15pct_spread,
1701,6.837130841489257e-05,0.0173782556847779,0.291379676054026,0.0596412760152692,-0.4800867153460242,-0.1546480432534297,0.1058201058201058,long_flat_hurdle,,,0.15,,1,1,0.2813288066443486,2.1099660498326147e-05,,XGBoost,repr_bkm,expanding,15pct_spread,10.0
1701,-0.0001085643738977,-0.0269888207473599,0.2213946261790426,-0.1219036848958294,-0.4245026827333816,-0.2953241320049579,0.4991181657848324,long_short_decile,6.0,6.0,0.25,50.0,1,1,1.8512639623750733,0.0002314079952968,1.984126984126984e-05,XGBoost,repr_bkm,expanding,25pct_spread,
1701,5.4304868082675086e-05,0.0137785159177907,0.2913789302344087,0.047287276079661,-0.4855503706201736,-0.1746565641096837,0.1052322163433274,long_flat_hurdle,,,0.25,,1,1,0.2813288066443486,3.516610083054358e-05,,XGBoost,repr_bkm,expanding,25pct_spread,10.0
2016,0.0004343414351851,0.1156422837854416,0.2263928761849189,0.5108035452978845,-0.387357120175851,0.9551576965203324,0.5198412698412699,long_short_decile,6.0,6.0,0.15,50.0,1,1,2.1699735449735447,0.0001627418154761,1.984126984126983e-05,XGBoost,repr_bkm,rolling_9m_3m,15pct_spread,
2016,0.0010806618730575,0.3128229617959559,0.3080264732193042,1.015571676442358,-0.5156310671817076,5.0384639583714215,0.2247023809523809,long_flat_hurdle,,,0.15,,1,1,0.4358005416265255,3.268090702410581e-05,,XGBoost,repr_bkm,rolling_9m_3m,15pct_spread,10.0
2016,0.0003258468915343,0.0855644057492301,0.2263822472283229,0.3779642917977232,-0.414876376492839,0.57114378050133,0.5148809523809523,long_short_decile,6.0,6.0,0.25,50.0,1,1,2.1699735449735447,0.0002712363591269,1.984126984126983e-05,XGBoost,repr_bkm,rolling_9m_3m,25pct_spread,
2016,0.0010588746017081,0.3056424599871954,0.3080233260354747,0.9922705008126396,-0.5211222273977518,4.779098738636082,0.2247023809523809,long_flat_hurdle,,,0.25,,1,1,0.4358005416265255,5.4468178373509696e-05,,XGBoost,repr_bkm,rolling_9m_3m,25pct_spread,10.0
567,-0.0008226394137209,-0.0667947837805804,0.251415120694529,-0.2656752847484322,-0.7039206185968004,-0.4934880972135481,0.4850088183421516,long_short_decile,6.0,6.0,0.15,50.0,3,3,1.2821869488536155,9.614197530864198e-05,5.952380952380952e-05,OLS,A,expanding,15pct_spread,
567,0.0029314908728162,0.2787525140754991,0.301584099455306,0.9242944657193692,-0.4842340414229376,2.872322256432881,0.5149911816578483,long_flat_hurdle,,,0.15,,3,3,0.4276903451817862,3.206475087660895e-05,,OLS,A,expanding,15pct_spread,10.0
567,-0.0008867340639266,-0.071809888263352,0.2514418387811327,-0.2855924400308686,-0.7102835552928254,-0.51161582081538,0.4814814814814814,long_short_decile,6.0,6.0,0.25,50.0,3,3,1.2821869488536155,0.0001602366255144,5.952380952380952e-05,OLS,A,expanding,25pct_spread,
567,0.0029101143722318,0.2764650881640031,0.3015794564566078,0.91672387573184,-0.4845359791323816,2.8257877848329733,0.5149911816578483,long_flat_hurdle,,,0.25,,3,3,0.4276903451817862,5.3441251461014926e-05,,OLS,A,expanding,25pct_spread,10.0
672,0.0002701789667156,0.0229513891427128,0.2384380969995258,0.0962572232857508,-0.4656537120119572,-0.0459981413004361,0.5193452380952381,long_short_decile,6.0,6.0,0.15,50.0,3,3,1.4990079365079363,0.000112425595238,5.952380952380952e-05,OLS,A,rolling_9m_3m,15pct_spread,
672,0.0027099604336727,0.2552425104707936,0.1966366886759769,1.2980411345890228,-0.3067636446253762,4.284691079727787,0.5357142857142857,long_flat_hurdle,,,0.15,,3,3,0.6030966098945266,4.5232245742089495e-05,,OLS,A,rolling_9m_3m,15pct_spread,10.0
672,0.0001952285698902,0.0165327777708732,0.2384614450427087,0.0693310307161487,-0.4767153218243822,-0.0929183923628717,0.5178571428571429,long_short_decile,6.0,6.0,0.25,50.0,3,3,1.4990079365079363,0.0001873759920634,5.952380952380952e-05,OLS,A,rolling_9m_3m,25pct_spread,
672,0.0026798056031779,0.2520755213143424,0.1966475856330628,1.281864308187877,-0.3081989637600621,4.178825018663853,0.5357142857142857,long_flat_hurdle,,,0.25,,3,3,0.6030966098945266,7.538707623681583e-05,,OLS,A,rolling_9m_3m,25pct_spread,10.0
567,0.0010636608171894,0.0934086566038996,0.2677385014468501,0.3488801800978279,-0.4927742423023683,0.4362438865930298,0.5343915343915344,long_short_decile,6.0,6.0,0.15,50.0,3,3,1.3938859494415048,0.0001045194003527,5.952380952380952e-05,ElasticNet,A,expanding,15pct_spread,
567,0.0044152386896255,0.4478268238504292,0.3746990636493777,1.195163979031131,-0.4532679097869581,6.587074797636733,0.4991181657848324,long_flat_hurdle,,,0.15,,3,3,0.4420245449661095,3.313530648092383e-05,,ElasticNet,A,expanding,15pct_spread,10.0
567,0.0009939812169543,0.087034073221184,0.267741764782908,0.3250672277138142,-0.500099048700735,0.3806074464471991,0.5308641975308642,long_short_decile,6.0,6.0,0.25,50.0,3,3,1.3938859494415048,0.0001741990005878,5.952380952380952e-05,ElasticNet,A,expanding,25pct_spread,
567,0.0043931484853049,0.4451545189058457,0.3747077743942072,1.1880044913013352,-0.4549306006779844,6.4927017892107655,0.4991181657848324,long_flat_hurdle,,,0.25,,3,3,0.4420245449661095,5.522551080153971e-05,,ElasticNet,A,expanding,25pct_spread,10.0
672,0.0015012100802676,0.134290209048647,0.2194509625917172,0.6119372066664865,-0.3992757440422311,1.2630213773954877,0.5282738095238095,long_short_decile,6.0,6.0,0.15,50.0,3,3,0.5044642857142856,3.7834821428571434e-05,5.952380952380952e-05,ElasticNet,A,rolling_9m_3m,15pct_spread,
672,0.0005224918446626,0.0448547212651337,0.1654729997581968,0.2710697293859379,-0.3935970972374188,0.2712720515925495,0.212797619047619,long_flat_hurdle,,,0.15,,3,3,0.2595450153955042,1.9465876154662813e-05,,ElasticNet,A,rolling_9m_3m,15pct_spread,10.0
672,0.0014759868659819,0.1318930404854408,0.2194795551369389,0.6009354283734963,-0.4021062811177447,1.224890584165533,0.5282738095238095,long_short_decile,6.0,6.0,0.25,50.0,3,3,0.5044642857142856,6.305803571428571e-05,5.952380952380952e-05,ElasticNet,A,rolling_9m_3m,25pct_spread,
672,0.0005095145938929,0.0437169439080245,0.1654726874889626,0.2641943185393692,-0.394491121754988,0.2602315251277001,0.212797619047619,long_flat_hurdle,,,0.25,,3,3,0.2595450153955042,3.244312692443803e-05,,ElasticNet,A,rolling_9m_3m,25pct_spread,10.0
567,0.0015665251592766,0.1405209741071749,0.2137275375576985,0.6574771585960906,-0.2857914883313696,1.0829757335166006,0.5220458553791887,long_short_decile,6.0,6.0,0.15,50.0,3,3,1.7960023515579069,0.0001346781305114,5.952380952380952e-05,XGBoost,A,expanding,15pct_spread,
567,-0.0003971783022041,-0.0328189810980913,0.190380662023883,-0.1723861065992838,-0.4378804361413531,-0.2955194387506715,0.0705467372134038,long_flat_hurdle,,,0.15,,3,3,0.1808643730443792,1.3564827978328444e-05,,XGBoost,A,expanding,15pct_spread,10.0
567,0.0014767397389356,0.1319645196356063,0.2137068807282082,0.6175024369170331,-0.289999396404392,0.9797382519344576,0.5202821869488536,long_short_decile,6.0,6.0,0.25,50.0,3,3,1.7960023515579069,0.0002244635508524,5.952380952380952e-05,XGBoost,A,expanding,25pct_spread,
567,-0.0004062215208563,-0.0335536972139544,0.1903840742917527,-0.1762421428303676,-0.439067233896173,-0.2991338762125516,0.0705467372134038,long_flat_hurdle,,,0.25,,3,3,0.1808643730443792,2.260804663054741e-05,,XGBoost,A,expanding,25pct_spread,10.0
672,0.0010405582424868,0.0912910533117374,0.2328917198498404,0.3919892616645985,-0.3194407767616435,0.6206924939258383,0.5342261904761905,long_short_decile,6.0,6.0,0.15,50.0,3,3,2.058531746031746,0.0001543898809523,5.952380952380952e-05,XGBoost,A,rolling_9m_3m,15pct_spread,
672,0.0030199497838701,0.2882613353586274,0.3089644496281082,0.9329919209332964,-0.4013099734037662,4.175174482718699,0.3630952380952381,long_flat_hurdle,,,0.15,,3,3,0.6963454580265898,5.222590935199424e-05,,XGBoost,A,rolling_9m_3m,15pct_spread,10.0
672,0.0009376316551852,0.0819058454759287,0.2328744484973419,0.3517167555497768,-0.3290150651092238,0.5124692858691158,0.5342261904761905,long_short_decile,6.0,6.0,0.25,50.0,3,3,2.058531746031746,0.0002573164682539,5.952380952380952e-05,XGBoost,A,rolling_9m_3m,25pct_spread,
672,0.0029851325109687,0.2845103708755736,0.3089442685138602,0.9209116331698822,-0.4018222758241726,4.055940150574882,0.3630952380952381,long_flat_hurdle,,,0.25,,3,3,0.6963454580265898,8.704318225332373e-05,,XGBoost,A,rolling_9m_3m,25pct_spread,10.0
567,-0.0009153306373175,-0.074038835212463,0.1776515040265783,-0.4167644716443612,-0.5191177369550175,-0.4649275133812859,0.4656084656084656,long_short_decile,6.0,6.0,0.15,50.0,3,3,1.1493239271017048,8.619929453262787e-05,5.952380952380952e-05,OLS,B,expanding,15pct_spread,
567,-6.205527411296091e-05,-0.0051992416788798,0.0217016962849481,-0.2395776629906087,-0.0656822421072439,-0.0361069556725129,0.0035273368606701,long_flat_hurdle,,,0.15,,3,3,0.0105820105820105,7.936507936507937e-07,,OLS,B,expanding,15pct_spread,10.0
567,-0.0009727968336726,-0.078502030952562,0.1776572545595687,-0.4418734891923042,-0.5328035735832631,-0.4821066271327339,0.4656084656084656,long_short_decile,6.0,6.0,0.25,50.0,3,3,1.1493239271017048,0.0001436654908877,5.952380952380952e-05,OLS,B,expanding,25pct_spread,
567,-6.258437464206146e-05,-0.0052434568188265,0.0217134330692815,-0.2414844673385425,-0.0659174949999914,-0.0363978414902533,0.0035273368606701,long_flat_hurdle,,,0.25,,3,3,0.0105820105820105,1.3227513227513228e-06,,OLS,B,expanding,25pct_spread,10.0
672,0.000485117349566,0.0415812345529102,0.1691146702960183,0.2458759756331399,-0.3500263398047358,0.235773965578147,0.5014880952380952,long_short_decile,6.0,6.0,0.15,50.0,3,3,1.1433531746031744,8.575148809523811e-05,5.952380952380952e-05,OLS,B,rolling_9m_3m,15pct_spread,
672,0.0002267990939254,0.0192315528736046,0.0740495590204073,0.2597119162898006,-0.1111731933957407,0.1395001999855258,0.0892857142857142,long_flat_hurdle,,,0.15,,3,3,0.148313492063492,1.1123511904761905e-05,,OLS,B,rolling_9m_3m,15pct_spread,10.0
672,0.0004279496908358,0.0365937363957205,0.1691105844524082,0.2163893910852093,-0.3561895731688997,0.1892113493196148,0.5014880952380952,long_short_decile,6.0,6.0,0.25,50.0,3,3,1.1433531746031744,0.0001429191468253,5.952380952380952e-05,OLS,B,rolling_9m_3m,25pct_spread,
672,0.0002193834193223,0.0185969957748668,0.0740460965217515,0.2511543031765876,-0.1116657021616699,0.1338381813586775,0.0892857142857142,long_flat_hurdle,,,0.25,,3,3,0.148313492063492,1.853918650793651e-05,,OLS,B,rolling_9m_3m,25pct_spread,10.0
567,0.0016175008159327,0.1454073087479797,0.3121691153911793,0.4657965877430562,-0.6634701979507307,0.799128196792702,0.5326278659611993,long_short_decile,6.0,6.0,0.15,50.0,3,3,1.1193415637860082,8.395061728395062e-05,5.952380952380952e-05,ElasticNet,B,expanding,15pct_spread,
567,0.00396769636212,0.3946270730094889,0.3698609522971556,1.0669606254959176,-0.5849489253535679,4.961538643314571,0.5590828924162258,long_flat_hurdle,,,0.15,,3,3,0.5083707442207288,3.812780581655466e-05,,ElasticNet,B,expanding,15pct_spread,10.0
567,0.0015615337377434,0.1400436238159073,0.312173219461207,0.4486087053130775,-0.6670811566777048,0.7429483232467042,0.5308641975308642,long_short_decile,6.0,6.0,0.25,50.0,3,3,1.1193415637860082,0.0001399176954732,5.952380952380952e-05,ElasticNet,B,expanding,25pct_spread,
567,0.0039422778249089,0.3916642073849723,0.3698637328187572,1.058941909227142,-0.5858427456943073,4.876406697471461,0.5590828924162258,long_flat_hurdle,,,0.25,,3,3,0.5083707442207288,6.35463430275911e-05,,ElasticNet,B,expanding,25pct_spread,10.0
672,0.0010840017721232,0.0952764881415972,0.2260065956898186,0.4215650780048867,-0.435636615330263,0.6892027621056172,0.5327380952380952,long_short_decile,6.0,6.0,0.15,50.0,3,3,0.734126984126984,5.5059523809523814e-05,5.952380952380952e-05,ElasticNet,B,rolling_9m_3m,15pct_spread,
672,0.0017685375545122,0.1600068900540827,0.1719962373172034,0.930292967740862,-0.203220387163293,1.9150890526316695,0.2976190476190476,long_flat_hurdle,,,0.15,,3,3,0.3460064246833489,2.5950481851251174e-05,,ElasticNet,B,rolling_9m_3m,15pct_spread,10.0
672,0.0010472954229169,0.091908170567631,0.2260081101586678,0.4066587278797532,-0.4376487664484173,0.6480462663726629,0.53125,long_short_decile,6.0,6.0,0.25,50.0,3,3,0.734126984126984,9.1765873015873e-05,5.952380952380952e-05,ElasticNet,B,rolling_9m_3m,25pct_spread,
672,0.001751237233278,0.1583253182653226,0.171977991727616,0.9206138336356612,-0.2036825285498334,1.881499824374412,0.2976190476190476,long_flat_hurdle,,,0.25,,3,3,0.3460064246833489,4.325080308541863e-05,,ElasticNet,B,rolling_9m_3m,25pct_spread,10.0
567,0.0011693722436165,0.1031501735306743,0.2285568584051933,0.4513107777663194,-0.4523383660712383,0.6251110685581527,0.5414462081128748,long_short_decile,6.0,6.0,0.15,50.0,3,3,2.1528512639623747,0.0001614417989417,5.952380952380952e-05,XGBoost,B,expanding,15pct_spread,
567,0.0024804557277864,0.2313366613918004,0.2629943259113206,0.8796260550115635,-0.3821832320286104,2.240442166695169,0.1746031746031746,long_flat_hurdle,,,0.15,,3,3,0.3887771038861568,2.9158282791461768e-05,,XGBoost,B,expanding,15pct_spread,10.0
567,0.0010617443776554,0.0932328396645754,0.2285572910494934,0.4079189039932491,-0.4748519637497194,0.5289505592245698,0.5361552028218695,long_short_decile,6.0,6.0,0.25,50.0,3,3,2.1528512639623747,0.0002690696649029,5.952380952380952e-05,XGBoost,B,expanding,25pct_spread,
567,0.0024610168725921,0.2293326442725567,0.2629613392101748,0.8721154408529233,-0.3824653597511567,2.2051163592518304,0.1746031746031746,long_flat_hurdle,,,0.25,,3,3,0.3887771038861568,4.8597137985769616e-05,,XGBoost,B,expanding,25pct_spread,10.0
672,-0.0003298267773556,-0.0273296184542727,0.2239124004174365,-0.1220549572213175,-0.5145917463536046,-0.3451901769617158,0.4985119047619047,long_short_decile,6.0,6.0,0.15,50.0,3,3,2.2078373015873014,0.000165587797619,5.952380952380952e-05,XGBoost,B,rolling_9m_3m,15pct_spread,
672,0.0014373486892958,0.1282306421492669,0.2991266576101759,0.428683431873792,-0.5614433923253803,0.8381650544626025,0.3214285714285714,long_flat_hurdle,,,0.15,,3,3,0.6806884928915499,5.105163696686624e-05,,XGBoost,B,rolling_9m_3m,15pct_spread,10.0
672,-0.000440218642435,-0.0363108622950693,0.2239239423441798,-0.1621571231505834,-0.535005737708217,-0.3920660684265118,0.4970238095238095,long_short_decile,6.0,6.0,0.25,50.0,3,3,2.2078373015873014,0.0002759796626984,5.952380952380952e-05,XGBoost,B,rolling_9m_3m,25pct_spread,
672,0.0014033142646512,0.1250143209508414,0.2991085347181473,0.4179563818486275,-0.56297167829293,0.7966666191310812,0.3199404761904761,long_flat_hurdle,,,0.25,,3,3,0.6806884928915499,8.508606161144373e-05,,XGBoost,B,rolling_9m_3m,25pct_spread,10.0
567,-0.0009153306373175,-0.074038835212463,0.1776515040265783,-0.4167644716443612,-0.5191177369550175,-0.4649275133812859,0.4656084656084656,long_short_decile,6.0,6.0,0.15,50.0,3,3,1.1493239271017048,8.619929453262787e-05,5.952380952380952e-05,OLS,C,expanding,15pct_spread,
567,-6.205527411296091e-05,-0.0051992416788798,0.0217016962849481,-0.2395776629906087,-0.0656822421072439,-0.0361069556725129,0.0035273368606701,long_flat_hurdle,,,0.15,,3,3,0.0105820105820105,7.936507936507937e-07,,OLS,C,expanding,15pct_spread,10.0
567,-0.0009727968336726,-0.078502030952562,0.1776572545595687,-0.4418734891923042,-0.5328035735832631,-0.4821066271327339,0.4656084656084656,long_short_decile,6.0,6.0,0.25,50.0,3,3,1.1493239271017048,0.0001436654908877,5.952380952380952e-05,OLS,C,expanding,25pct_spread,
567,-6.258437464206146e-05,-0.0052434568188265,0.0217134330692815,-0.2414844673385425,-0.0659174949999914,-0.0363978414902533,0.0035273368606701,long_flat_hurdle,,,0.25,,3,3,0.0105820105820105,1.3227513227513228e-06,,OLS,C,expanding,25pct_spread,10.0
672,0.000485117349566,0.0415812345529102,0.1691146702960183,0.2458759756331399,-0.3500263398047358,0.235773965578147,0.5014880952380952,long_short_decile,6.0,6.0,0.15,50.0,3,3,1.1433531746031744,8.575148809523811e-05,5.952380952380952e-05,OLS,C,rolling_9m_3m,15pct_spread,
672,0.0002267990939254,0.0192315528736046,0.0740495590204073,0.2597119162898006,-0.1111731933957407,0.1395001999855258,0.0892857142857142,long_flat_hurdle,,,0.15,,3,3,0.148313492063492,1.1123511904761905e-05,,OLS,C,rolling_9m_3m,15pct_spread,10.0
672,0.0004279496908358,0.0365937363957205,0.1691105844524082,0.2163893910852093,-0.3561895731688997,0.1892113493196148,0.5014880952380952,long_short_decile,6.0,6.0,0.25,50.0,3,3,1.1433531746031744,0.0001429191468253,5.952380952380952e-05,OLS,C,rolling_9m_3m,25pct_spread,
672,0.0002193834193223,0.0185969957748668,0.0740460965217515,0.2511543031765876,-0.1116657021616699,0.1338381813586775,0.0892857142857142,long_flat_hurdle,,,0.25,,3,3,0.148313492063492,1.853918650793651e-05,,OLS,C,rolling_9m_3m,25pct_spread,10.0
567,0.0017910051813063,0.1621943189871102,0.3220055942431696,0.50370031417723,-0.6473838223482028,0.9470218515898334,0.5396825396825397,long_short_decile,6.0,6.0,0.15,50.0,3,3,1.2216343327454438,9.160052910052911e-05,5.952380952380952e-05,ElasticNet,C,expanding,15pct_spread,
567,0.0046897104752194,0.4814403672957028,0.3714877967275841,1.295978956877413,-0.519547988976015,7.936725256902465,0.5608465608465608,long_flat_hurdle,,,0.15,,3,3,0.5615622715074258,4.209827391558906e-05,,ElasticNet,C,expanding,15pct_spread,10.0
567,0.0017299381619059,0.1562583802002251,0.3220010785666111,0.4852728472084932,-0.6525887924065431,0.8808132630405408,0.5379188712522046,long_short_decile,6.0,6.0,0.25,50.0,3,3,1.2216343327454438,0.0001526675485008,5.952380952380952e-05,ElasticNet,C,expanding,25pct_spread,
567,0.0046616449592757,0.47796819586576,0.3714934658559506,1.2866126588915447,-0.5211386937734064,7.795959528725234,0.5608465608465608,long_flat_hurdle,,,0.25,,3,3,0.5615622715074258,7.01637898593151e-05,,ElasticNet,C,expanding,25pct_spread,10.0
672,0.0012693694398162,0.1124440210232369,0.2149125006311188,0.5232083787263665,-0.4298267259232669,0.9518508780977666,0.5282738095238095,long_short_decile,6.0,6.0,0.15,50.0,3,3,0.609126984126984,4.5684523809523824e-05,5.952380952380952e-05,ElasticNet,C,rolling_9m_3m,15pct_spread,
672,0.0010018238627378,0.0877497135296445,0.1659349718842234,0.5288198897027537,-0.3072309816782699,0.7535133907800706,0.2470238095238095,long_flat_hurdle,,,0.15,,3,3,0.3029190842697392,2.271893132023044e-05,,ElasticNet,C,rolling_9m_3m,15pct_spread,10.0
672,0.0012389130906099,0.1096052115275851,0.2149305068458708,0.5099565116932625,-0.4324132299731639,0.9122596068055846,0.5282738095238095,long_short_decile,6.0,6.0,0.25,50.0,3,3,0.609126984126984,7.614087301587301e-05,5.952380952380952e-05,ElasticNet,C,rolling_9m_3m,25pct_spread,
672,0.0009866779085244,0.0863680657101264,0.1659471899999209,0.520455126176994,-0.3091313635064321,0.7357289555504842,0.2470238095238095,long_flat_hurdle,,,0.25,,3,3,0.3029190842697392,3.78648855337174e-05,,ElasticNet,C,rolling_9m_3m,25pct_spread,10.0
567,-0.0003393727909244,-0.0281095171510832,0.2329889670332784,-0.1206474173820783,-0.6428450350718896,-0.3134310985282015,0.5026455026455027,long_short_decile,6.0,6.0,0.15,50.0,3,3,1.962375073486184,0.0001471781305114,5.952380952380952e-05,XGBoost,C,expanding,15pct_spread,
567,-0.0010967911630602,-0.088059943514887,0.292168673178214,-0.3014010453515429,-0.6527103696499202,-0.604269412913512,0.1022927689594356,long_flat_hurdle,,,0.15,,3,3,0.2906699262340337,2.180024446755253e-05,,XGBoost,C,expanding,15pct_spread,10.0
567,-0.0004374915445987,-0.0360899817990436,0.2329818689881937,-0.1549046797322777,-0.6557845247756152,-0.3506143315424735,0.5026455026455027,long_short_decile,6.0,6.0,0.25,50.0,3,3,1.962375073486184,0.0002452968841857,5.952380952380952e-05,XGBoost,C,expanding,25pct_spread,
