model,feature_set,scheme,horizon,window,ic,n_test
OLS,repr_grid,expanding,3,18,0.28019733851417294,3780
OLS,repr_grid,expanding,3,19,0.34263518123705666,3780
OLS,repr_grid,expanding,3,20,0.2808643687147429,3780
OLS,repr_grid,expanding,3,21,0.2274415617961805,3780
OLS,repr_grid,expanding,3,22,0.2548980266946709,3780
OLS,repr_grid,expanding,3,23,0.1568632044757606,3780
OLS,repr_grid,expanding,3,24,0.1689588717814483,3780
OLS,repr_grid,expanding,3,25,0.14156102665848228,3780
OLS,repr_grid,expanding,3,26,0.22690202520389796,3780
OLS,repr_grid,rolling_9m_3m,3,0,0.39430210335334653,3717
OLS,repr_grid,rolling_9m_3m,3,1,0.419919857088532,3717
OLS,repr_grid,rolling_9m_3m,3,2,0.466016225224649,3717
OLS,repr_grid,rolling_9m_3m,3,3,0.45439221750756625,3717
OLS,repr_grid,rolling_9m_3m,3,4,0.436224190481348,3717
OLS,repr_grid,rolling_9m_3m,3,5,0.14490290895934224,3717
OLS,repr_grid,rolling_9m_3m,3,6,0.20987520283280123,3717
OLS,repr_grid,rolling_9m_3m,3,7,0.23951273800335537,3717
OLS,repr_grid,rolling_9m_3m,3,8,0.3199122965338936,3717
OLS,repr_grid,rolling_9m_3m,3,9,0.48994069974347654,3717
OLS,repr_grid,rolling_9m_3m,3,10,0.4840914184670288,3717
OLS,repr_grid,rolling_9m_3m,3,11,0.43115146623776973,3717
OLS,repr_grid,rolling_9m_3m,3,12,0.41759102739983894,3717
OLS,repr_grid,rolling_9m_3m,3,13,0.37699341323824337,3717
OLS,repr_grid,rolling_9m_3m,3,14,0.10949746661712909,3717
OLS,repr_grid,rolling_9m_3m,3,15,0.5238829894451472,3717
OLS,repr_grid,rolling_9m_3m,3,16,0.4485982106602897,3717
OLS,repr_grid,rolling_9m_3m,3,17,0.5014091090398064,3717
OLS,repr_grid,rolling_9m_3m,3,18,0.4485462258239587,3726
OLS,repr_grid,rolling_9m_3m,3,19,0.47288084530679036,3780
OLS,repr_grid,rolling_9m_3m,3,20,0.2359290689611812,3780
OLS,repr_grid,rolling_9m_3m,3,21,0.28299582663190515,3730
OLS,repr_grid,rolling_9m_3m,3,22,0.33168991956130384,3740
OLS,repr_grid,rolling_9m_3m,3,23,0.5102938237322778,3780
OLS,repr_grid,rolling_9m_3m,3,24,0.5292623206209746,3780
OLS,repr_grid,rolling_9m_3m,3,25,0.48982371476261793,3780
OLS,repr_grid,rolling_9m_3m,3,26,0.23222775166085255,3780
OLS,repr_grid,rolling_9m_3m,3,27,0.2557402715227582,3780
OLS,repr_grid,rolling_9m_3m,3,28,0.1433261909311605,3780
OLS,repr_grid,rolling_9m_3m,3,29,0.18753233904752276,3780
OLS,repr_grid,rolling_9m_3m,3,30,0.14311133953040647,3780
OLS,repr_grid,rolling_9m_3m,3,31,0.21865944489822356,3780
ElasticNet,repr_grid,expanding,3,0,0.43972081125488,3717
ElasticNet,repr_grid,expanding,3,1,0.45045531972356034,3717
ElasticNet,repr_grid,expanding,3,2,0.4594164387727723,3717
ElasticNet,repr_grid,expanding,3,3,0.5360621265675416,3717
ElasticNet,repr_grid,expanding,3,4,0.4655454412640995,3717
ElasticNet,repr_grid,expanding,3,5,0.4949424748693003,3717
ElasticNet,repr_grid,expanding,3,6,0.4389207964416758,3717
ElasticNet,repr_grid,expanding,3,7,0.469477623580604,3717
ElasticNet,repr_grid,expanding,3,8,0.3993643131070626,3717
ElasticNet,repr_grid,expanding,3,9,0.4806445156501223,3717
ElasticNet,repr_grid,expanding,3,10,0.5644860725136581,3717
ElasticNet,repr_grid,expanding,3,11,0.4877953225617857,3717
ElasticNet,repr_grid,expanding,3,12,0.5125814234296108,3717
ElasticNet,repr_grid,expanding,3,13,0.476060476248691,3726
ElasticNet,repr_grid,expanding,3,14,0.4793702663902816,3780
ElasticNet,repr_grid,expanding,3,15,0.4886314574901937,3780
ElasticNet,repr_grid,expanding,3,16,0.522715961113076,3730
ElasticNet,repr_grid,expanding,3,17,0.5776948650427809,3740
ElasticNet,repr_grid,expanding,3,18,0.5230495897350455,3780
ElasticNet,repr_grid,expanding,3,19,0.5402163315892488,3780
ElasticNet,repr_grid,expanding,3,20,0.49758942979623605,3780
ElasticNet,repr_grid,expanding,3,21,0.501427602488442,3780
ElasticNet,repr_grid,expanding,3,22,0.4673628871592827,3780
ElasticNet,repr_grid,expanding,3,23,0.44913380561724353,3780
ElasticNet,repr_grid,expanding,3,24,0.4468120072861373,3780
ElasticNet,repr_grid,expanding,3,25,0.45054142952692666,3780
ElasticNet,repr_grid,expanding,3,26,0.4715241084742943,3780
ElasticNet,repr_grid,rolling_9m_3m,3,0,0.40008947746796547,3717
ElasticNet,repr_grid,rolling_9m_3m,3,1,0.45678005103611696,3717
ElasticNet,repr_grid,rolling_9m_3m,3,2,0.4869895346891121,3717
ElasticNet,repr_grid,rolling_9m_3m,3,3,0.4667750811997544,3717
ElasticNet,repr_grid,rolling_9m_3m,3,4,0.44022952093622914,3717
ElasticNet,repr_grid,rolling_9m_3m,3,5,0.43715266647426526,3717
ElasticNet,repr_grid,rolling_9m_3m,3,6,0.4365434689653719,3717
ElasticNet,repr_grid,rolling_9m_3m,3,7,0.4642827723677624,3717
ElasticNet,repr_grid,rolling_9m_3m,3,8,0.5314413849294728,3717
ElasticNet,repr_grid,rolling_9m_3m,3,9,0.48627895883500105,3717
ElasticNet,repr_grid,rolling_9m_3m,3,10,0.4949238688683185,3717
ElasticNet,repr_grid,rolling_9m_3m,3,11,0.4325681172215346,3717
ElasticNet,repr_grid,rolling_9m_3m,3,12,0.4319754666105693,3717
ElasticNet,repr_grid,rolling_9m_3m,3,13,0.187575746139931,3717
ElasticNet,repr_grid,rolling_9m_3m,3,14,0.4775840108683179,3717
ElasticNet,repr_grid,rolling_9m_3m,3,15,0.5351939353943442,3717
ElasticNet,repr_grid,rolling_9m_3m,3,16,0.4750314729298454,3717
ElasticNet,repr_grid,rolling_9m_3m,3,17,0.5154332958802302,3717
ElasticNet,repr_grid,rolling_9m_3m,3,18,0.47018316081604516,3726
ElasticNet,repr_grid,rolling_9m_3m,3,19,0.4807752774576628,3780
ElasticNet,repr_grid,rolling_9m_3m,3,20,0.4796689973608814,3780
ElasticNet,repr_grid,rolling_9m_3m,3,21,0.4851622943186612,3730
ElasticNet,repr_grid,rolling_9m_3m,3,22,0.4978327886038754,3740
ElasticNet,repr_grid,rolling_9m_3m,3,23,0.511191627535215,3780
ElasticNet,repr_grid,rolling_9m_3m,3,24,0.5355794494429549,3780
ElasticNet,repr_grid,rolling_9m_3m,3,25,0.4998425908041323,3780
ElasticNet,repr_grid,rolling_9m_3m,3,26,0.492829435897445,3780
ElasticNet,repr_grid,rolling_9m_3m,3,27,0.4694605318378072,3780
ElasticNet,repr_grid,rolling_9m_3m,3,28,0.4249037520600975,3780
ElasticNet,repr_grid,rolling_9m_3m,3,29,0.4625509288039497,3780
ElasticNet,repr_grid,rolling_9m_3m,3,30,0.4421786064855942,3780
ElasticNet,repr_grid,rolling_9m_3m,3,31,0.45939995874353096,3780
XGBoost,repr_grid,expanding,3,0,0.4559102965628476,3717
XGBoost,repr_grid,expanding,3,1,0.47823591960494094,3717
XGBoost,repr_grid,expanding,3,2,0.47957035568361644,3717
XGBoost,repr_grid,expanding,3,3,0.5501970250139834,3717
XGBoost,repr_grid,expanding,3,4,0.5216232330539817,3717
XGBoost,repr_grid,expanding,3,5,0.5100763165981685,3717
XGBoost,repr_grid,expanding,3,6,0.47049580011711517,3717
XGBoost,repr_grid,expanding,3,7,0.4668091218863789,3717
XGBoost,repr_grid,expanding,3,8,0.21369692643723937,3717
XGBoost,repr_grid,expanding,3,9,0.5039808666222291,3717
XGBoost,repr_grid,expanding,3,10,0.5630745993414078,3717
XGBoost,repr_grid,expanding,3,11,0.49534454520167187,3717
XGBoost,repr_grid,expanding,3,12,0.49568110224446515,3717
XGBoost,repr_grid,expanding,3,13,0.48427658258035183,3726
XGBoost,repr_grid,expanding,3,14,0.4853213055670446,3780
XGBoost,repr_grid,expanding,3,15,0.5031539090915952,3780
XGBoost,repr_grid,expanding,3,16,0.5488069446890331,3730
XGBoost,repr_grid,expanding,3,17,0.5905049834912723,3740
XGBoost,repr_grid,expanding,3,18,0.5379491083351815,3780
XGBoost,repr_grid,expanding,3,19,0.54792722598619,3780
XGBoost,repr_grid,expanding,3,20,0.537376840325953,3780
XGBoost,repr_grid,expanding,3,21,0.5303693521320981,3780
XGBoost,repr_grid,expanding,3,22,0.4977471628201355,3780
XGBoost,repr_grid,expanding,3,23,0.48310766579858855,3780
XGBoost,repr_grid,expanding,3,24,0.47974861373191013,3780
XGBoost,repr_grid,expanding,3,25,0.46848084217310815,3780
XGBoost,repr_grid,expanding,3,26,0.48833575306192684,3780
XGBoost,repr_grid,rolling_9m_3m,3,0,0.44118286829325276,3717
XGBoost,repr_grid,rolling_9m_3m,3,1,0.46178614252049816,3717
XGBoost,repr_grid,rolling_9m_3m,3,2,0.48169939143308765,3717
XGBoost,repr_grid,rolling_9m_3m,3,3,0.4908000086396337,3717
XGBoost,repr_grid,rolling_9m_3m,3,4,0.451386931390649,3717
XGBoost,repr_grid,rolling_9m_3m,3,5,0.42026203595268885,3717
XGBoost,repr_grid,rolling_9m_3m,3,6,0.4535087605232273,3717
XGBoost,repr_grid,rolling_9m_3m,3,7,0.48665488829381665,3717
XGBoost,repr_grid,rolling_9m_3m,3,8,0.5471231087228998,3717
XGBoost,repr_grid,rolling_9m_3m,3,9,0.5006815684851957,3717
XGBoost,repr_grid,rolling_9m_3m,3,10,0.4840166304009653,3717
XGBoost,repr_grid,rolling_9m_3m,3,11,0.4723196964342599,3717
XGBoost,repr_grid,rolling_9m_3m,3,12,0.4419746768777095,3717
XGBoost,repr_grid,rolling_9m_3m,3,13,0.21420560126013088,3717
XGBoost,repr_grid,rolling_9m_3m,3,14,0.4842151977132625,3717
XGBoost,repr_grid,rolling_9m_3m,3,15,0.5638099698114322,3717
XGBoost,repr_grid,rolling_9m_3m,3,16,0.4957117074904465,3717
XGBoost,repr_grid,rolling_9m_3m,3,17,0.4914599965031619,3717
XGBoost,repr_grid,rolling_9m_3m,3,18,0.4190822688138509,3726
XGBoost,repr_grid,rolling_9m_3m,3,19,0.4909688551756111,3780
XGBoost,repr_grid,rolling_9m_3m,3,20,0.5102704758219113,3780
XGBoost,repr_grid,rolling_9m_3m,3,21,0.46624110282050835,3730
XGBoost,repr_grid,rolling_9m_3m,3,22,0.5824231092842984,3740
XGBoost,repr_grid,rolling_9m_3m,3,23,0.5273351207532018,3780
XGBoost,repr_grid,rolling_9m_3m,3,24,0.5380281386324702,3780
XGBoost,repr_grid,rolling_9m_3m,3,25,0.5232780170289263,3780
XGBoost,repr_grid,rolling_9m_3m,3,26,0.46674609885760826,3780
XGBoost,repr_grid,rolling_9m_3m,3,27,0.4836237365911823,3780
XGBoost,repr_grid,rolling_9m_3m,3,28,0.46791038404597063,3780
XGBoost,repr_grid,rolling_9m_3m,3,29,0.47693845495615994,3780
XGBoost,repr_grid,rolling_9m_3m,3,30,0.47704505159012117,3780
XGBoost,repr_grid,rolling_9m_3m,3,31,0.46999324261435976,3780
OLS,repr_grid_raw,expanding,3,0,0.143944633187376,3717
OLS,repr_grid_raw,expanding,3,1,0.21520120314017663,3717
OLS,repr_grid_raw,expanding,3,2,0.23940027129939878,3717
OLS,repr_grid_raw,expanding,3,3,0.3213946379383412,3717
OLS,repr_grid_raw,expanding,3,4,0.22526150677714862,3717
OLS,repr_grid_raw,expanding,3,5,0.29958976965613754,3717
OLS,repr_grid_raw,expanding,3,6,0.18434864038441226,3717
OLS,repr_grid_raw,expanding,3,7,0.18169633885808206,3717
OLS,repr_grid_raw,expanding,3,8,0.17425265561518388,3717
OLS,repr_grid_raw,expanding,3,9,0.11091406688163656,3717
OLS,repr_grid_raw,expanding,3,10,0.3032968720711421,3717
OLS,repr_grid_raw,expanding,3,11,0.17219638043995308,3717
OLS,repr_grid_raw,expanding,3,12,0.11711199279756455,3717
OLS,repr_grid_raw,expanding,3,13,0.19305683875212193,3726
OLS,repr_grid_raw,expanding,3,14,0.11217280581527939,3780
OLS,repr_grid_raw,expanding,3,15,0.2585611438408247,3780
OLS,repr_grid_raw,expanding,3,16,0.3077423111287873,3730
OLS,repr_grid_raw,expanding,3,17,0.34142666715148107,3740
OLS,repr_grid_raw,expanding,3,18,0.2802200137128351,3780
OLS,repr_grid_raw,expanding,3,19,0.3426509624935074,3780
OLS,repr_grid_raw,expanding,3,20,0.2808894568888113,3780
OLS,repr_grid_raw,expanding,3,21,0.2274512990773643,3780
OLS,repr_grid_raw,expanding,3,22,0.25490864901759,3780
OLS,repr_grid_raw,expanding,3,23,0.15687230699606133,3780
OLS,repr_grid_raw,expanding,3,24,0.1689582741159898,3780
OLS,repr_grid_raw,expanding,3,25,0.14159586100881813,3780
OLS,repr_grid_raw,expanding,3,26,0.22691784532932718,3780
OLS,repr_grid_raw,rolling_9m_3m,3,0,0.41966303092578977,3717
OLS,repr_grid_raw,rolling_9m_3m,3,1,0.1549728435362004,3717
OLS,repr_grid_raw,rolling_9m_3m,3,2,0.1888524832676975,3717
OLS,repr_grid_raw,rolling_9m_3m,3,3,0.22443656588122252,3717
OLS,repr_grid_raw,rolling_9m_3m,3,4,0.23139545466759398,3717
OLS,repr_grid_raw,rolling_9m_3m,3,5,0.14492599943622905,3717
OLS,repr_grid_raw,rolling_9m_3m,3,6,0.21011824440704685,3717
OLS,repr_grid_raw,rolling_9m_3m,3,7,0.2395248584979874,3717
OLS,repr_grid_raw,rolling_9m_3m,3,8,0.3199280221787172,3717
OLS,repr_grid_raw,rolling_9m_3m,3,9,0.23436673943941574,3717
OLS,repr_grid_raw,rolling_9m_3m,3,10,0.487048765213732,3717
OLS,repr_grid_raw,rolling_9m_3m,3,11,0.42270453784144885,3717
OLS,repr_grid_raw,rolling_9m_3m,3,12,0.1910851917131593,3717
OLS,repr_grid_raw,rolling_9m_3m,3,13,0.15881638478882745,3717
OLS,repr_grid_raw,rolling_9m_3m,3,14,0.10941111863652678,3717
OLS,repr_grid_raw,rolling_9m_3m,3,15,0.5455797570062955,3717
OLS,repr_grid_raw,rolling_9m_3m,3,16,0.46292383107354274,3717
OLS,repr_grid_raw,rolling_9m_3m,3,17,0.4988100987437167,3717
OLS,repr_grid_raw,rolling_9m_3m,3,18,0.46602359901280904,3726
OLS,repr_grid_raw,rolling_9m_3m,3,19,0.08839568268824126,3780
OLS,repr_grid_raw,rolling_9m_3m,3,20,0.23613839806640688,3780
OLS,repr_grid_raw,rolling_9m_3m,3,21,0.2831020542061917,3730
OLS,repr_grid_raw,rolling_9m_3m,3,22,0.3316924609452574,3740
OLS,repr_grid_raw,rolling_9m_3m,3,23,0.2803045883587097,3780
OLS,repr_grid_raw,rolling_9m_3m,3,24,0.3425660867965619,3780
OLS,repr_grid_raw,rolling_9m_3m,3,25,0.2792175657539789,3780
OLS,repr_grid_raw,rolling_9m_3m,3,26,0.23222681961378994,3780
OLS,repr_grid_raw,rolling_9m_3m,3,27,0.25574308464654677,3780
OLS,repr_grid_raw,rolling_9m_3m,3,28,0.14341807455236044,3780
OLS,repr_grid_raw,rolling_9m_3m,3,29,0.18766098966884054,3780
OLS,repr_grid_raw,rolling_9m_3m,3,30,0.1432162694934981,3780
OLS,repr_grid_raw,rolling_9m_3m,3,31,0.21860665169639107,3780
ElasticNet,repr_grid_raw,expanding,3,0,0.4262325155646681,3717
ElasticNet,repr_grid_raw,expanding,3,1,0.4732157078611959,3717
ElasticNet,repr_grid_raw,expanding,3,2,0.46484397084220525,3717
ElasticNet,repr_grid_raw,expanding,3,3,0.549155623596745,3717
ElasticNet,repr_grid_raw,expanding,3,4,0.5196005183142801,3717
ElasticNet,repr_grid_raw,expanding,3,5,0.4885430309699441,3717
ElasticNet,repr_grid_raw,expanding,3,6,0.45266482399188773,3717
ElasticNet,repr_grid_raw,expanding,3,7,0.4628429133708113,3717
ElasticNet,repr_grid_raw,expanding,3,8,0.47053356162981824,3717
ElasticNet,repr_grid_raw,expanding,3,9,0.5336631478983589,3717
ElasticNet,repr_grid_raw,expanding,3,10,0.5844593833508187,3717
ElasticNet,repr_grid_raw,expanding,3,11,0.4885251304197248,3717
ElasticNet,repr_grid_raw,expanding,3,12,0.5114961665289154,3717
ElasticNet,repr_grid_raw,expanding,3,13,0.4917459203205071,3726
ElasticNet,repr_grid_raw,expanding,3,14,0.4918685231484446,3780
ElasticNet,repr_grid_raw,expanding,3,15,0.47839209643998254,3780
ElasticNet,repr_grid_raw,expanding,3,16,0.5237528092594526,3730
ElasticNet,repr_grid_raw,expanding,3,17,0.5887171998981054,3740
ElasticNet,repr_grid_raw,expanding,3,18,0.5310773401910134,3780
ElasticNet,repr_grid_raw,expanding,3,19,0.5469312725392849,3780
ElasticNet,repr_grid_raw,expanding,3,20,0.5088252351402266,3780
ElasticNet,repr_grid_raw,expanding,3,21,0.5143959642331083,3780
ElasticNet,repr_grid_raw,expanding,3,22,0.4686243280966874,3780
ElasticNet,repr_grid_raw,expanding,3,23,0.45581866755336214,3780
ElasticNet,repr_grid_raw,expanding,3,24,0.46312809344850925,3780
ElasticNet,repr_grid_raw,expanding,3,25,0.45374347798818154,3780
ElasticNet,repr_grid_raw,expanding,3,26,0.46998125531157803,3780
ElasticNet,repr_grid_raw,rolling_9m_3m,3,0,0.4281958205545975,3717
ElasticNet,repr_grid_raw,rolling_9m_3m,3,1,0.45681560514700403,3717
ElasticNet,repr_grid_raw,rolling_9m_3m,3,2,0.48190011122002596,3717
ElasticNet,repr_grid_raw,rolling_9m_3m,3,3,0.46117721653654214,3717
ElasticNet,repr_grid_raw,rolling_9m_3m,3,4,0.4489844726426939,3717
ElasticNet,repr_grid_raw,rolling_9m_3m,3,5,0.42685446049172865,3717
ElasticNet,repr_grid_raw,rolling_9m_3m,3,6,0.4331854686570121,3717
ElasticNet,repr_grid_raw,rolling_9m_3m,3,7,0.45835970297301043,3717
ElasticNet,repr_grid_raw,rolling_9m_3m,3,8,0.5377206476192783,3717
ElasticNet,repr_grid_raw,rolling_9m_3m,3,9,0.5012112269463754,3717
ElasticNet,repr_grid_raw,rolling_9m_3m,3,10,0.493126049214594,3717
ElasticNet,repr_grid_raw,rolling_9m_3m,3,11,0.4296579005579024,3717
ElasticNet,repr_grid_raw,rolling_9m_3m,3,12,0.4163300726006415,3717
ElasticNet,repr_grid_raw,rolling_9m_3m,3,13,0.192535226466512,3717
ElasticNet,repr_grid_raw,rolling_9m_3m,3,14,0.5117663149143354,3717
ElasticNet,repr_grid_raw,rolling_9m_3m,3,15,0.5593087375885045,3717
ElasticNet,repr_grid_raw,rolling_9m_3m,3,16,0.4849537767045903,3717
ElasticNet,repr_grid_raw,rolling_9m_3m,3,17,0.5100024903229762,3717
ElasticNet,repr_grid_raw,rolling_9m_3m,3,18,0.4795686267314977,3726
ElasticNet,repr_grid_raw,rolling_9m_3m,3,19,0.4905540377352439,3780
ElasticNet,repr_grid_raw,rolling_9m_3m,3,20,0.46866502355990003,3780
ElasticNet,repr_grid_raw,rolling_9m_3m,3,21,0.49979855010729796,3730
ElasticNet,repr_grid_raw,rolling_9m_3m,3,22,0.5290603243752642,3740
ElasticNet,repr_grid_raw,rolling_9m_3m,3,23,0.5200481457964048,3780
ElasticNet,repr_grid_raw,rolling_9m_3m,3,24,0.537185120355887,3780
ElasticNet,repr_grid_raw,rolling_9m_3m,3,25,0.5041864226900282,3780
ElasticNet,repr_grid_raw,rolling_9m_3m,3,26,0.5078339405453309,3780
ElasticNet,repr_grid_raw,rolling_9m_3m,3,27,0.4647134204069029,3780
ElasticNet,repr_grid_raw,rolling_9m_3m,3,28,0.4263496143391994,3780
ElasticNet,repr_grid_raw,rolling_9m_3m,3,29,0.4617710722512806,3780
ElasticNet,repr_grid_raw,rolling_9m_3m,3,30,0.4408748841607973,3780
ElasticNet,repr_grid_raw,rolling_9m_3m,3,31,0.4661086357596372,3780
XGBoost,repr_grid_raw,expanding,3,0,0.4524424997359005,3717
XGBoost,repr_grid_raw,expanding,3,1,0.46670611807171986,3717
XGBoost,repr_grid_raw,expanding,3,2,0.4807808658839931,3717
XGBoost,repr_grid_raw,expanding,3,3,0.5457657025176459,3717
XGBoost,repr_grid_raw,expanding,3,4,0.5291022264559301,3717
XGBoost,repr_grid_raw,expanding,3,5,0.5012575069933012,3717
XGBoost,repr_grid_raw,expanding,3,6,0.46349281948905924,3717
XGBoost,repr_grid_raw,expanding,3,7,0.4618681316017476,3717
XGBoost,repr_grid_raw,expanding,3,8,0.214731864353625,3717
XGBoost,repr_grid_raw,expanding,3,9,0.5143686412898718,3717
XGBoost,repr_grid_raw,expanding,3,10,0.5607569168478774,3717
XGBoost,repr_grid_raw,expanding,3,11,0.49467958683546137,3717
XGBoost,repr_grid_raw,expanding,3,12,0.4981328143994056,3717
XGBoost,repr_grid_raw,expanding,3,13,0.48960540729521834,3726
XGBoost,repr_grid_raw,expanding,3,14,0.47724753353768873,3780
XGBoost,repr_grid_raw,expanding,3,15,0.49780421743119585,3780
XGBoost,repr_grid_raw,expanding,3,16,0.5545760719369559,3730
XGBoost,repr_grid_raw,expanding,3,17,0.5961513988326679,3740
XGBoost,repr_grid_raw,expanding,3,18,0.5368520751672914,3780
XGBoost,repr_grid_raw,expanding,3,19,0.5497761465687753,3780
XGBoost,repr_grid_raw,expanding,3,20,0.5378010232759178,3780
XGBoost,repr_grid_raw,expanding,3,21,0.5302319364305328,3780
XGBoost,repr_grid_raw,expanding,3,22,0.4887028203012028,3780
XGBoost,repr_grid_raw,expanding,3,23,0.4827114347067421,3780
XGBoost,repr_grid_raw,expanding,3,24,0.48329701999103303,3780
XGBoost,repr_grid_raw,expanding,3,25,0.46426362627004836,3780
XGBoost,repr_grid_raw,expanding,3,26,0.4873337124865234,3780
XGBoost,repr_grid_raw,rolling_9m_3m,3,0,0.4306555075495713,3717
XGBoost,repr_grid_raw,rolling_9m_3m,3,1,0.4736390012183893,3717
XGBoost,repr_grid_raw,rolling_9m_3m,3,2,0.4892275734180115,3717
XGBoost,repr_grid_raw,rolling_9m_3m,3,3,0.4834102787103517,3717
XGBoost,repr_grid_raw,rolling_9m_3m,3,4,0.4529228686834737,3717
XGBoost,repr_grid_raw,rolling_9m_3m,3,5,0.4211278477684576,3717
XGBoost,repr_grid_raw,rolling_9m_3m,3,6,0.46777226424349466,3717
XGBoost,repr_grid_raw,rolling_9m_3m,3,7,0.49041590857523365,3717
XGBoost,repr_grid_raw,rolling_9m_3m,3,8,0.544965337432599,3717
XGBoost,repr_grid_raw,rolling_9m_3m,3,9,0.5143951658477799,3717
XGBoost,repr_grid_raw,rolling_9m_3m,3,10,0.4740369760989057,3717
XGBoost,repr_grid_raw,rolling_9m_3m,3,11,0.46354135801309276,3717
XGBoost,repr_grid_raw,rolling_9m_3m,3,12,0.434223164529967,3717
XGBoost,repr_grid_raw,rolling_9m_3m,3,13,0.20104674056764155,3717
XGBoost,repr_grid_raw,rolling_9m_3m,3,14,0.4953345166484601,3717
XGBoost,repr_grid_raw,rolling_9m_3m,3,15,0.5639187821449102,3717
XGBoost,repr_grid_raw,rolling_9m_3m,3,16,0.4990008259972611,3717
XGBoost,repr_grid_raw,rolling_9m_3m,3,17,0.49613049764879996,3717
XGBoost,repr_grid_raw,rolling_9m_3m,3,18,0.45521473038299975,3726
XGBoost,repr_grid_raw,rolling_9m_3m,3,19,0.46628967473572575,3780
XGBoost,repr_grid_raw,rolling_9m_3m,3,20,0.5085424625623026,3780
XGBoost,repr_grid_raw,rolling_9m_3m,3,21,0.4737748228061628,3730
XGBoost,repr_grid_raw,rolling_9m_3m,3,22,0.5700771801857838,3740
XGBoost,repr_grid_raw,rolling_9m_3m,3,23,0.5319232041757861,3780
XGBoost,repr_grid_raw,rolling_9m_3m,3,24,0.533543144296175,3780
XGBoost,repr_grid_raw,rolling_9m_3m,3,25,0.5200022564492789,3780
XGBoost,repr_grid_raw,rolling_9m_3m,3,26,0.465666004628213,3780
XGBoost,repr_grid_raw,rolling_9m_3m,3,27,0.4742015515246441,3780
XGBoost,repr_grid_raw,rolling_9m_3m,3,28,0.46329298957069204,3780
XGBoost,repr_grid_raw,rolling_9m_3m,3,29,0.48056121279794545,3780
XGBoost,repr_grid_raw,rolling_9m_3m,3,30,0.4724251500304435,3780
XGBoost,repr_grid_raw,rolling_9m_3m,3,31,0.46924900870046155,3780
OLS,repr_bkm,expanding,3,0,0.21899743127425633,3717
OLS,repr_bkm,expanding,3,1,0.2801428074729629,3717
OLS,repr_bkm,expanding,3,2,0.29682789720710234,3717
OLS,repr_bkm,expanding,3,3,0.36566443680887406,3717
OLS,repr_bkm,expanding,3,4,0.29671053300644773,3717
OLS,repr_bkm,expanding,3,5,0.3246017844126309,3717
OLS,repr_bkm,expanding,3,6,0.22438388607097018,3717
OLS,repr_bkm,expanding,3,7,0.23615665846520684,3717
OLS,repr_bkm,expanding,3,8,0.18318295635033008,3717
OLS,repr_bkm,expanding,3,9,0.22273029008903195,3717
OLS,repr_bkm,expanding,3,10,0.3752781562315456,3717
OLS,repr_bkm,expanding,3,11,0.26034103111182905,3717
OLS,repr_bkm,expanding,3,12,0.11677076257459475,3717
OLS,repr_bkm,expanding,3,13,0.19303818120294142,3726
OLS,repr_bkm,expanding,3,14,0.11230791554146649,3780
OLS,repr_bkm,expanding,3,15,0.25859240073013073,3780
OLS,repr_bkm,expanding,3,16,0.3077384347122212,3730
OLS,repr_bkm,expanding,3,17,0.3416247643768952,3740
OLS,repr_bkm,expanding,3,18,0.280107749810584,3780
OLS,repr_bkm,expanding,3,19,0.34256504486223005,3780
OLS,repr_bkm,expanding,3,20,0.2808795688737815,3780
OLS,repr_bkm,expanding,3,21,0.22740926964262267,3780
OLS,repr_bkm,expanding,3,22,0.25485227862543636,3780
OLS,repr_bkm,expanding,3,23,0.15677423131630727,3780
OLS,repr_bkm,expanding,3,24,0.16890059974189608,3780
OLS,repr_bkm,expanding,3,25,0.14146834619489226,3780
OLS,repr_bkm,expanding,3,26,0.22679394318241294,3780
OLS,repr_bkm,rolling_9m_3m,3,0,0.2517722450189683,3717
OLS,repr_bkm,rolling_9m_3m,3,1,0.18937761273030862,3717
OLS,repr_bkm,rolling_9m_3m,3,2,0.2491986400634721,3717
OLS,repr_bkm,rolling_9m_3m,3,3,0.2782305602542416,3717
OLS,repr_bkm,rolling_9m_3m,3,4,0.29037393980341086,3717
OLS,repr_bkm,rolling_9m_3m,3,5,0.19837586214846561,3717
OLS,repr_bkm,rolling_9m_3m,3,6,0.26353244374433205,3717
OLS,repr_bkm,rolling_9m_3m,3,7,0.3090191917787065,3717
OLS,repr_bkm,rolling_9m_3m,3,8,0.3669576667185232,3717
OLS,repr_bkm,rolling_9m_3m,3,9,0.304208108592774,3717
OLS,repr_bkm,rolling_9m_3m,3,10,0.3298534903370826,3717
OLS,repr_bkm,rolling_9m_3m,3,11,0.2299376215193522,3717
OLS,repr_bkm,rolling_9m_3m,3,12,0.24761450235702318,3717
OLS,repr_bkm,rolling_9m_3m,3,13,0.172560175719985,3717
OLS,repr_bkm,rolling_9m_3m,3,14,0.2577281823905928,3717
OLS,repr_bkm,rolling_9m_3m,3,15,0.3743637876876151,3717
OLS,repr_bkm,rolling_9m_3m,3,16,0.2754294881186584,3717
OLS,repr_bkm,rolling_9m_3m,3,17,0.30904737976451535,3717
OLS,repr_bkm,rolling_9m_3m,3,18,0.258005698460738,3726
OLS,repr_bkm,rolling_9m_3m,3,19,0.27784069731751315,3780
OLS,repr_bkm,rolling_9m_3m,3,20,0.3097080239216037,3780
OLS,repr_bkm,rolling_9m_3m,3,21,0.39595778552580463,3730
