model,feature_set,scheme,horizon,window,ic,n_test
ElasticNet,repr_grid_raw,rolling_9m_3m,1,11,0.25448371227919186,3717
ElasticNet,repr_grid_raw,rolling_9m_3m,1,12,0.2604186824993284,3717
ElasticNet,repr_grid_raw,rolling_9m_3m,1,13,0.0975311144777955,3717
ElasticNet,repr_grid_raw,rolling_9m_3m,1,14,0.32718679976282433,3717
ElasticNet,repr_grid_raw,rolling_9m_3m,1,15,0.3360170903721542,3717
ElasticNet,repr_grid_raw,rolling_9m_3m,1,16,0.2911769902451318,3717
ElasticNet,repr_grid_raw,rolling_9m_3m,1,17,0.2984351049701805,3717
ElasticNet,repr_grid_raw,rolling_9m_3m,1,18,0.25666381192210486,3726
ElasticNet,repr_grid_raw,rolling_9m_3m,1,19,0.2954208918396679,3780
ElasticNet,repr_grid_raw,rolling_9m_3m,1,20,0.25503467104344324,3780
ElasticNet,repr_grid_raw,rolling_9m_3m,1,21,0.3245824474129237,3730
ElasticNet,repr_grid_raw,rolling_9m_3m,1,22,0.3305648316446065,3740
ElasticNet,repr_grid_raw,rolling_9m_3m,1,23,0.29847156106705164,3780
ElasticNet,repr_grid_raw,rolling_9m_3m,1,24,0.31883794241189095,3780
ElasticNet,repr_grid_raw,rolling_9m_3m,1,25,0.3042950637682707,3780
ElasticNet,repr_grid_raw,rolling_9m_3m,1,26,0.28754597288254863,3780
ElasticNet,repr_grid_raw,rolling_9m_3m,1,27,0.24760358960660642,3780
ElasticNet,repr_grid_raw,rolling_9m_3m,1,28,0.2381880142682981,3780
ElasticNet,repr_grid_raw,rolling_9m_3m,1,29,0.25392917181383634,3780
ElasticNet,repr_grid_raw,rolling_9m_3m,1,30,0.24852218672512036,3780
ElasticNet,repr_grid_raw,rolling_9m_3m,1,31,0.2685636601945134,3780
XGBoost,repr_grid_raw,expanding,1,0,0.26100729562750885,3717
XGBoost,repr_grid_raw,expanding,1,1,0.2889290386112988,3717
XGBoost,repr_grid_raw,expanding,1,2,0.2885547670054394,3717
XGBoost,repr_grid_raw,expanding,1,3,0.3357181707023711,3717
XGBoost,repr_grid_raw,expanding,1,4,0.3010918284237897,3717
XGBoost,repr_grid_raw,expanding,1,5,0.28528325311186103,3717
XGBoost,repr_grid_raw,expanding,1,6,0.27303396851911843,3717
XGBoost,repr_grid_raw,expanding,1,7,0.2750067712480579,3717
XGBoost,repr_grid_raw,expanding,1,8,0.1334509388609625,3717
XGBoost,repr_grid_raw,expanding,1,9,0.35044492726137794,3717
XGBoost,repr_grid_raw,expanding,1,10,0.34202374801071084,3717
XGBoost,repr_grid_raw,expanding,1,11,0.2975785007851399,3717
XGBoost,repr_grid_raw,expanding,1,12,0.295122555269177,3717
XGBoost,repr_grid_raw,expanding,1,13,0.28211060420654016,3726
XGBoost,repr_grid_raw,expanding,1,14,0.2831096506310602,3780
XGBoost,repr_grid_raw,expanding,1,15,0.2763318873278031,3780
XGBoost,repr_grid_raw,expanding,1,16,0.34550562140189417,3730
XGBoost,repr_grid_raw,expanding,1,17,0.3881201185799455,3740
XGBoost,repr_grid_raw,expanding,1,18,0.32127324928291884,3780
XGBoost,repr_grid_raw,expanding,1,19,0.3426377988212759,3780
XGBoost,repr_grid_raw,expanding,1,20,0.329513630558328,3780
XGBoost,repr_grid_raw,expanding,1,21,0.3031783403342727,3780
XGBoost,repr_grid_raw,expanding,1,22,0.2728822492187539,3780
XGBoost,repr_grid_raw,expanding,1,23,0.2701977704597081,3780
XGBoost,repr_grid_raw,expanding,1,24,0.27565441977059346,3780
XGBoost,repr_grid_raw,expanding,1,25,0.27954951443298576,3780
XGBoost,repr_grid_raw,expanding,1,26,0.287614977565202,3780
XGBoost,repr_grid_raw,rolling_9m_3m,1,0,0.25146295012026026,3717
XGBoost,repr_grid_raw,rolling_9m_3m,1,1,0.2763338322561419,3717
XGBoost,repr_grid_raw,rolling_9m_3m,1,2,0.31790226230776286,3717
XGBoost,repr_grid_raw,rolling_9m_3m,1,3,0.3071594311857778,3717
XGBoost,repr_grid_raw,rolling_9m_3m,1,4,0.28373651409160566,3717
XGBoost,repr_grid_raw,rolling_9m_3m,1,5,0.23383635747876877,3717
XGBoost,repr_grid_raw,rolling_9m_3m,1,6,0.2790512500318155,3717
XGBoost,repr_grid_raw,rolling_9m_3m,1,7,0.29052757453520384,3717
XGBoost,repr_grid_raw,rolling_9m_3m,1,8,0.32532039616799036,3717
XGBoost,repr_grid_raw,rolling_9m_3m,1,9,0.29736378365392874,3717
XGBoost,repr_grid_raw,rolling_9m_3m,1,10,0.2682908130198121,3717
XGBoost,repr_grid_raw,rolling_9m_3m,1,11,0.2781457710803933,3717
XGBoost,repr_grid_raw,rolling_9m_3m,1,12,0.25974887292466536,3717
XGBoost,repr_grid_raw,rolling_9m_3m,1,13,0.10639947388697202,3717
XGBoost,repr_grid_raw,rolling_9m_3m,1,14,0.2973605803401136,3717
XGBoost,repr_grid_raw,rolling_9m_3m,1,15,0.33181250920907596,3717
XGBoost,repr_grid_raw,rolling_9m_3m,1,16,0.28688243620108417,3717
XGBoost,repr_grid_raw,rolling_9m_3m,1,17,0.28587191388530525,3717
XGBoost,repr_grid_raw,rolling_9m_3m,1,18,0.23942541830435007,3726
XGBoost,repr_grid_raw,rolling_9m_3m,1,19,0.28962580838808055,3780
XGBoost,repr_grid_raw,rolling_9m_3m,1,20,0.27207250750435547,3780
XGBoost,repr_grid_raw,rolling_9m_3m,1,21,0.2960608606409611,3730
XGBoost,repr_grid_raw,rolling_9m_3m,1,22,0.3700423446599519,3740
XGBoost,repr_grid_raw,rolling_9m_3m,1,23,0.31186528605585023,3780
XGBoost,repr_grid_raw,rolling_9m_3m,1,24,0.33888849568870866,3780
XGBoost,repr_grid_raw,rolling_9m_3m,1,25,0.30834453541840506,3780
XGBoost,repr_grid_raw,rolling_9m_3m,1,26,0.25749528613642986,3780
XGBoost,repr_grid_raw,rolling_9m_3m,1,27,0.25654968870251865,3780
XGBoost,repr_grid_raw,rolling_9m_3m,1,28,0.2620398631289754,3780
XGBoost,repr_grid_raw,rolling_9m_3m,1,29,0.2693390105129407,3780
XGBoost,repr_grid_raw,rolling_9m_3m,1,30,0.27197761808445065,3780
XGBoost,repr_grid_raw,rolling_9m_3m,1,31,0.27259483783796895,3780
OLS,repr_bkm,expanding,1,0,0.1286778100841422,3717
OLS,repr_bkm,expanding,1,1,0.1643914226150357,3717
OLS,repr_bkm,expanding,1,2,0.17176051810557094,3717
OLS,repr_bkm,expanding,1,3,0.22011801426222682,3717
OLS,repr_bkm,expanding,1,4,0.17523792175633734,3717
OLS,repr_bkm,expanding,1,5,0.18921119766402597,3717
OLS,repr_bkm,expanding,1,6,0.13066280901451652,3717
OLS,repr_bkm,expanding,1,7,0.14284998323124376,3717
OLS,repr_bkm,expanding,1,8,0.11607962929519532,3717
OLS,repr_bkm,expanding,1,9,0.14393205846840715,3717
OLS,repr_bkm,expanding,1,10,0.23403217488234043,3717
OLS,repr_bkm,expanding,1,11,0.14930637703419067,3717
OLS,repr_bkm,expanding,1,12,0.04958381994478612,3717
OLS,repr_bkm,expanding,1,13,0.11347069236538257,3726
OLS,repr_bkm,expanding,1,14,0.050309135970812366,3780
OLS,repr_bkm,expanding,1,15,0.11869413706601402,3780
OLS,repr_bkm,expanding,1,16,0.19388992506506458,3730
OLS,repr_bkm,expanding,1,17,0.22761416310994512,3740
OLS,repr_bkm,expanding,1,18,0.15331027609203238,3780
OLS,repr_bkm,expanding,1,19,0.20954201070538192,3780
OLS,repr_bkm,expanding,1,20,0.17460139452236095,3780
OLS,repr_bkm,expanding,1,21,0.1182598778918722,3780
OLS,repr_bkm,expanding,1,22,0.13249047333173247,3780
OLS,repr_bkm,expanding,1,23,0.07939923840765921,3780
OLS,repr_bkm,expanding,1,24,0.09113989144391425,3780
OLS,repr_bkm,expanding,1,25,0.07624740484638705,3780
OLS,repr_bkm,expanding,1,26,0.1226488092895645,3780
OLS,repr_bkm,rolling_9m_3m,1,0,0.1481472254056027,3717
OLS,repr_bkm,rolling_9m_3m,1,1,0.10954206880531768,3717
OLS,repr_bkm,rolling_9m_3m,1,2,0.16881100068628477,3717
OLS,repr_bkm,rolling_9m_3m,1,3,0.15942714772064234,3717
OLS,repr_bkm,rolling_9m_3m,1,4,0.17512923301990954,3717
OLS,repr_bkm,rolling_9m_3m,1,5,0.1261696029057666,3717
OLS,repr_bkm,rolling_9m_3m,1,6,0.1584607760971283,3717
OLS,repr_bkm,rolling_9m_3m,1,7,0.16943609827596398,3717
OLS,repr_bkm,rolling_9m_3m,1,8,0.21966947751071475,3717
OLS,repr_bkm,rolling_9m_3m,1,9,0.18343051505952057,3717
OLS,repr_bkm,rolling_9m_3m,1,10,0.19473853056011317,3717
OLS,repr_bkm,rolling_9m_3m,1,11,0.133299470707519,3717
OLS,repr_bkm,rolling_9m_3m,1,12,0.1502500667446034,3717
OLS,repr_bkm,rolling_9m_3m,1,13,0.10793784900991703,3717
OLS,repr_bkm,rolling_9m_3m,1,14,0.16194353866181768,3717
OLS,repr_bkm,rolling_9m_3m,1,15,0.22496877415461827,3717
OLS,repr_bkm,rolling_9m_3m,1,16,0.14812992326349095,3717
OLS,repr_bkm,rolling_9m_3m,1,17,0.17336451438945263,3717
OLS,repr_bkm,rolling_9m_3m,1,18,0.1352530428023118,3726
OLS,repr_bkm,rolling_9m_3m,1,19,0.167731558912074,3780
OLS,repr_bkm,rolling_9m_3m,1,20,0.16553056044331216,3780
OLS,repr_bkm,rolling_9m_3m,1,21,0.24622387404757934,3730
OLS,repr_bkm,rolling_9m_3m,1,22,0.2901710825385069,3740
OLS,repr_bkm,rolling_9m_3m,1,23,0.22106644490874156,3780
OLS,repr_bkm,rolling_9m_3m,1,24,0.26320930281550226,3780
OLS,repr_bkm,rolling_9m_3m,1,25,0.2273620069211954,3780
OLS,repr_bkm,rolling_9m_3m,1,26,0.20038586519555063,3780
OLS,repr_bkm,rolling_9m_3m,1,27,0.1853777897010383,3780
OLS,repr_bkm,rolling_9m_3m,1,28,0.14240272717601574,3780
OLS,repr_bkm,rolling_9m_3m,1,29,0.15324419174198908,3780
OLS,repr_bkm,rolling_9m_3m,1,30,0.14636191357144068,3780
OLS,repr_bkm,rolling_9m_3m,1,31,0.15569906926898994,3780
ElasticNet,repr_bkm,expanding,1,0,0.24262743373806836,3717
ElasticNet,repr_bkm,expanding,1,1,0.27353168280573026,3717
ElasticNet,repr_bkm,expanding,1,2,0.25794909267353316,3717
ElasticNet,repr_bkm,expanding,1,3,0.3352846284470409,3717
ElasticNet,repr_bkm,expanding,1,4,0.2823516270364593,3717
ElasticNet,repr_bkm,expanding,1,5,0.2706784894053367,3717
ElasticNet,repr_bkm,expanding,1,6,0.2500347913670878,3717
ElasticNet,repr_bkm,expanding,1,7,0.27208623360862927,3717
ElasticNet,repr_bkm,expanding,1,8,0.22747997913268697,3717
ElasticNet,repr_bkm,expanding,1,9,0.3163207381617129,3717
ElasticNet,repr_bkm,expanding,1,10,0.34148665553196406,3717
ElasticNet,repr_bkm,expanding,1,11,0.25230580196351626,3717
ElasticNet,repr_bkm,expanding,1,12,0.28696905819717367,3717
ElasticNet,repr_bkm,expanding,1,13,0.2625777826997067,3726
ElasticNet,repr_bkm,expanding,1,14,0.2875402507356882,3780
ElasticNet,repr_bkm,expanding,1,15,0.2731113200129262,3780
ElasticNet,repr_bkm,expanding,1,16,0.3212391288018367,3730
ElasticNet,repr_bkm,expanding,1,17,0.3566000501124408,3740
ElasticNet,repr_bkm,expanding,1,18,0.2896210420102896,3780
ElasticNet,repr_bkm,expanding,1,19,0.3296552170794221,3780
ElasticNet,repr_bkm,expanding,1,20,0.2934102351300803,3780
ElasticNet,repr_bkm,expanding,1,21,0.2778341966811586,3780
ElasticNet,repr_bkm,expanding,1,22,0.23701682628461967,3780
ElasticNet,repr_bkm,expanding,1,23,0.2464050455989817,3780
ElasticNet,repr_bkm,expanding,1,24,0.23829121720672616,3780
ElasticNet,repr_bkm,expanding,1,25,0.2571506247402371,3780
ElasticNet,repr_bkm,expanding,1,26,0.27156440726444997,3780
ElasticNet,repr_bkm,rolling_9m_3m,1,0,0.21461872583943334,3717
ElasticNet,repr_bkm,rolling_9m_3m,1,1,0.2585782703730389,3717
ElasticNet,repr_bkm,rolling_9m_3m,1,2,0.28501305001396315,3717
ElasticNet,repr_bkm,rolling_9m_3m,1,3,0.2594879108773875,3717
ElasticNet,repr_bkm,rolling_9m_3m,1,4,0.2482558490880321,3717
ElasticNet,repr_bkm,rolling_9m_3m,1,5,0.21064473344987597,3717
ElasticNet,repr_bkm,rolling_9m_3m,1,6,0.2248017407654422,3717
ElasticNet,repr_bkm,rolling_9m_3m,1,7,0.2691417275134263,3717
ElasticNet,repr_bkm,rolling_9m_3m,1,8,0.3186341571874832,3717
ElasticNet,repr_bkm,rolling_9m_3m,1,9,0.21609099182519165,3717
ElasticNet,repr_bkm,rolling_9m_3m,1,10,0.26119039898593427,3717
ElasticNet,repr_bkm,rolling_9m_3m,1,11,0.21931949612018867,3717
ElasticNet,repr_bkm,rolling_9m_3m,1,12,0.24176286942218755,3717
ElasticNet,repr_bkm,rolling_9m_3m,1,13,0.07587718659946378,3717
ElasticNet,repr_bkm,rolling_9m_3m,1,14,0.2716896435989433,3717
ElasticNet,repr_bkm,rolling_9m_3m,1,15,0.3170426379884355,3717
ElasticNet,repr_bkm,rolling_9m_3m,1,16,0.2652105119354369,3717
ElasticNet,repr_bkm,rolling_9m_3m,1,17,0.3062373196017721,3717
ElasticNet,repr_bkm,rolling_9m_3m,1,18,0.2317301401320326,3726
ElasticNet,repr_bkm,rolling_9m_3m,1,19,0.27817887057333734,3780
ElasticNet,repr_bkm,rolling_9m_3m,1,20,0.24969027197102575,3780
ElasticNet,repr_bkm,rolling_9m_3m,1,21,0.3027151742416129,3730
ElasticNet,repr_bkm,rolling_9m_3m,1,22,0.3353249334081529,3740
ElasticNet,repr_bkm,rolling_9m_3m,1,23,0.26468198069281534,3780
ElasticNet,repr_bkm,rolling_9m_3m,1,24,0.2905092603259312,3780
ElasticNet,repr_bkm,rolling_9m_3m,1,25,0.28679943483001225,3780
ElasticNet,repr_bkm,rolling_9m_3m,1,26,0.26250049256298824,3780
ElasticNet,repr_bkm,rolling_9m_3m,1,27,0.227004334595512,3780
ElasticNet,repr_bkm,rolling_9m_3m,1,28,0.22951222404096092,3780
ElasticNet,repr_bkm,rolling_9m_3m,1,29,0.227235259728136,3780
ElasticNet,repr_bkm,rolling_9m_3m,1,30,0.23269823829401035,3780
ElasticNet,repr_bkm,rolling_9m_3m,1,31,0.23848267631047237,3780
XGBoost,repr_bkm,expanding,1,0,0.2295289246885179,3717
XGBoost,repr_bkm,expanding,1,1,0.23914070005663454,3717
XGBoost,repr_bkm,expanding,1,2,0.259789416252689,3717
XGBoost,repr_bkm,expanding,1,3,0.3281937548218941,3717
XGBoost,repr_bkm,expanding,1,4,0.2527438253592644,3717
XGBoost,repr_bkm,expanding,1,5,0.27840344339233114,3717
XGBoost,repr_bkm,expanding,1,6,0.23009590156750215,3717
XGBoost,repr_bkm,expanding,1,7,0.2573700702007759,3717
XGBoost,repr_bkm,expanding,1,8,0.10545784855562297,3717
XGBoost,repr_bkm,expanding,1,9,0.29097585411614646,3717
XGBoost,repr_bkm,expanding,1,10,0.3104710450018955,3717
XGBoost,repr_bkm,expanding,1,11,0.2624460159251025,3717
XGBoost,repr_bkm,expanding,1,12,0.2744800009255635,3717
XGBoost,repr_bkm,expanding,1,13,0.25078498456828513,3726
XGBoost,repr_bkm,expanding,1,14,0.2384552140799919,3780
XGBoost,repr_bkm,expanding,1,15,0.2695594600689291,3780
XGBoost,repr_bkm,expanding,1,16,0.334217558438818,3730
XGBoost,repr_bkm,expanding,1,17,0.3672306698891568,3740
XGBoost,repr_bkm,expanding,1,18,0.30194924163500825,3780
XGBoost,repr_bkm,expanding,1,19,0.33099268617359684,3780
XGBoost,repr_bkm,expanding,1,20,0.3095662317141127,3780
XGBoost,repr_bkm,expanding,1,21,0.29099897431025756,3780
XGBoost,repr_bkm,expanding,1,22,0.26371295117965576,3780
XGBoost,repr_bkm,expanding,1,23,0.27251459651868587,3780
XGBoost,repr_bkm,expanding,1,24,0.2602172572209108,3780
XGBoost,repr_bkm,expanding,1,25,0.2713493481852231,3780
XGBoost,repr_bkm,expanding,1,26,0.26958703487182395,3780
XGBoost,repr_bkm,rolling_9m_3m,1,0,0.22908664741162757,3717
XGBoost,repr_bkm,rolling_9m_3m,1,1,0.28184957243290804,3717
XGBoost,repr_bkm,rolling_9m_3m,1,2,0.2694085098914362,3717
XGBoost,repr_bkm,rolling_9m_3m,1,3,0.2860645667203649,3717
XGBoost,repr_bkm,rolling_9m_3m,1,4,0.25985630519061753,3717
XGBoost,repr_bkm,rolling_9m_3m,1,5,0.20666832912989497,3717
XGBoost,repr_bkm,rolling_9m_3m,1,6,0.23147041227613147,3717
XGBoost,repr_bkm,rolling_9m_3m,1,7,0.282412783303027,3717
XGBoost,repr_bkm,rolling_9m_3m,1,8,0.322489585457146,3717
XGBoost,repr_bkm,rolling_9m_3m,1,9,0.23337942815564486,3717
XGBoost,repr_bkm,rolling_9m_3m,1,10,0.21348933687893185,3717
XGBoost,repr_bkm,rolling_9m_3m,1,11,0.2016133095742929,3717
XGBoost,repr_bkm,rolling_9m_3m,1,12,0.26325457464794144,3717
XGBoost,repr_bkm,rolling_9m_3m,1,13,0.10297064944229019,3717
XGBoost,repr_bkm,rolling_9m_3m,1,14,0.25613766374102953,3717
XGBoost,repr_bkm,rolling_9m_3m,1,15,0.29734155998607553,3717
XGBoost,repr_bkm,rolling_9m_3m,1,16,0.24512351121247627,3717
XGBoost,repr_bkm,rolling_9m_3m,1,17,0.276083787158184,3717
XGBoost,repr_bkm,rolling_9m_3m,1,18,0.22823104621978266,3726
XGBoost,repr_bkm,rolling_9m_3m,1,19,0.2604586093417064,3780
XGBoost,repr_bkm,rolling_9m_3m,1,20,0.26238174012241006,3780
XGBoost,repr_bkm,rolling_9m_3m,1,21,0.2942995868282416,3730
XGBoost,repr_bkm,rolling_9m_3m,1,22,0.3532769582878538,3740
XGBoost,repr_bkm,rolling_9m_3m,1,23,0.2795700904747372,3780
XGBoost,repr_bkm,rolling_9m_3m,1,24,0.31244994726748776,3780
XGBoost,repr_bkm,rolling_9m_3m,1,25,0.29909869432111486,3780
XGBoost,repr_bkm,rolling_9m_3m,1,26,0.2534274636286644,3780
XGBoost,repr_bkm,rolling_9m_3m,1,27,0.23371477517706332,3780
XGBoost,repr_bkm,rolling_9m_3m,1,28,0.24146079443767038,3780
XGBoost,repr_bkm,rolling_9m_3m,1,29,0.24318818503176215,3780
XGBoost,repr_bkm,rolling_9m_3m,1,30,0.2647503906290336,3780
XGBoost,repr_bkm,rolling_9m_3m,1,31,0.2417855377152067,3780
OLS,A,expanding,3,0,0.1440384853613888,3717
OLS,A,expanding,3,1,0.21577742438939587,3717
OLS,A,expanding,3,2,0.2396116349003737,3717
OLS,A,expanding,3,3,0.3214417275549446,3717
OLS,A,expanding,3,4,0.22567168832045978,3717
OLS,A,expanding,3,5,0.2997956431759429,3717
OLS,A,expanding,3,6,0.1843656077505824,3717
OLS,A,expanding,3,7,0.18194667503621487,3717
OLS,A,expanding,3,8,0.17246878140747002,3717
OLS,A,expanding,3,9,0.11105294394232745,3717
OLS,A,expanding,3,10,0.3035812976967405,3717
OLS,A,expanding,3,11,0.17223789478025361,3717
OLS,A,expanding,3,12,0.11722839752727071,3717
OLS,A,expanding,3,13,0.19316598867416337,3726
OLS,A,expanding,3,14,0.11221987075438021,3780
OLS,A,expanding,3,15,0.25867888603250344,3780
OLS,A,expanding,3,16,0.307861873369026,3730
OLS,A,expanding,3,17,0.3414838241210263,3740
OLS,A,expanding,3,18,0.28035528149861455,3780
OLS,A,expanding,3,19,0.3427387135770429,3780
OLS,A,expanding,3,20,0.2809320889081906,3780
OLS,A,expanding,3,21,0.22748524758630995,3780
OLS,A,expanding,3,22,0.2549773266948806,3780
OLS,A,expanding,3,23,0.15696906858071935,3780
OLS,A,expanding,3,24,0.16900000916161154,3780
OLS,A,expanding,3,25,0.14166468073432734,3780
OLS,A,expanding,3,26,0.22700694848567146,3780
OLS,A,rolling_9m_3m,3,0,0.17656023085870828,3717
OLS,A,rolling_9m_3m,3,1,0.15511812199591038,3717
OLS,A,rolling_9m_3m,3,2,0.18916586066638763,3717
OLS,A,rolling_9m_3m,3,3,0.22423300816885483,3717
OLS,A,rolling_9m_3m,3,4,0.23147177749024234,3717
OLS,A,rolling_9m_3m,3,5,0.14490697119293813,3717
OLS,A,rolling_9m_3m,3,6,0.2109775088013789,3717
OLS,A,rolling_9m_3m,3,7,0.2396139179764504,3717
OLS,A,rolling_9m_3m,3,8,0.32003009263679844,3717
OLS,A,rolling_9m_3m,3,9,0.23479592012087594,3717
OLS,A,rolling_9m_3m,3,10,0.30086168489713727,3717
OLS,A,rolling_9m_3m,3,11,0.18796498882121784,3717
OLS,A,rolling_9m_3m,3,12,0.19153055428831064,3717
OLS,A,rolling_9m_3m,3,13,0.1584205468511398,3717
OLS,A,rolling_9m_3m,3,14,0.1092419435351682,3717
OLS,A,rolling_9m_3m,3,15,0.30057035159043033,3717
OLS,A,rolling_9m_3m,3,16,0.15096624539423079,3717
OLS,A,rolling_9m_3m,3,17,0.14296657056981832,3717
OLS,A,rolling_9m_3m,3,18,0.09438602164083276,3726
OLS,A,rolling_9m_3m,3,19,0.0884866744770433,3780
OLS,A,rolling_9m_3m,3,20,0.23660916359544099,3780
OLS,A,rolling_9m_3m,3,21,0.28364200377435655,3730
OLS,A,rolling_9m_3m,3,22,0.33170852297653614,3740
OLS,A,rolling_9m_3m,3,23,0.2805119418352152,3780
OLS,A,rolling_9m_3m,3,24,0.3427902545385756,3780
OLS,A,rolling_9m_3m,3,25,0.27936850361044974,3780
OLS,A,rolling_9m_3m,3,26,0.23232559460656105,3780
OLS,A,rolling_9m_3m,3,27,0.25589317088528435,3780
OLS,A,rolling_9m_3m,3,28,0.1437386729689667,3780
OLS,A,rolling_9m_3m,3,29,0.18800620023790107,3780
OLS,A,rolling_9m_3m,3,30,0.14351859566142844,3780
OLS,A,rolling_9m_3m,3,31,0.21835006127502346,3780
ElasticNet,A,expanding,3,0,0.40226330775252034,3717
ElasticNet,A,expanding,3,1,0.41693646980415633,3717
ElasticNet,A,expanding,3,2,0.4279430621496995,3717
ElasticNet,A,expanding,3,3,0.5479227508319084,3717
ElasticNet,A,expanding,3,4,0.5048957222054143,3717
ElasticNet,A,expanding,3,5,0.4861555834647984,3717
ElasticNet,A,expanding,3,6,0.39029379170675904,3717
ElasticNet,A,expanding,3,7,0.4727330813981022,3717
ElasticNet,A,expanding,3,8,0.41367390139815097,3717
ElasticNet,A,expanding,3,9,0.41962186779201327,3717
ElasticNet,A,expanding,3,10,0.5368946224929654,3717
ElasticNet,A,expanding,3,11,0.41434836864165336,3717
ElasticNet,A,expanding,3,12,0.47546753894160293,3717
ElasticNet,A,expanding,3,13,0.45981823469565236,3726
ElasticNet,A,expanding,3,14,0.4542009277974167,3780
ElasticNet,A,expanding,3,15,0.4990927406123677,3780
ElasticNet,A,expanding,3,16,0.5124372906489659,3730
ElasticNet,A,expanding,3,17,0.5566164308124677,3740
ElasticNet,A,expanding,3,18,0.5035556007959423,3780
ElasticNet,A,expanding,3,19,0.5150327830002018,3780
ElasticNet,A,expanding,3,20,0.4640948815378014,3780
ElasticNet,A,expanding,3,21,0.4726257376673423,3780
ElasticNet,A,expanding,3,22,0.43434681542519926,3780
ElasticNet,A,expanding,3,23,0.43008683000425946,3780
ElasticNet,A,expanding,3,24,0.40720882435674965,3780
ElasticNet,A,expanding,3,25,0.42292889519494814,3780
ElasticNet,A,expanding,3,26,0.473507839005149,3780
ElasticNet,A,rolling_9m_3m,3,0,0.3996547798297306,3717
ElasticNet,A,rolling_9m_3m,3,1,0.4474348029473825,3717
ElasticNet,A,rolling_9m_3m,3,2,0.4628417772656085,3717
ElasticNet,A,rolling_9m_3m,3,3,0.4473084094910426,3717
ElasticNet,A,rolling_9m_3m,3,4,0.4063699604972202,3717
ElasticNet,A,rolling_9m_3m,3,5,0.3866779492615407,3717
ElasticNet,A,rolling_9m_3m,3,6,0.37990267232081404,3717
ElasticNet,A,rolling_9m_3m,3,7,0.4350222806470359,3717
ElasticNet,A,rolling_9m_3m,3,8,0.5228074014420944,3717
ElasticNet,A,rolling_9m_3m,3,9,0.42734840407682606,3717
ElasticNet,A,rolling_9m_3m,3,10,0.4652223866418658,3717
ElasticNet,A,rolling_9m_3m,3,11,0.3938053776891573,3717
ElasticNet,A,rolling_9m_3m,3,12,0.42646781692565594,3717
ElasticNet,A,rolling_9m_3m,3,13,0.17138007880391146,3717
ElasticNet,A,rolling_9m_3m,3,14,0.4286479946313808,3717
ElasticNet,A,rolling_9m_3m,3,15,0.5168374938704589,3717
ElasticNet,A,rolling_9m_3m,3,16,0.44870902975466487,3717
ElasticNet,A,rolling_9m_3m,3,17,0.5126184031632545,3717
ElasticNet,A,rolling_9m_3m,3,18,0.4343197219457514,3726
ElasticNet,A,rolling_9m_3m,3,19,0.44928474258499257,3780
ElasticNet,A,rolling_9m_3m,3,20,0.47536627130552234,3780
ElasticNet,A,rolling_9m_3m,3,21,0.4968010331890734,3730
ElasticNet,A,rolling_9m_3m,3,22,0.43050172272669235,3740
ElasticNet,A,rolling_9m_3m,3,23,0.4748955437693481,3780
ElasticNet,A,rolling_9m_3m,3,24,0.5048278017112243,3780
ElasticNet,A,rolling_9m_3m,3,25,0.47779185457676926,3780
ElasticNet,A,rolling_9m_3m,3,26,0.4440909022189681,3780
ElasticNet,A,rolling_9m_3m,3,27,0.428970544232289,3780
ElasticNet,A,rolling_9m_3m,3,28,0.3982765101176757,3780
ElasticNet,A,rolling_9m_3m,3,29,0.39719035268368674,3780
ElasticNet,A,rolling_9m_3m,3,30,0.40237211887436647,3780
ElasticNet,A,rolling_9m_3m,3,31,0.4305644937924593,3780
XGBoost,A,expanding,3,0,0.3899136541192236,3717
XGBoost,A,expanding,3,1,0.41793201061636553,3717
XGBoost,A,expanding,3,2,0.4491498834779481,3717
XGBoost,A,expanding,3,3,0.5490146829085008,3717
XGBoost,A,expanding,3,4,0.45058940327085545,3717
XGBoost,A,expanding,3,5,0.4874039288242621,3717
XGBoost,A,expanding,3,6,0.39450192177325155,3717
XGBoost,A,expanding,3,7,0.4387259961296102,3717
XGBoost,A,expanding,3,8,0.16700679450143605,3717
XGBoost,A,expanding,3,9,0.3741601776141938,3717
XGBoost,A,expanding,3,10,0.5155542335541994,3717
XGBoost,A,expanding,3,11,0.4229863715410927,3717
XGBoost,A,expanding,3,12,0.4724830735460993,3717
XGBoost,A,expanding,3,13,0.41167278729902695,3726
XGBoost,A,expanding,3,14,0.38467337890899544,3780
XGBoost,A,expanding,3,15,0.49292002161526227,3780
XGBoost,A,expanding,3,16,0.5388370304064787,3730
XGBoost,A,expanding,3,17,0.5571261120939698,3740
XGBoost,A,expanding,3,18,0.5130688347516628,3780
XGBoost,A,expanding,3,19,0.5167180598703817,3780
XGBoost,A,expanding,3,20,0.4943660317916453,3780
XGBoost,A,expanding,3,21,0.47589522900425657,3780
XGBoost,A,expanding,3,22,0.45461053403225277,3780
XGBoost,A,expanding,3,23,0.4585520129267165,3780
XGBoost,A,expanding,3,24,0.43406107248231846,3780
XGBoost,A,expanding,3,25,0.4365209418275181,3780
XGBoost,A,expanding,3,26,0.45946668381049666,3780
XGBoost,A,rolling_9m_3m,3,0,0.39261050705559714,3717
XGBoost,A,rolling_9m_3m,3,1,0.4771596536100572,3717
XGBoost,A,rolling_9m_3m,3,2,0.4366305271023538,3717
