model,oos_r2,rmse,mae,ic,ic_ir,accuracy,precision,recall,f1,long_only_accuracy,n_long_predictions,sharpe_ratio,max_drawdown,total_return,win_rate,win_loss_ratio,n_trades,final_equity,n_periods,window,train_start,train_end,test_start,test_end,n_train,n_test,feature_set
window_18,0.014201959346584414,0.037934357564514846,0.028703904480102342,0.1021481226561356,0.8741620462957526,0.5343915343915344,0.49810046433094135,0.67390062821245,0.5728155339805825,0.49810046433094135,2369,1.5449645299109422,-0.3169596387851879,19.104335819123143,0.48214285714285715,1.4483979704148822,887,11910.433581912313,63,18,2016-01-04,2022-07-13,2022-07-14,2022-10-11,96813,3780,C
window_19,-0.006842887253010632,0.03714253177535885,0.026709322675102534,0.15344517432480045,0.7183921363846297,0.5462962962962963,0.6693989071038251,0.5246252676659529,0.5882352941176471,0.6693989071038251,1830,3.262394756013096,-0.292163388020254,40.574468716469966,0.62,1.1800623868066615,923,14057.446871646996,63,19,2016-01-04,2022-10-11,2022-10-12,2023-01-11,100593,3780,C
window_20,-0.0047819693154624865,0.031085861798956133,0.02220216556789376,0.066478993717563,0.44745622736344437,0.5084656084656085,0.5276190476190477,0.8179133858267716,0.6414511771516789,0.5276190476190477,3150,2.5302629148295686,-0.16606336287377182,16.645524807149602,0.5806451612903226,1.089490273468063,479,11664.55248071496,63,20,2016-01-04,2023-01-11,2023-01-12,2023-04-13,104373,3780,C
window_21,0.015898272117687018,0.028537838029296526,0.020005015740681094,0.23842972003970733,1.6857971383482846,0.5558201058201058,0.5514893617021277,0.9520078354554359,0.6984012933357284,0.5514893617021277,3525,2.9624183276099902,-0.10998602187396607,18.62998405058338,0.6190476190476191,0.9579874713225597,283,11862.998405058339,63,21,2016-01-04,2023-04-13,2023-04-14,2023-07-14,108153,3780,C
window_22,0.015994510427382425,0.02620421995778434,0.019233855054360465,0.05100957538377473,0.5287721978414393,0.5156084656084656,0.48717948717948717,0.9592656339644291,0.6461835748792271,0.48717948717948717,3432,-1.5468054744327977,-0.2078704043095152,-9.816780342548647,0.5079365079365079,0.7338977829719636,243,9018.321965745135,63,22,2016-01-04,2023-07-14,2023-07-17,2023-10-12,111933,3780,C
window_23,0.0016520880188263254,0.02858250613271504,0.020414820280334416,0.03808706087986164,0.19267984759992884,0.6063492063492063,0.6127555691180958,0.9016614279299506,0.7296511627906976,0.6127555691180958,3277,4.927207856714174,-0.11242796051986145,31.836618522043892,0.65,1.2766501214553876,245,13183.66185220439,63,23,2016-01-04,2023-10-12,2023-10-13,2024-01-12,115713,3780,C
window_24,-0.0014262301980094705,0.026477407012769672,0.01886420740196061,0.008824715066018975,0.0347880224577979,0.5391534391534392,0.5485334139703659,0.8793019873969947,0.6756052141527001,0.5485334139703659,3307,2.6710004610932794,-0.14365486684213216,16.67584035179481,0.5873015873015873,1.1810870344227227,434,11667.584035179481,63,24,2016-01-04,2024-01-12,2024-01-16,2024-04-15,119493,3780,C
window_25,0.0033633770064016577,0.029295646919455225,0.020087468067460163,0.05726406593035234,0.41337483139973374,0.5830687830687831,0.592816178690009,0.8963943404837974,0.7136627906976745,0.592816178690009,3313,2.7093209588012033,-0.06940657291191321,24.362474936276477,0.7301587301587301,0.6963952487382019,293,12436.247493627649,63,25,2016-01-04,2024-04-15,2024-04-16,2024-07-16,123273,3780,C
window_26,-0.010176324160606098,0.029884595336450673,0.02135821600913782,-0.022821506053472867,-0.11263330938634619,0.5608465608465608,0.5803702615339407,0.8948799275033983,0.7040998217468806,0.5803702615339407,3403,1.211141576923148,-0.16946450008027764,8.016216977610124,0.6507936507936508,0.6639019028491135,323,10801.621697761013,63,26,2016-01-04,2024-07-16,2024-07-17,2024-10-14,127053,3780,C
window_0,-0.01640335085125355,0.03007075344529103,0.022070547222300955,-0.0005724874312257214,0.01272239213094729,0.5092816787732042,0.5118615685180017,0.9607124148768988,0.6678805535324108,0.5118615685180017,3583,-0.6545404700977004,-0.2298277140278475,-6.35748653231758,0.5396825396825397,0.7699142275049571,189,9364.251346768242,63,0,2016-01-04,2018-01-02,2018-01-03,2018-04-04,29736,3717,candidate_6
