date,portfolio_return,long_leg_return,short_leg_return,gross_spread_return,spread_cost,short_fee_cost,turnover,n_long,n_short,cumulative_return
2023-04-12,0.02534070633719177,0.02600323238099615,0.00045300223428057474,0.025550230146715574,0.00015000000000000004,5.952380952380952e-05,2.0,6,6,1.0253407063371918
2023-04-13,0.00824208731551078,0.0020968944882042706,-0.00627971663683032,0.00837661112503459,7.500000000000001e-05,5.952380952380952e-05,0.9999999999999999,6,6,1.0337916539669703
2023-04-14,0.01195924404517171,0.011012660960356392,-0.0012061068943391238,0.012218767854695516,0.00020000000000000006,5.952380952380952e-05,2.666666666666666,6,6,1.046155020648623
2023-04-17,0.0021390409145415554,-0.012370291049592193,-0.01469385577365756,0.002323564724065367,0.00012500000000000003,5.952380952380952e-05,1.6666666666666667,6,6,1.0483927890407436
2023-04-18,-0.01651950177327685,-0.018677238918220002,-0.002292260954466959,-0.016384977963753045,7.500000000000001e-05,5.952380952380952e-05,0.9999999999999999,6,6,1.0310738625030944
2023-04-19,-0.03076124139099958,-0.03570332797244191,-0.005176610390966137,-0.030526717581475776,0.00017500000000000005,5.952380952380952e-05,2.333333333333333,6,6,0.9993567505266864
2023-04-20,-0.01192053934650141,-0.01136592261415596,0.00037009292282164097,-0.0117360155369776,0.00012500000000000003,5.952380952380952e-05,1.6666666666666667,6,6,0.9874438790608412
2023-04-21,-0.011748135397466003,-0.02437401469796896,-0.01283540311002677,-0.01153861158794219,0.00015000000000000004,5.952380952380952e-05,2.0,6,6,0.9758432546722354
2023-04-24,0.012537006786456773,-0.0062129083477581535,-0.01888443894373874,0.012671530595980586,7.500000000000001e-05,5.952380952380952e-05,0.9999999999999999,6,6,0.9880774081785793
2023-04-25,0.025328070744327715,0.026316862553358078,0.0008292679995065555,0.025487594553851523,0.00010000000000000002,5.952380952380952e-05,1.3333333333333333,6,6,1.0131035026737982
2023-04-26,-0.00017846148411544097,0.02698284612658123,0.02692678380117286,5.606232540836947e-05,0.00017500000000000005,5.952380952380952e-05,2.333333333333333,6,6,1.0129227027191485
2023-04-27,-0.017651561694523497,-0.004636746093941231,0.012805291791058453,-0.017442037884999685,0.00015000000000000004,5.952380952380952e-05,2.0,6,6,0.995043035140318
2023-04-28,-0.028254881868209864,-0.039530926694472626,-0.011485568635786574,-0.028045358058686052,0.00015000000000000004,5.952380952380952e-05,2.0,6,6,0.9669282117286433
2023-05-01,-0.0060415635024286115,-0.020419876324012876,-0.014587836631108074,-0.005832039692904802,0.00015000000000000004,5.952380952380952e-05,2.0,6,6,0.961086453535195
2023-05-02,-0.0023585666441912987,0.007811012920380261,0.009985055755047748,-0.002174042834667487,0.00012500000000000003,5.952380952380952e-05,1.6666666666666667,6,6,0.9588196670837027
2023-05-03,0.02570724850662407,0.038923516093442835,0.013031743777294954,0.02589177231614788,0.00012500000000000003,5.952380952380952e-05,1.6666666666666667,6,6,0.983468282538462
2023-05-04,0.015774049581947093,0.028883747931104153,0.01290017453963325,0.015983573391470905,0.00015000000000000004,5.952380952380952e-05,2.0,6,6,0.9989815599894961
2023-05-05,-0.0023364240214616755,0.0004647973303993549,0.0025666975423372187,-0.002101900211937864,0.00017500000000000005,5.952380952380952e-05,2.333333333333333,6,6,0.9966475154757394
2023-05-08,-0.017747797939748986,-0.014527068861449758,0.0030362052687754235,-0.01756327413022518,0.00012500000000000003,5.952380952380952e-05,1.6666666666666667,6,6,0.9789592167539231
2023-05-09,-0.013384136662004694,-0.01085848124542584,0.002241131607055043,-0.013099612852480885,0.00022500000000000008,5.952380952380952e-05,2.999999999999999,6,6,0.9658566928103595
2023-05-10,0.0031583802549390205,-0.0013427942176349463,-0.0046106982820977764,0.0032679040644628303,4.9999999999999996e-05,5.952380952380952e-05,0.6666666666666666,6,6,0.9689072355180325
2023-05-11,-0.016602104070853618,-0.01829299951593081,-0.001825419254601002,-0.016467580261329808,7.500000000000001e-05,5.952380952380952e-05,0.9999999999999999,6,6,0.9528213367589591
2023-05-12,-0.024103229687884,-0.00018659941270016104,0.023782106465660032,-0.023968705878360193,7.500000000000001e-05,5.952380952380952e-05,0.9999999999999999,6,6,0.9298552652275411
2023-05-15,-0.023948249025838003,0.01267567160539329,0.03648939682170749,-0.023813725216314197,7.500000000000001e-05,5.952380952380952e-05,0.9999999999999999,6,6,0.9075868597778853
2023-05-16,0.007849704599588935,0.029660297635321815,0.02165106922620907,0.008009228409112744,0.00010000000000000002,5.952380952380952e-05,1.3333333333333333,6,6,0.9147111485256102
2023-05-17,-0.025087219987508083,-0.0012490338801095884,0.02365366229787469,-0.02490269617798428,0.00012500000000000003,5.952380952380952e-05,1.6666666666666667,6,6,0.891763588717522
