date,portfolio_return,gross_return,spread_cost,turnover,n_long,cumulative_return
2023-04-12,0.03766800124496222,0.037743001244962215,7.5e-05,1.0,2,1.0376680012449622
2023-04-13,-0.021913000044226645,-0.021838000044226646,7.5e-05,1.0,1,1.0149295822877886
2023-04-14,-0.01745299994945526,-0.01745299994945526,0.0,0.0,1,0.9972160163394193
2023-04-17,-0.008309000135492534,-0.008159000135492533,0.00015,2.0,2,0.9889301483245397
2023-04-18,-7.5e-05,0.0,7.5e-05,1.0,0,0.9888559785634153
2023-04-19,0.0,0.0,0.0,0.0,0,0.9888559785634153
2023-04-20,0.0,0.0,0.0,0.0,0,0.9888559785634153
2023-04-21,-0.026673000433295964,-0.026598000433295965,7.5e-05,1.0,2,0.962480222618726
2023-04-24,-0.0063535000081174076,-0.0063535000081174076,0.0,0.0,2,0.9563651045165051
2023-04-25,-0.043144999665021895,-0.043069999665021896,7.5e-05,1.0,1,0.9151027324025018
2023-04-26,0.04188600182533264,0.04188600182533264,0.0,0.0,1,0.9534327271222799
2023-04-27,0.02571900002658367,0.02571900002658367,0.0,0.0,1,0.9779540634564835
2023-04-28,-0.015092999674379826,-0.015092999674379826,0.0,0.0,1,0.9631938030951763
2023-05-01,-0.0013760000166483223,-0.0012635000166483223,0.00011249999999999998,1.5,4,0.9618684484060819
2023-05-02,-7.5e-05,0.0,7.5e-05,1.0,0,0.9617963082724513
2023-05-03,0.0,0.0,0.0,0.0,0,0.9617963082724513
2023-05-04,0.0,0.0,0.0,0.0,0,0.9617963082724513
2023-05-05,0.022004000482335688,0.022079000482335687,7.5e-05,1.0,4,0.982959674703587
2023-05-08,-0.005896272741761906,-0.005800818196307361,9.545454545454546e-05,1.2727272727272727,11,0.9771638763673812
2023-05-09,-0.0032127270527861334,-0.0030899997800588608,0.00012272727272727272,1.6363636363636362,2,0.9740245155467704
2023-05-10,-0.00716800022572279,-0.00709300022572279,7.5e-05,1.0,1,0.9670427075994715
2023-05-11,-7.5e-05,0.0,7.5e-05,1.0,0,0.9669701793964015
2023-05-12,0.019887499849498273,0.019962499849498272,7.5e-05,1.0,2,0.9862007986936168
2023-05-15,7.333587948232247e-06,0.00010733358794823224,9.999999999999999e-05,1.3333333333333333,6,0.9862080310839086
2023-05-16,0.0195499996393919,0.0196749996393919,0.00012500000000000003,1.666666666666667,1,1.0054883977359645
2023-05-17,-7.5e-05,0.0,7.5e-05,1.0,0,1.0054129861061343
2023-05-18,0.0,0.0,0.0,0.0,0,1.0054129861061343
2023-05-19,0.0,0.0,0.0,0.0,0,1.0054129861061343
2023-05-22,0.0,0.0,0.0,0.0,0,1.0054129861061343
2023-05-23,0.0,0.0,0.0,0.0,0,1.0054129861061343
2023-05-24,0.0,0.0,0.0,0.0,0,1.0054129861061343
2023-05-25,0.0,0.0,0.0,0.0,0,1.0054129861061343
2023-05-26,-0.009283999574184418,-0.009208999574184418,7.5e-05,1.0,1,0.9960787323712454
2023-05-30,0.00497925006300211,0.0050917500630021095,0.0001125,1.5,4,1.00103845746216
2023-05-31,-0.00011249999999999998,0.0,0.00011249999999999998,1.5,1,1.0009258406356956
2023-06-01,-7.5e-05,0.0,7.5e-05,1.0,0,1.0008507711976478
2023-06-02,-0.005751000087987632,-0.0056760000879876316,7.5e-05,1.0,2,0.9950948783244276
2023-06-05,0.01272883326833447,0.012828833268334469,0.00010000000000000002,1.3333333333333335,6,1.0077612751167928
2023-06-06,-7.500000000000001e-05,0.0,7.500000000000001e-05,0.9999999999999999,0,1.007685693021159
2023-06-07,0.0,0.0,0.0,0.0,0,1.007685693021159
2023-06-08,0.0,0.0,0.0,0.0,0,1.007685693021159
2023-06-09,0.0,0.0,0.0,0.0,0,1.007685693021159
2023-06-12,0.0,0.0,0.0,0.0,0,1.007685693021159
2023-06-13,0.0,0.0,0.0,0.0,0,1.007685693021159
2023-06-14,0.0,0.0,0.0,0.0,0,1.007685693021159
2023-06-15,0.01805699929893017,0.018131999298930168,7.5e-05,1.0,1,1.025881472873584
2023-06-16,0.05338900163769722,0.05338900163769722,0.0,0.0,1,1.080652260508915
2023-06-20,-7.5e-05,0.0,7.5e-05,1.0,0,1.0805712115893769
2023-06-21,0.01977400049865246,0.019849000498652458,7.5e-05,1.0,1,1.1019384272661745
2023-06-22,-7.5e-05,0.0,7.5e-05,1.0,0,1.1018557818841295
2023-06-23,0.0,0.0,0.0,0.0,0,1.1018557818841295
2023-06-26,0.016660000535845758,0.016735000535845757,7.5e-05,1.0,1,1.1202126998007438
2023-06-27,-7.5e-05,0.0,7.5e-05,1.0,0,1.1201286838482587
2023-06-28,0.0,0.0,0.0,0.0,0,1.1201286838482587
2023-06-29,0.0,0.0,0.0,0.0,0,1.1201286838482587
2023-06-30,-0.011491000314056874,-0.011416000314056873,7.5e-05,1.0,1,1.107257284790374
2023-07-03,-0.018422000110149384,-0.018422000110149384,0.0,0.0,1,1.0868593909680022
2023-07-05,-7.5e-05,0.0,7.5e-05,1.0,0,1.0867778765136795
2023-07-06,-0.0050749998882412915,-0.004999999888241291,7.5e-05,1.0,1,1.0812624789118295
2023-07-07,-0.002713000063598156,-0.002638000063598156,7.5e-05,1.0,2,1.0783290137377752
2023-07-10,0.00047600025201682003,0.00055100025201682,7.5e-05,1.0,4,1.0788422986200714
2023-07-11,-7.5e-05,0.0,7.5e-05,1.0,0,1.078761385447675
2023-07-12,0.0216539999127388,0.0217289999127388,7.5e-05,1.0,1,1.102120884394025
2023-07-13,-7.5e-05,0.0,7.5e-05,1.0,0,1.1020382253276952
2023-07-14,0.0,0.0,0.0,0.0,0,1.1020382253276952
2023-07-17,0.0,0.0,0.0,0.0,0,1.1020382253276952
2023-07-18,0.0,0.0,0.0,0.0,0,1.1020382253276952
2023-07-19,0.0,0.0,0.0,0.0,0,1.1020382253276952
2023-07-20,0.0,0.0,0.0,0.0,0,1.1020382253276952
2023-07-21,0.010092249594815075,0.010167249594815075,7.5e-05,1.0,4,1.1131602701607293
2023-07-24,0.0007437998806685212,0.0008037998806685212,5.9999999999999995e-05,0.8,5,1.1139882386368398
2023-07-25,-7.500000000000001e-05,0.0,7.500000000000001e-05,1.0,0,1.113904689518942
2023-07-26,0.0,0.0,0.0,0.0,0,1.113904689518942
2023-07-27,0.0,0.0,0.0,0.0,0,1.113904689518942
2023-07-28,0.005892500153928995,0.005967500153928995,7.5e-05,1.0,2,1.1204683730733944
2023-07-31,-0.005132499849423766,-0.005132499849423766,0.0,0.0,2,1.114717569317311
2023-08-01,-7.5e-05,0.0,7.5e-05,1.0,0,1.1146339654996122
2023-08-02,0.0,0.0,0.0,0.0,0,1.1146339654996122
2023-08-03,0.0,0.0,0.0,0.0,0,1.1146339654996122
2023-08-04,0.006065999961644411,0.006140999961644411,7.5e-05,1.0,1,1.1213953350915804
2023-08-07,-0.0034751110362302917,-0.0033417777028969583,0.00013333333333333334,1.7777777777777781,9,1.1174983617866265
2023-08-08,-0.007395333216090997,-0.007261999882757664,0.00013333333333333334,1.7777777777777781,1,1.1092340890327785
2023-08-09,-7.5e-05,0.0,7.5e-05,1.0,0,1.109150896476101
2023-08-10,0.0,0.0,0.0,0.0,0,1.109150896476101
2023-08-11,0.0,0.0,0.0,0.0,0,1.109150896476101
2023-08-14,-0.015395333186537028,-0.015320333186537027,7.5e-05,1.0,3,1.0920751488707052
2023-08-15,-7.5e-05,0.0,7.5e-05,1.0,0,1.0919932432345398
2023-08-16,0.0,0.0,0.0,0.0,0,1.0919932432345398
2023-08-17,0.0,0.0,0.0,0.0,0,1.0919932432345398
2023-08-18,0.0,0.0,0.0,0.0,0,1.0919932432345398
2023-08-21,-0.01442700000802676,-0.01435200000802676,7.5e-05,1.0,3,1.07623905670563
2023-08-22,-7.5e-05,0.0,7.5e-05,1.0,0,1.076158338776377
2023-08-23,0.0,0.0,0.0,0.0,0,1.076158338776377
2023-08-24,0.0,0.0,0.0,0.0,0,1.076158338776377
2023-08-25,0.017678999680280687,0.017753999680280685,7.5e-05,1.0,1,1.0951837417035357
2023-08-28,0.0270150004488416,0.0271275004488416,0.0001125,1.5,4,1.124770130977221
2023-08-29,-7.5e-05,0.0,7.5e-05,1.0,0,1.1246857732173976
2023-08-30,0.0,0.0,0.0,0.0,0,1.1246857732173976
2023-08-31,0.0,0.0,0.0,0.0,0,1.1246857732173976
2023-09-01,0.0,0.0,0.0,0.0,0,1.1246857732173976
2023-09-05,-0.017891999927163123,-0.017816999927163124,7.5e-05,1.0,1,1.1045628954449105
2023-09-06,-7.5e-05,0.0,7.5e-05,1.0,0,1.1044800532277521
2023-09-07,0.0,0.0,0.0,0.0,0,1.1044800532277521
