date,portfolio_return,gross_return,spread_cost,turnover,n_long,cumulative_return
2023-04-12,0.018449232337414287,0.018574232337414287,0.000125,0.9999999999999999,6,1.0184492323374144
2023-04-13,-0.0228074633370464,-0.022765796670379736,4.1666666666666665e-05,0.3333333333333333,6,0.9952209888102357
2023-04-14,-0.04958028677975137,-0.04945528677975137,0.000125,0.9999999999999999,3,0.9458776467757964
2023-04-17,-0.000125,0.0,0.000125,1.0,0,0.9457594120699494
2023-04-18,0.0,0.0,0.0,0.0,0,0.9457594120699494
2023-04-19,0.0,0.0,0.0,0.0,0,0.9457594120699494
2023-04-20,0.0,0.0,0.0,0.0,0,0.9457594120699494
2023-04-21,0.0,0.0,0.0,0.0,0,0.9457594120699494
2023-04-24,0.0,0.0,0.0,0.0,0,0.9457594120699494
2023-04-25,0.0,0.0,0.0,0.0,0,0.9457594120699494
2023-04-26,0.0,0.0,0.0,0.0,0,0.9457594120699494
2023-04-27,0.006178687114268541,0.006303687114268541,0.000125,1.0,1,0.9516029635625043
2023-04-28,0.005010266829282045,0.005260266829282045,0.00025,2.0,1,0.956370748325488
2023-05-01,0.059651125222444534,0.059651125222444534,0.0,0.0,1,1.0134193395929347
2023-05-02,0.016247082754969597,0.016372082754969597,0.000125,1.0,2,1.0298844474687878
2023-05-03,0.044285429945588116,0.04443542994558811,0.00015000000000000001,1.2,5,1.0754933230192176
2023-05-04,0.027268363367193016,0.02742220952103917,0.00015384615384615385,1.2307692307692306,13,1.1048202657502957
2023-05-05,-0.0034135795728070665,-0.0032945319537594476,0.0001190476190476191,0.9523809523809526,21,1.1010488738595072
2023-05-08,-4.817832501240783e-05,-1.5569629360233904e-05,3.2608695652173924e-05,0.26086956521739124,23,1.100995827169008
2023-05-09,-0.0065846259513539715,-0.006475930299180059,0.00010869565217391309,0.869565217391304,13,1.0937461814730984
2023-05-10,0.010321688110796878,0.010417841956950724,9.615384615384615e-05,0.7692307692307692,8,1.1050354884306388
2023-05-11,0.03408353172428906,0.03420853172428906,0.000125,1.0,4,1.1426990005570299
2023-05-12,0.06717331559211016,0.06736081559211016,0.0001875,1.5,2,1.2194578811482362
2023-05-15,0.10870399165153503,0.10882899165153503,0.000125,1.0,1,1.3520178204799727
2023-05-16,0.06543105840682983,0.06543105840682983,0.0,0.0,1,1.4404817774588725
2023-05-17,-0.000125,0.0,0.000125,1.0,0,1.44030171723669
2023-05-18,0.0,0.0,0.0,0.0,0,1.44030171723669
2023-05-19,0.0,0.0,0.0,0.0,0,1.44030171723669
2023-05-22,0.0,0.0,0.0,0.0,0,1.44030171723669
2023-05-23,0.0,0.0,0.0,0.0,0,1.44030171723669
2023-05-24,0.10479390460252762,0.10491890460252762,0.000125,1.0,1,1.5912365579916485
2023-05-25,0.06207607013359666,0.06220107013359666,0.000125,1.0,2,1.6900142701646812
2023-05-26,0.021874967352952808,0.022062467352952808,0.00018750000000000006,1.5,8,1.726983277150558
2023-05-30,0.018818920719553718,0.018959545719553716,0.00014062500000000007,1.125,16,1.7594832385272494
2023-05-31,0.01678318908927031,0.01679881408927031,1.5625e-05,0.125,16,1.7890129784188538
2023-06-01,0.021289204930249404,0.021381310193407298,9.210526315789474e-05,0.736842105263158,19,1.8270996423392885
2023-06-02,0.014645828824400442,0.014737934087558337,9.210526315789471e-05,0.7368421052631575,12,1.853859030946113
2023-06-05,0.0262167045318832,0.026320871198549867,0.00010416666666666665,0.8333333333333331,8,1.9024611054041907
2023-06-06,0.011809992333408445,0.011934992333408445,0.000125,1.0,4,1.924929156473622
2023-06-07,0.14716449511051177,0.14735199511051178,0.0001875,1.5,1,2.2082103839095657
2023-06-08,0.026102601125836372,0.026352601125836372,0.00025,2.0,1,2.265850418762687
2023-06-09,-0.000125,0.0,0.000125,1.0,0,2.265567187460342
2023-06-12,0.0,0.0,0.0,0.0,0,2.265567187460342
2023-06-13,0.0,0.0,0.0,0.0,0,2.265567187460342
2023-06-14,0.0,0.0,0.0,0.0,0,2.265567187460342
2023-06-15,0.0,0.0,0.0,0.0,0,2.265567187460342
2023-06-16,0.0,0.0,0.0,0.0,0,2.265567187460342
2023-06-20,-0.0039972194731235505,-0.0038722194731235504,0.000125,1.0,2,2.2565112181809557
2023-06-21,-0.0014211922495160254,-0.0013378589161826921,8.333333333333334e-05,0.6666666666666667,3,2.2533042819267313
2023-06-22,-0.005764348249882459,-0.005597681583215793,0.00016666666666666666,1.3333333333333333,3,2.240315451332754
2023-06-23,0.022997880044082798,0.022997880044082798,0.0,0.0,3,2.29183795734341
2023-06-26,0.04570073709554141,0.04586740376220808,0.00016666666666666666,1.3333333333333335,9,2.3965766412975436
2023-06-27,0.02722341094678268,0.02733278594678268,0.00010937500000000002,0.8750000000000002,16,2.4618196320690466
2023-06-28,0.0030449673226941375,0.0031349673226941373,8.999999999999997e-05,0.72,25,2.469315792403064
2023-06-29,0.001214283985842485,0.001268971485842485,5.468750000000002e-05,0.43750000000000006,32,2.472314243025767
2023-06-30,-0.006946275132415551,-0.006917703703844123,2.857142857142854e-05,0.22857142857142848,35,2.4551408680799205
2023-07-03,-0.0015364458967868067,-0.001485309533150443,5.1136363636363655e-05,0.4090909090909088,44,2.4513686769671255
2023-07-05,0.016419963048142083,0.0165506448663239,0.0001306818181818181,1.0454545454545447,21,2.4916200600602987
2023-07-06,0.04398920624552384,0.04407253957885717,8.333333333333336e-05,0.6666666666666669,14,2.6012244487677756
2023-07-07,0.041727088261661785,0.04174494540451893,1.7857142857142855e-05,0.14285714285714285,14,2.7097659709299013
2023-07-10,0.0415916040467564,0.0416541040467564,6.249999999999997e-05,0.4999999999999998,16,2.822469484252192
2023-07-11,0.047935774744621344,0.047982649744621346,4.6874999999999974e-05,0.37499999999999967,14,2.9577667456728727
2023-07-12,0.030216025147054876,0.03028745371848345,7.142857142857143e-05,0.5714285714285714,10,3.047138700039247
2023-07-13,-0.03622336555432994,-0.03607336555432994,0.00015,1.2,4,2.9367610810129796
2023-07-14,-0.03283610448986292,-0.03271110448986292,0.000125,1.0,2,2.8403292872950745
2023-07-17,-0.07354565125703812,-0.07342065125703812,0.000125,1.0,1,2.631435420076519
2023-07-18,-0.003972821129485965,-0.0037228211294859648,0.00025,2.0,1,2.6209811978387614
2023-07-19,-0.013556892052292824,-0.013556892052292824,0.0,0.0,1,2.5854488386685723
2023-07-20,-0.000125,0.0,0.000125,1.0,0,2.5851256575637387
2023-07-21,0.0,0.0,0.0,0.0,0,2.5851256575637387
2023-07-24,0.0,0.0,0.0,0.0,0,2.5851256575637387
2023-07-25,0.0,0.0,0.0,0.0,0,2.5851256575637387
2023-07-26,0.0,0.0,0.0,0.0,0,2.5851256575637387
2023-07-27,0.013992777347564697,0.014117777347564697,0.000125,1.0,1,2.621298745305505
2023-07-28,-0.0029094088549415286,-0.002742742188274862,0.00016666666666666666,1.3333333333333333,3,2.6136723155244663
2023-07-31,-0.01624027650244534,-0.01617777650244534,6.25e-05,0.49999999999999994,4,2.5712255544335627
2023-08-01,-0.020548133430909363,-0.020448133430909364,9.999999999999999e-05,0.8,5,2.5183916686600982
2023-08-02,-0.0128471983055185,-0.012740055448375642,0.00010714285714285715,0.8571428571428572,7,2.4860373914818563
2023-08-03,0.003821513249454174,0.003912422340363265,9.090909090909093e-05,0.7272727272727274,11,2.4955378163120425
2023-08-04,-0.0038409416300531195,-0.0036967108608223502,0.00014423076923076924,1.153846153846154,26,2.485952601223998
2023-08-07,-0.006199170805846471,-0.006103932710608375,9.523809523809521e-05,0.761904761904762,42,2.470541756433772
2023-08-08,-0.011826868527738699,-0.011803059003929176,2.3809523809523834e-05,0.19047619047619044,41,2.441322983888141
2023-08-09,-0.015201951169723992,-0.015153170681919114,4.878048780487803e-05,0.39024390243902424,36,2.404210111097549
2023-08-10,-0.021833620897028595,-0.021771120897028595,6.250000000000003e-05,0.49999999999999967,28,2.351717498975042
2023-08-11,-0.020069226248042967,-0.020006726248042967,6.25e-05,0.49999999999999967,22,2.3045203484166303
2023-08-14,-0.019033049360597458,-0.01896486754241564,6.818181818181816e-05,0.5454545454545454,17,2.2606582988727153
2023-08-15,-0.01436933712222997,-0.014192866533994677,0.00017647058823529418,1.411764705882353,5,2.2281741376580464
2023-08-16,0.0033698375966399905,0.0034698375966399904,9.999999999999999e-05,0.7999999999999998,3,2.2356827226389875
2023-08-17,0.0015463843146959941,0.0016297176480293274,8.333333333333334e-05,0.6666666666666667,2,2.239139947333913
2023-08-18,0.038140165498619906,0.0382901654986199,0.00015000000000000001,1.2,5,2.3245411154997995
2023-08-21,0.013451396818854846,0.013607646818854846,0.00015625000000000003,1.25,8,2.3558094404661305
2023-08-22,0.027687197528779506,0.027905947528779507,0.00021875000000000003,1.75,2,2.42103520178448
2023-08-23,0.0010117145925760268,0.001136714592576027,0.000125,1.0,2,2.4234845984272657
2023-08-24,0.02735894781202078,0.02750894781202078,0.00015000000000000001,1.2,5,2.4897885870788734
2023-08-25,0.023117377824844357,0.023278092110558642,0.00016071428571428576,1.2857142857142856,14,2.547345970550361
2023-08-28,0.01158404725601098,0.01173404725601098,0.00015000000000000004,1.1999999999999995,35,2.576854546650625
2023-08-29,-0.006076218559938882,-0.006004789988510311,7.142857142857142e-05,0.5714285714285717,25,2.5611970152280037
2023-08-30,-0.011254143885313535,-0.011104143885313535,0.0001500000000000001,1.2000000000000004,10,2.532372935499992
2023-08-31,-0.0014242183485999695,-0.0013242183485999695,0.00010000000000000002,0.7999999999999999,6,2.5287662834997553
2023-09-01,0.008056410615642865,0.008223077282309532,0.0001666666666666667,1.3333333333333333,2,2.5491390630306223
2023-09-05,0.036632796071469784,0.036757796071469784,0.000125,1.0,2,2.6425211544844407
2023-09-06,0.030746538445353508,0.030871538445353508,0.000125,1.0,1,2.723769532753457
2023-09-07,-0.000125,0.0,0.000125,1.0,0,2.7234290615618626
2023-09-08,-0.015082668259739876,-0.014957668259739876,0.000125,1.0,1,2.68235248449739
2023-09-11,-0.027913132682442665,-0.027913132682442665,0.0,0.0,1,2.6074796236965345
2023-09-12,-0.000125,0.0,0.000125,1.0,0,2.6071536887435722
2023-09-13,-0.004074644975364208,-0.003949644975364208,0.000125,1.0,1,2.5965304630657307
2023-09-14,-0.0322253509350121,-0.0320378509350121,0.0001875,1.5,4,2.512856357679988
