date,portfolio_return,long_leg_return,short_leg_return,gross_spread_return,spread_cost,short_fee_cost,turnover,n_long,n_short,cumulative_return
2023-04-12,-0.02224452888559631,0.018574232337414287,0.04046955487380424,-0.021895322536389955,0.00025000000000000006,9.920634920634919e-05,2.0,6,6,0.9777554711144036
2023-04-13,-0.03732190065584071,-0.022765796670379732,0.01429023096958796,-0.037056027639967695,0.0001666666666666667,9.920634920634919e-05,1.3333333333333333,6,6,0.9412637785557671
2023-04-14,-0.0033261005708629925,-0.014292801924360292,-0.011149241036036983,-0.003143560888323309,8.333333333333333e-05,9.920634920634919e-05,0.6666666666666666,6,6,0.9381330405645801
2023-04-17,-0.011840445964456728,-0.02859861782053486,-0.016982378205284476,-0.011616239615250382,0.000125,9.920634920634919e-05,0.9999999999999999,6,6,0.9270251269903037
2023-04-18,0.0026896710187669765,-0.03652309377988179,-0.03943697114785512,0.0029138773679733276,0.000125,9.920634920634919e-05,0.9999999999999999,6,6,0.9295185196080382
2023-04-19,0.01227140699046117,-0.028149401924262442,-0.04060334859726329,0.01245394667300085,8.333333333333333e-05,9.920634920634919e-05,0.6666666666666666,6,6,0.9409250196673195
2023-04-20,0.0325617057727502,0.009476794162765144,-0.0233091179591914,0.03278591212195654,0.000125,9.920634920634919e-05,0.9999999999999999,6,6,0.971563143311946
2023-04-21,0.00994838062330844,0.008504766582821805,-0.0017094870563596491,0.010214253639181454,0.0001666666666666667,9.920634920634919e-05,1.3333333333333333,6,6,0.9812286232611913
2023-04-24,0.031861077322765066,0.02326264294485251,-0.008780974060452232,0.03204361700530474,8.333333333333333e-05,9.920634920634919e-05,0.6666666666666666,6,6,1.0124916242982265
2023-04-25,0.04531559292039287,0.03992062605296572,-0.0056608398833001665,0.045581465936265886,0.0001666666666666667,9.920634920634919e-05,1.3333333333333333,6,6,1.058373282580232
2023-04-26,0.008122318045066171,0.021154591813683506,0.012724734086077659,0.008429857727605848,0.00020833333333333337,9.920634920634919e-05,1.6666666666666667,6,6,1.0669697269917495
