date,portfolio_return,long_leg_return,short_leg_return,gross_spread_return,spread_cost,short_fee_cost,turnover,n_long,n_short,cumulative_return
2023-04-12,0.02524070633719177,0.02600323238099615,0.00045300223428057474,0.025550230146715574,0.00025000000000000006,5.952380952380952e-05,2.0,6,6,1.0252407063371918
2023-04-13,0.00819208731551078,0.0020968944882042706,-0.00627971663683032,0.00837661112503459,0.000125,5.952380952380952e-05,0.9999999999999999,6,6,1.033639567722922
2023-04-14,0.011825910711838377,0.011012660960356392,-0.0012061068943391238,0.012218767854695516,0.0003333333333333333,5.952380952380952e-05,2.666666666666666,6,6,1.0458632969590365
2023-04-17,0.002055707581208222,-0.012370291049592193,-0.01469385577365756,0.002323564724065367,0.00020833333333333337,5.952380952380952e-05,1.6666666666666667,6,6,1.0480132860675027
2023-04-18,-0.016569501773276853,-0.018677238918220002,-0.002292260954466959,-0.016384977963753045,0.000125,5.952380952380952e-05,0.9999999999999999,6,6,1.0306482280655895
2023-04-19,-0.030877908057666246,-0.03570332797244191,-0.005176610390966137,-0.030526717581475776,0.0002916666666666667,5.952380952380952e-05,2.333333333333333,6,6,0.9988239668395836
2023-04-20,-0.012003872679834743,-0.01136592261415596,0.00037009292282164097,-0.0117360155369776,0.00020833333333333337,5.952380952380952e-05,1.6666666666666667,6,6,0.9868342111120738
2023-04-21,-0.011848135397466002,-0.02437401469796896,-0.01283540311002677,-0.01153861158794219,0.00025000000000000006,5.952380952380952e-05,2.0,6,6,0.9751420657639664
2023-04-24,0.012487006786456773,-0.0062129083477581535,-0.01888443894373874,0.012671530595980586,0.000125,5.952380952380952e-05,0.9999999999999999,6,6,0.9873186713569206
2023-04-25,0.02526140407766105,0.026316862553358078,0.0008292679995065555,0.025487594553851523,0.0001666666666666667,5.952380952380952e-05,1.3333333333333333,6,6,1.0122597272674874
2023-04-26,-0.0002951281507821076,0.02698284612658123,0.02692678380117286,5.606232540836947e-05,0.0002916666666666667,5.952380952380952e-05,2.333333333333333,6,6,1.0119609809260677
2023-04-27,-0.017751561694523497,-0.004636746093941231,0.012805291791058453,-0.017442037884999685,0.00025000000000000006,5.952380952380952e-05,2.0,6,6,0.993997093140708
2023-04-28,-0.028354881868209864,-0.039530926694472626,-0.011485568635786574,-0.028045358058686052,0.00025000000000000006,5.952380952380952e-05,2.0,6,6,0.9658124229873593
2023-05-01,-0.006141563502428612,-0.020419876324012876,-0.014587836631108074,-0.005832039692904802,0.00025000000000000006,5.952380952380952e-05,2.0,6,6,0.959880824660148
2023-05-02,-0.002441899977524632,0.007811012920380261,0.009985055755047748,-0.002174042834667487,0.00020833333333333337,5.952380952380952e-05,1.6666666666666667,6,6,0.9575368916959841
2023-05-03,0.025623915173290737,0.038923516093442835,0.013031743777294954,0.02589177231614788,0.00020833333333333337,5.952380952380952e-05,1.6666666666666667,6,6,0.9820727357840984
2023-05-04,0.015674049581947094,0.028883747931104153,0.01290017453963325,0.015983573391470905,0.00025000000000000006,5.952380952380952e-05,2.0,6,6,0.9974657925378568
2023-05-05,-0.002453090688128342,0.0004647973303993549,0.0025666975423372187,-0.002101900211937864,0.0002916666666666667,5.952380952380952e-05,2.333333333333333,6,6,0.9950189184904557
