model,oos_r2,rmse,mae,ic,ic_ir,accuracy,precision,recall,f1,long_only_accuracy,n_long_predictions,sharpe_ratio,max_drawdown,total_return,win_rate,win_loss_ratio,n_trades,final_equity,n_periods,window,train_start,train_end,test_start,test_end,n_train,n_test,feature_set
window_10,-0.05270773973698084,0.025749039697351313,0.01883957376604967,0.026022952481773488,0.24032729618385054,0.5160075329566854,0.5570195365742844,0.5980487804878049,0.5768054575394025,0.5570195365742844,2201,3.920275717907824,-0.08482841623033173,32.13526309617898,0.5333333333333333,2.0558460475455247,901,13213.526309617899,63,10,2018-07-05,2019-04-04,2019-04-05,2019-07-05,11151,3717,C
window_11,-0.06543317544009852,0.027860448054021526,0.020313892166372107,-0.04292817700986937,-0.23257970884887771,0.480225988700565,0.4893162393162393,0.48414376321353064,0.4867162592986185,0.4893162393162393,1872,-2.40753058083586,-0.18444633328555984,-12.198384829017106,0.4074074074074074,0.9122216515860558,1064,8780.16151709829,63,11,2018-10-03,2019-07-05,2019-07-08,2019-10-03,11151,3717,C
window_12,-0.5259748979913008,0.02739250915988763,0.02050738680289434,0.015001903976323764,0.43305277600428266,0.39521119182136133,0.8360655737704918,0.04377682403433476,0.08319738988580751,0.8360655737704918,122,2.662160892706701,-0.015233606557377091,6.568829996222569,0.625,3.0293776935530676,124,10656.882999622258,63,12,2019-01-04,2019-10-03,2019-10-04,2020-01-03,11151,3717,C
window_13,-0.2514276486593907,0.08179451322348884,0.05398099177627408,-0.24414486116148373,-1.8042211666046968,0.4608555286521388,0.4712676056338028,0.9294444444444444,0.6254205607476635,0.4712676056338028,3550,-1.4434549539121109,-0.6843247673361336,-35.35479418217468,0.5396825396825397,0.6512657930645648,212,6464.520581782533,63,13,2019-04-05,2020-01-03,2020-01-06,2020-04-03,11151,3717,C
window_14,-0.014757643187709446,0.04569401408094099,0.03313534443885342,0.026658202852653787,0.35060964826917174,0.5843422114608555,0.5855855855855856,0.9875690607734806,0.7352185089974294,0.5855855855855856,3663,4.794207134389008,-0.16438924576980818,62.82829635391216,0.6666666666666666,1.0456274809298847,107,16282.829635391216,63,14,2019-07-08,2020-04-03,2020-04-06,2020-07-06,11151,3717,C
window_15,-0.07432386719828066,0.03494843997314397,0.023847133978044405,-0.03245684115831372,-0.0741112256681525,0.5660478880817864,0.5730274202574147,0.9592505854800937,0.7174636538798389,0.5730274202574147,3574,4.110124212452694,-0.18476880979284407,29.522493239110226,0.6666666666666666,0.9617270757439141,197,12952.249323911023,63,15,2019-10-04,2020-07-06,2020-07-07,2020-10-02,11151,3717,C
window_16,0.05398606097536107,0.035264716004862966,0.024935985983403217,0.1395383875778522,1.175779891248925,0.5512510088781275,0.565006468305304,0.8439613526570048,0.6768694304533127,0.565006468305304,3092,4.9628799203786995,-0.20973900389513783,45.46458621732887,0.6190476190476191,1.451118113431027,752,14546.458621732887,63,16,2020-01-06,2020-10-02,2020-10-05,2021-01-04,11151,3717,C
window_17,-0.013023514202037179,0.031763282028571656,0.023522341899229263,0.13903551372628656,0.8609390604644526,0.5684691955878397,0.5686221009549796,0.9890840056953014,0.7221067221067221,0.5686221009549796,3665,5.130380540916868,-0.08348778621293228,32.98800369477679,0.6349206349206349,1.291956009675239,103,13298.80036947768,63,17,2020-04-06,2021-01-04,2021-01-05,2021-04-06,11151,3717,C
window_18,-0.04134597098710757,0.024451434533095402,0.01786638554171031,0.023669719856248914,0.21832315835231375,0.537842190016103,0.562395449983272,0.8023866348448687,0.6612903225806451,0.562395449983272,2989,2.3874933004996755,-0.08635500484837744,10.781276300200403,0.6451612903225806,0.82168991400261,779,11078.12763002004,63,18,2020-07-07,2021-04-06,2021-04-07,2021-07-13,11151,3726,C
window_19,0.013668307520876,0.02439213906240105,0.017938611530382367,0.12132049480170747,0.7816508994374244,0.5502645502645502,0.5441780821917809,0.8115423901940756,0.6514965149651496,0.5441780821917809,2920,2.916970191633141,-0.11684396874437679,17.35112118050557,0.6190476190476191,1.0430616895722553,1033,11735.112118050556,63,19,2020-10-05,2021-07-13,2021-07-14,2021-10-11,11160,3780,C
window_20,-0.044567156412775644,0.031396691158340664,0.02267578913523144,0.04459265814619902,0.2628944293435025,0.5246031746031746,0.5698529411764706,0.6521739130434783,0.6082406801831263,0.5698529411764706,2448,4.02240273445358,-0.1014900556114304,20.562794083792713,0.5806451612903226,1.393129642848567,1347,12056.27940837927,63,20,2021-01-05,2021-10-11,2021-10-12,2022-01-10,11223,3780,C
window_21,-0.03312744084623165,0.03929571217582582,0.029228421184104653,0.15986740276132366,1.2542670647482752,0.5206434316353887,0.5034596375617792,0.8446655610834716,0.6308835672997523,0.5034596375617792,3035,-1.3574623680930764,-0.23328925404051162,-12.326496430110856,0.4603174603174603,0.9485497764134281,807,8767.350356988914,63,21,2021-04-07,2022-01-10,2022-01-11,2022-04-11,11286,3730,C
window_22,-0.09194920657164163,0.04493944244229856,0.03310617319232034,0.04452271405465907,0.576723989520261,0.489572192513369,0.4672859450726979,0.6622781911848884,0.5479516931091641,0.4672859450726979,2476,-3.1122287858554247,-0.36089205741262115,-31.114261820287158,0.41379310344827586,0.8122312626112087,828,6888.573817971284,63,22,2021-07-14,2022-04-11,2022-04-12,2022-07-13,11290,3740,C
window_23,-0.21507968226417074,0.04186584259485043,0.032237764504899326,-0.034755453296550866,-0.2988361792985943,0.48703703703703705,0.4008438818565401,0.21701884637350086,0.28158577250833644,0.4008438818565401,948,-0.3737654909549523,-0.24126331174988075,-5.4013430128527995,0.2962962962962963,2.1356570704513387,575,9459.86569871472,63,23,2021-10-12,2022-07-13,2022-07-14,2022-10-11,11250,3780,C
window_24,0.06527166957230512,0.03689106244887977,0.02647150742671895,0.17088407888515333,1.412633458987008,0.5616402116402116,0.6437659033078881,0.6501070663811563,0.6469209460899211,0.6437659033078881,2358,4.979014394005412,-0.12094169523919016,46.68332606764114,0.6071428571428571,1.528237387307231,1043,14668.332606764114,63,24,2022-01-11,2022-10-11,2022-10-12,2023-01-11,11250,3780,C
window_25,-0.07071680591469787,0.03216539630447401,0.023158112709436324,0.0032417572289327066,-0.06571281684911194,0.49153439153439155,0.5362318840579711,0.4005905511811024,0.45859154929577467,0.5362318840579711,1518,1.418501477913256,-0.17127875828772743,8.417748709625418,0.4222222222222222,1.862736309343451,1126,10841.774870962541,63,25,2022-04-12,2023-01-11,2023-01-12,2023-04-13,11300,3780,C
window_26,-0.15652900927211788,0.030918533477403157,0.021886503791722595,0.12799145323996988,1.1271216526895804,0.48677248677248675,0.6655844155844156,0.10039177277179236,0.17446808510638298,0.6655844155844156,308,1.6004530810072906,-0.24937722519862782,19.639540092799713,0.4888888888888889,1.5523920066505834,454,11963.95400927997,63,26,2022-07-14,2023-04-13,2023-04-14,2023-07-14,11340,3780,C
window_27,-0.04243386293072238,0.027391398064491604,0.020116399529531787,-0.018711724842002394,-0.0780559305317947,0.49047619047619045,0.46688382193268185,0.7401032702237521,0.5725699067909454,0.46688382193268185,2763,-2.9769765114454794,-0.2377089563768477,-16.8345454195141,0.47619047619047616,0.6850230000553122,1130,8316.54545804859,63,27,2022-10-12,2023-07-14,2023-07-17,2023-10-12,11340,3780,C
window_28,-0.08013138253783203,0.029801106533720007,0.021534623043418348,-0.09941003966007002,-0.4376875858379051,0.46375661375661376,0.5497512437810945,0.4961832061068702,0.5215954684918575,0.5497512437810945,2010,0.18076932845129168,-0.12365801635439368,0.3224864079544032,0.42857142857142855,1.3761395496133502,978,10032.24864079544,63,28,2023-01-12,2023-10-12,2023-10-13,2024-01-12,11340,3780,C
window_29,-0.03203621315675975,0.026878320298841397,0.019273965661168527,0.024029974269157813,0.09162694169662494,0.5222222222222223,0.5415992230495306,0.8109549200193893,0.6494565217391305,0.5415992230495306,3089,4.0083699432146265,-0.13211646927064305,28.393662990515402,0.6129032258064516,1.436580316400126,668,12839.36629905154,63,29,2023-04-14,2024-01-12,2024-01-16,2024-04-15,11340,3780,C
window_30,-0.05675425042173465,0.030193960834215668,0.020889555545027503,-0.09154757879685002,-0.6981414632291393,0.5134920634920634,0.5681642137877614,0.6695572797809219,0.6147077309868008,0.5681642137877614,2582,3.0292186702816544,-0.09039282981007345,38.29187419265836,0.6031746031746031,1.4627091239879229,929,13829.187419265836,63,30,2023-07-17,2024-04-15,2024-04-16,2024-07-16,11340,3780,C
window_31,-0.04768308472625926,0.03041488408343367,0.02164683804867181,0.019848808035728062,0.25482112826348124,0.5351851851851852,0.5872769588828549,0.6859990937924785,0.6328108672936259,0.5872769588828549,2578,1.481951797757667,-0.15658490590022622,16.45880191606257,0.6190476190476191,0.8481082290442699,893,11645.880191606257,63,31,2023-10-13,2024-07-16,2024-07-17,2024-10-14,11340,3780,C
window_0,-0.005810471794547523,0.028025652878814977,0.018208229908772113,0.0025746287858598596,0.25880004681866664,0.5235404896421846,0.5466756212222968,0.7945339189848707,0.6477024070021882,0.5466756212222968,2978,5.271543083555574,-0.07692273702297216,24.702421979263956,0.6666666666666666,1.192473076834665,659,12470.242197926396,63,0,2016-01-04,2016-09-30,2016-10-03,2016-12-30,11151,3717,candidate_6
window_1,-0.014405477658391952,0.019517096675001223,0.013054196295441078,0.017922991509438036,0.2300338695261472,0.5547484530535378,0.5836513994910941,0.8413571756075194,0.6892018779342723,0.5836513994910941,3144,6.597698627507288,-0.051644614150700735,22.216307474913233,0.6666666666666666,1.3782182538025252,483,12221.630747491323,63,1,2016-04-05,2016-12-30,2017-01-03,2017-04-03,11151,3717,candidate_6
window_2,0.0053252862319379535,0.022775769387404065,0.014221494635567525,0.05822717644855166,0.3179317026872181,0.5582458972289481,0.5671856978085352,0.933111954459203,0.7055236728837877,0.5671856978085352,3468,5.253540981649751,-0.037310228496209664,16.41226629294672,0.6666666666666666,1.2048841202410483,335,11641.226629294672,63,2,2016-07-05,2017-04-03,2017-04-04,2017-07-03,11151,3717,candidate_6
window_3,-0.050494135615373414,0.020645888707910863,0.014237743518335328,0.028809517291191997,0.11593081085093751,0.5959106806564434,0.6017699115044248,0.9722966934763181,0.743423300307482,0.6017699115044248,3616,6.488209122589873,-0.05885871825596659,22.14922670227819,0.7619047619047619,0.8440400102406762,85,12214.92267022782,63,3,2016-10-03,2017-07-03,2017-07-05,2017-10-02,11151,3717,candidate_6
window_4,-0.021786313086452846,0.021998587308415262,0.014695497431294181,0.03712138563533835,-0.0550521980411149,0.5996771589991929,0.603082851637765,0.9794367456414841,0.7465076660988075,0.603082851637765,3633,11.296240758943368,-0.01650262857003997,29.295539269081104,0.7777777777777778,1.8889833307133204,71,12929.553926908111,63,4,2017-01-03,2017-10-02,2017-10-03,2018-01-02,11151,3717,candidate_6
window_5,-0.003572815038941357,0.02992866207939409,0.021880101448079142,0.064731581832383,0.1735148925591809,0.5216572504708098,0.5182705718270572,0.9732844421162913,0.6763742264288315,0.5182705718270572,3585,-0.4933009384372894,-0.22379528411173905,-5.113110087570383,0.5396825396825397,0.7897204180162682,113,9488.688991242961,63,5,2017-04-04,2018-01-02,2018-01-03,2018-04-04,11151,3717,candidate_6
window_6,-0.02721342527861048,0.024276589573619087,0.017886101011533304,-0.01565913459982568,-0.055067972459321254,0.5388754371805219,0.5506634499396864,0.8907317073170732,0.6805814386880358,0.5506634499396864,3316,4.1917060281153615,-0.07236027658934965,18.743091513775067,0.5714285714285714,1.4220078949659303,299,11874.309151377507,63,6,2017-07-05,2018-04-04,2018-04-05,2018-07-03,11151,3717,candidate_6
window_7,0.007441709824781539,0.024178546144071934,0.01635632582759487,0.047518263222503916,-0.020319542849897523,0.5778853914447135,0.5893271461716937,0.9299771167048055,0.7214628084502042,0.5893271461716937,3448,7.836954137389113,-0.03439970582514092,28.12342925975353,0.6666666666666666,1.647183169112422,201,12812.342925975354,63,7,2017-10-03,2018-07-03,2018-07-05,2018-10-02,11151,3717,candidate_6
window_8,-0.00838272048413291,0.04159205952518393,0.03106370117656356,0.08533972432365622,1.0757890354237072,0.5004035512510089,0.4931261207411835,0.9110988404196576,0.6399069226294357,0.4931261207411835,3346,-2.2073473238595684,-0.36758819662534425,-23.85233660059265,0.4603174603174603,0.8416399420646639,315,7614.766339940735,63,8,2018-01-03,2018-10-02,2018-10-03,2019-01-03,11151,3717,candidate_6
window_9,-0.023954025000004098,0.02567175488562682,0.017612863038880034,0.030655630195711953,0.22187147071774302,0.559322033898305,0.6631808278867103,0.637620444072057,0.6501495087569414,0.6631808278867103,2295,9.554498017990609,-0.04475735086244493,47.562860924635956,0.7301587301587301,1.5991598766699158,951,14756.286092463595,63,9,2018-04-05,2019-01-03,2019-01-04,2019-04-04,11151,3717,candidate_6
window_10,-0.0077198697701266195,0.025192834853400084,0.018403589255513796,0.02511542058258669,0.0687993141571341,0.5493677697067527,0.5586854460093896,0.8707317073170732,0.680648236415634,0.5586854460093896,3195,2.850203783723438,-0.1541943772469998,15.079154802803597,0.5873015873015873,1.1208279057341828,709,11507.91548028036,63,10,2018-07-05,2019-04-04,2019-04-05,2019-07-05,11151,3717,candidate_6
window_11,-0.008480090101275595,0.027105576771533024,0.019572512970597245,-0.0006158280239492628,-0.031237980411767265,0.5060532687651331,0.5106626047220106,0.7087737843551797,0.5936254980079682,0.5106626047220106,2626,-0.6647896906989451,-0.14638451756310253,-4.358250372835137,0.5238095238095238,0.8173654878237843,1021,9564.174962716486,63,11,2018-10-03,2019-07-05,2019-07-08,2019-10-03,11151,3717,candidate_6
window_12,-0.02193252427661907,0.022416573626083826,0.015320172111038954,0.01569428604318957,0.21825937772932338,0.5932203389830508,0.6271766169154229,0.8656652360515021,0.7273710782545979,0.6271766169154229,3216,12.150795915380177,-0.03690220593541799,44.69911285084747,0.7777777777777778,1.9405782756590177,632,14469.911285084747,63,12,2019-01-04,2019-10-03,2019-10-04,2020-01-03,11151,3717,candidate_6
window_13,-0.04076314912535128,0.07459285888587602,0.04871386760556734,-0.08128791170189098,-0.7305550598485913,0.4788808178638687,0.4795583407937929,0.8927777777777778,0.6239565132983886,0.4795583407937929,3351,-1.5642916654660837,-0.6860802113563047,-36.931719779859115,0.5714285714285714,0.5585603767765995,493,6306.828022014088,63,13,2019-04-05,2020-01-03,2020-01-06,2020-04-03,11151,3717,candidate_6
window_14,-0.10024105607960543,0.04757974049839861,0.034345195502392845,-0.03087645278382229,-0.021848036196425412,0.5095507129405434,0.5700521878763549,0.6537753222836096,0.6090499678318679,0.5700521878763549,2491,3.9391406223769945,-0.1838390195673283,52.32856598368188,0.6666666666666666,0.9358865335217169,982,15232.856598368187,63,14,2019-07-08,2020-04-03,2020-04-06,2020-07-06,11151,3717,candidate_6
window_15,-0.01825633862888454,0.034024264318778155,0.023294229457012327,0.07036607155715599,0.30053970335817787,0.5735808447672854,0.5847196549599507,0.8889929742388759,0.7054450845567738,0.5847196549599507,3246,4.495943096872458,-0.17477327687101624,31.030503877535942,0.6984126984126984,0.8727858983741053,611,13103.050387753594,63,15,2019-10-04,2020-07-06,2020-07-07,2020-10-02,11151,3717,candidate_6
window_16,-0.03368930751393395,0.036862656972096064,0.025746899469721286,0.010646812693541802,-0.004270299923987416,0.5248856604788809,0.5554744525547445,0.7352657004830918,0.6328482328482329,0.5554744525547445,2740,5.880069428043468,-0.19766183254557093,57.47558822612624,0.6507936507936508,1.4840751408102926,1002,15747.558822612624,63,16,2020-01-06,2020-10-02,2020-10-05,2021-01-04,11151,3717,candidate_6
window_17,-0.015108147204144329,0.03179594699404853,0.023582035562298622,0.06985642431061784,0.40614564737075953,0.5668549905838042,0.5705364745955152,0.9539629805410537,0.7140319715808171,0.5705364745955152,3523,5.234785083722532,-0.0863514280027336,34.195281885684146,0.6507936507936508,1.2160646030719895,299,13419.528188568414,63,17,2020-04-06,2021-01-04,2021-01-05,2021-04-06,11151,3717,candidate_6
window_18,-0.014156157155518212,0.024130106516459655,0.017598672335401674,-0.047938101423634735,-0.1446393922599469,0.5544820182501342,0.56006628003314,0.968019093078759,0.7095871238628412,0.56006628003314,3621,3.3631570526169448,-0.060261008510162514,13.99956941363869,0.6984126984126984,0.7364785960817655,147,11399.95694136387,63,18,2020-07-07,2021-04-06,2021-04-07,2021-07-13,11151,3726,candidate_6
window_19,0.01672624483231433,0.024354298072744692,0.018061188588793943,0.05427638226722865,0.23453992732586532,0.5198412698412699,0.5193714440531021,0.9790602655771196,0.67870419543282,0.5193714440531021,3691,1.4935021161422315,-0.10218590704446015,6.958468371152549,0.6031746031746031,0.8341049246770208,129,10695.846837115256,63,19,2020-10-05,2021-07-13,2021-07-14,2021-10-11,11160,3780,candidate_6
window_20,-0.003514488253902881,0.03077354449982916,0.02214338159791652,0.04071407128863989,0.202488234700673,0.5650793650793651,0.5717183425094176,0.9223936418887331,0.7059033989266548,0.5717183425094176,3451,5.213661368753888,-0.10558735836657641,29.065098041472105,0.6349206349206349,1.3170628377546598,375,12906.50980414721,63,20,2021-01-05,2021-10-11,2021-10-12,2022-01-10,11223,3780,candidate_6
window_21,-0.010066620425557948,0.03885467004398171,0.028815783151081548,0.0832431316736045,0.6206828976365,0.4957104557640751,0.4896492236917769,0.941404090657822,0.6442216758085871,0.4896492236917769,3478,-1.4013955747515363,-0.23673233451706419,-11.864082620109095,0.4444444444444444,1.0031753952171674,289,8813.59173798909,63,21,2021-04-07,2022-01-10,2022-01-11,2022-04-11,11286,3730,candidate_6
window_22,-0.018948122619228736,0.04341127067387375,0.03155603113208149,0.060475298970475176,0.496374678080219,0.5053475935828877,0.47993767043241137,0.705208929593589,0.5711636532220676,0.47993767043241137,2567,-2.7624272530669147,-0.3463191398558596,-27.027374776116964,0.49206349206349204,0.6633251007347143,915,7297.262522388303,63,22,2021-07-14,2022-04-11,2022-04-12,2022-07-13,11290,3740,candidate_6
window_23,-0.01604633947687306,0.038283727347571406,0.02906880215799926,-0.018090066670119025,-0.037205852182759784,0.49947089947089945,0.4608115619788771,0.4734437464306111,0.46704225352112677,0.4608115619788771,1799,-1.0883485325496576,-0.39511857844218884,-12.418352907163776,0.47619047619047616,0.931602809993587,751,8758.164709283623,63,23,2021-10-12,2022-07-13,2022-07-14,2022-10-11,11250,3780,candidate_6
window_24,-0.006449859688613557,0.038280229414475044,0.02771627166485173,0.0997479760070894,0.6987643361669588,0.42962962962962964,0.7188264058679706,0.1259100642398287,0.21428571428571427,0.7188264058679706,409,1.925111477046129,-0.3733995951112529,25.56248297864252,0.6129032258064516,0.8690750444834967,378,12556.248297864253,63,24,2022-01-11,2022-10-11,2022-10-12,2023-01-11,11250,3780,candidate_6
window_25,-0.017686980182326062,0.03135874735115858,0.022383151573969768,0.050731112888187886,0.4278096063348086,0.49206349206349204,0.5527306967984934,0.2888779527559055,0.37944408532643825,0.5527306967984934,1062,3.819949875386848,-0.13331995701997224,32.88232860483071,0.5873015873015873,1.3002196887549944,902,13288.23286048307,63,25,2022-04-12,2023-01-11,2023-01-12,2023-04-13,11300,3780,candidate_6
window_26,-0.010599233448953305,0.028902146845520036,0.02031724917742097,0.051649128782159756,0.16139933541061263,0.5084656084656085,0.5483701366982124,0.5107737512242899,0.5289046653144016,0.5483701366982124,1902,5.199041358744264,-0.06667873357819057,33.629774709901604,0.6031746031746031,1.4455360470340328,1167,13362.977470990161,63,26,2022-07-14,2023-04-13,2023-04-14,2023-07-14,11340,3780,candidate_6
window_27,-0.014347292675805035,0.02701987161524251,0.019775827368365136,0.03302240834551468,0.3337752529590732,0.4873015873015873,0.46764022568868235,0.8083763625932301,0.5925147182506307,0.46764022568868235,3013,-1.1219886198957512,-0.17710726094940604,-5.985330207187545,0.49206349206349204,0.8619864831096278,856,9401.466979281246,63,27,2022-10-12,2023-07-14,2023-07-17,2023-10-12,11340,3780,candidate_6
window_28,-0.043192243048602696,0.0292870934071477,0.021033610049478076,-0.06482821100304238,-0.51491842842422,0.43941798941798943,0.5364372469635628,0.35698248765154916,0.42868697762200053,0.5364372469635628,1482,4.0332184238668205,-0.14274417679542678,29.480039175662377,0.5714285714285714,1.4589793328422733,605,12948.003917566237,63,28,2023-01-12,2023-10-12,2023-10-13,2024-01-12,11340,3780,candidate_6
window_29,0.004013135015314084,0.02640471365727675,0.018858816539920283,0.03882932216039157,0.12860463079004142,0.5431216931216931,0.5529634300126104,0.8502181289384392,0.6701050620821395,0.5529634300126104,3172,4.582361759523628,-0.11144399449513424,19.26550905690445,0.6190476190476191,1.250318094577031,502,11926.550905690445,63,29,2023-04-14,2024-01-12,2024-01-16,2024-04-15,11340,3780,candidate_6
window_30,-0.03569595782508883,0.02989160442711073,0.02037594060311866,-0.051809998421833245,-0.4285371491729792,0.5582010582010583,0.5792034052903619,0.8694659972615244,0.6952554744525548,0.5792034052903619,3289,7.858038065620315,-0.06331615356817491,31.278486175696464,0.6825396825396826,1.6169691034107478,411,13127.848617569647,63,30,2023-07-17,2024-04-15,2024-04-16,2024-07-16,11340,3780,candidate_6
window_31,0.00261310825910388,0.029675840463219038,0.021094581816252723,0.058465439171556666,0.4885596019476978,0.5851851851851851,0.5884306670357043,0.9632985953783416,0.7305841924398625,0.5884306670357043,3613,4.252503049336855,-0.11999544464669151,25.021201649261982,0.6825396825396826,0.9396843604142655,137,12502.120164926198,63,31,2023-10-13,2024-07-16,2024-07-17,2024-10-14,11340,3780,candidate_6
window_0,0.012744409749261942,0.027765945249037555,0.01811283305481699,0.019911040938743102,0.03173693062617591,0.5073984396018294,0.5480176211453744,0.6071254270375793,0.5760592729798565,0.5480176211453744,2270,7.328957152701569,-0.07538272633631837,50.396744407562835,0.6666666666666666,1.7547140439896192,638,15039.674440756284,63,0,2016-01-04,2016-09-30,2016-10-03,2016-12-30,11151,3717,D
window_1,-0.041146362048870566,0.019772669786316508,0.012957876533335766,0.05865761763366194,0.36118017114895934,0.58272800645682,0.6010262989095574,0.8592388812471343,0.7073032647669372,0.6010262989095574,3118,5.269274425069877,-0.05692087748116812,22.232708456510643,0.6507936507936508,1.2544261352639616,484,12223.270845651065,63,1,2016-04-05,2016-12-30,2017-01-03,2017-04-03,11151,3717,D
window_2,-0.003911504037963587,0.022881275669240274,0.014417142039160696,-0.013151999988097768,-0.012205891338063315,0.5060532687651331,0.5571909167367536,0.6285578747628083,0.5907267053053945,0.5571909167367536,2378,0.07608910117036573,-0.1707726509769649,-0.7862244204014157,0.6666666666666666,0.507453376415551,685,9921.377557959859,63,2,2016-07-05,2017-04-03,2017-04-04,2017-07-03,11151,3717,D
window_3,0.00249681857162265,0.020118421858880912,0.014060669659775517,0.051445116763117464,0.3338116833648197,0.6034436373419424,0.6047149122807017,0.9857015192135835,0.7495752633367312,0.6047149122807017,3648,7.06533935886788,-0.06168019403766969,24.03494759362157,0.746031746031746,0.9971479293882586,55,12403.494759362156,63,3,2016-10-03,2017-07-03,2017-07-05,2017-10-02,11151,3717,D
window_4,-0.02952777881252011,0.02208176514893641,0.014674583167052231,0.04639643099302734,0.47426826668614475,0.6069410815173527,0.6098527746319365,0.9628967367009388,0.7467498699947998,0.6098527746319365,3532,11.413437354407778,-0.015806466520996862,29.646191954331,0.8095238095238095,1.578409587884438,135,12964.6191954331,63,4,2017-01-03,2017-10-02,2017-10-03,2018-01-02,11151,3717,D
window_5,-0.1786376340326219,0.03243418656364552,0.023891119454315185,0.056060408118459346,0.514779328183957,0.5162765671240247,0.5150284321689683,0.9963331587218439,0.6790431988575508,0.5150284321689683,3693,-0.6682065545535336,-0.23431917602817479,-6.549919412621752,0.5555555555555556,0.7204558175464741,35,9345.008058737825,63,5,2017-04-04,2018-01-02,2018-01-03,2018-04-04,11151,3717,D
window_6,-0.5644973706928897,0.02996020298689663,0.02309522972553077,0.09289573736259811,0.8343093667758917,0.47350013451708367,0.6555183946488294,0.09560975609756098,0.1668795232013623,0.6555183946488294,299,0.5743523363947195,-0.032421429712648386,1.193358002246936,0.35294117647058826,2.246005478180847,148,10119.335800224693,63,6,2017-07-05,2018-04-04,2018-04-05,2018-07-03,11151,3717,D
window_7,-0.0683784079629195,0.025085035720642447,0.01672851888071713,0.05109389665128757,0.6958588315971979,0.5649717514124294,0.5842729970326409,0.9011441647597254,0.7089108910891089,0.5842729970326409,3370,6.502848972783784,-0.03622930900862013,22.87914081174609,0.6190476190476191,1.6279384783409183,339,12287.91408117461,63,7,2017-10-03,2018-07-03,2018-07-05,2018-10-02,11151,3717,D
window_8,-0.06621785577428208,0.04276817358453488,0.031806473156177135,0.04172345703763487,0.48687159986806505,0.47242399784772665,0.4777580071174377,0.8895637769188294,0.6216476943854911,0.4777580071174377,3372,-2.0511116596204007,-0.3626567999762691,-22.644123652441795,0.4603174603174603,0.8645782807013597,445,7735.5876347558205,63,8,2018-01-03,2018-10-02,2018-10-03,2019-01-03,11151,3717,D
window_9,-0.7647143474478206,0.03370175654516375,0.025691199118871178,-0.010775937872959024,-0.09817495824488245,0.39332795264998655,0.7340425531914894,0.08671973188102221,0.1551142750093668,0.7340425531914894,282,5.604901347962585,-0.019359126602697403,19.164249367814378,0.6,3.997098135594034,384,11916.424936781437,63,9,2018-04-05,2019-01-03,2019-01-04,2019-04-04,11151,3717,D
window_10,-0.08594973017571372,0.026152426468309134,0.01921536569579634,0.01584438962769265,0.14672425127001684,0.5178907721280602,0.5671875,0.531219512195122,0.5486146095717884,0.5671875,1920,5.159596520272518,-0.06890301913494108,41.209586654282894,0.5517241379310345,2.4946002132955245,979,14120.958665428288,63,10,2018-07-05,2019-04-04,2019-04-05,2019-07-05,11151,3717,D
window_11,-0.09379414735554081,0.02822882401631807,0.020621112285465402,-0.07353658483443887,-0.4173334082683621,0.48318536454129674,0.49310508796956726,0.5480972515856237,0.5191489361702127,0.49310508796956726,2103,-1.2217943878103523,-0.1853881487170535,-7.993737281331869,0.43859649122807015,1.020657801646773,996,9200.626271866813,63,11,2018-10-03,2019-07-05,2019-07-08,2019-10-03,11151,3717,D
window_12,-0.572275796435185,0.027804973481929313,0.020677309662847993,-0.021477757963188345,0.5868214274365792,0.3949421576540221,0.8347107438016529,0.043347639484978544,0.08241534067727459,0.8347107438016529,121,2.4275868186171663,-0.014838842975206658,6.080722018220719,0.5555555555555556,2.886007762400717,124,10608.072201822071,63,12,2019-01-04,2019-10-03,2019-10-04,2020-01-03,11151,3717,D
window_13,-0.1948452625708379,0.0799239854745384,0.05254450903114272,-0.22790214046069382,-1.9206877269280274,0.45843422114608556,0.469974626444883,0.9261111111111111,0.6235272115204787,0.469974626444883,3547,-1.2684029732302533,-0.6844682211234986,-33.67476154579316,0.5396825396825397,0.6702294942424097,216,6632.523845420684,63,13,2019-04-05,2020-01-03,2020-01-06,2020-04-03,11151,3717,D
window_14,-0.010349922059408545,0.0455946673762316,0.033009842617535715,0.07705562108307797,0.6798702478066246,0.5851493139628733,0.5848142164781907,1.0,0.7380224260958206,0.5848142164781907,3714,4.797113008252853,-0.16299555102109162,62.94338293725394,0.6984126984126984,0.9048951715657338,7,16294.338293725394,63,14,2019-07-08,2020-04-03,2020-04-06,2020-07-06,11151,3717,D
window_15,-0.07013326732586989,0.03488021193201972,0.0238600717105302,-0.013702150191148461,-0.13474770322159968,0.5781544256120528,0.5791678302150237,0.9714285714285714,0.7256822953114066,0.5791678302150237,3581,4.148851754726749,-0.18169803221990463,29.722405742262836,0.6507936507936508,1.0369060726376023,163,12972.240574226284,63,15,2019-10-04,2020-07-06,2020-07-07,2020-10-02,11151,3717,D
window_16,0.05342348241954786,0.03527520011273605,0.025068807725773083,0.12175712080584372,0.8458682592475564,0.5550174872208771,0.5705563093622795,0.81256038647343,0.6703866082104424,0.5705563093622795,2948,5.701769166861645,-0.19231250951540685,68.56418050466888,0.6666666666666666,1.5394332097684698,884,16856.418050466888,63,16,2020-01-06,2020-10-02,2020-10-05,2021-01-04,11151,3717,D
